DEPTH         Ga         Si          O          C    
164010.E-03  2.7350E+05  3.4500E+04  6.8501E+04  2.4344E+08
166010.E-03  3.0200E+05  3.2500E+04  7.5501E+04  2.4338E+08
168010.E-03  3.0900E+05  4.5000E+04  6.6501E+04  2.4323E+08
170010.E-03  3.1950E+05  3.3000E+04  6.2501E+04  2.4278E+08
172010.E-03  3.0550E+05  2.7000E+04  5.9501E+04  2.4262E+08
174010.E-03  3.3600E+05  2.8500E+04  6.8001E+04  2.4167E+08
176010.E-03  3.5600E+05  2.8500E+04  5.2001E+04  2.4150E+08
178010.E-03  3.6900E+05  2.5000E+04  7.1001E+04  2.3992E+08
180010.E-03  3.8000E+05  2.0500E+04  5.9501E+04  2.3922E+08
182010.E-03  4.0150E+05  3.0000E+04  5.6001E+04  2.3839E+08
184010.E-03  4.2950E+05  2.4000E+04  4.9501E+04  2.3622E+08
186010.E-03  4.1100E+05  2.7500E+04  5.9001E+04  2.3471E+08
188010.E-03  4.8101E+05  2.3500E+04  6.0001E+04  2.3224E+08
190010.E-03  4.6100E+05  2.5000E+04  4.9501E+04  2.2922E+08
192010.E-03  4.9001E+05  2.0500E+04  5.4001E+04  2.2535E+08
194010.E-03  4.7701E+05  2.1500E+04  3.4500E+04  2.1982E+08
196010.E-03  5.1001E+05  1.6000E+04  4.2500E+04  2.0981E+08
198010.E-03  4.9801E+05  2.4000E+04  4.3500E+04  1.9127E+08
200010.E-03  5.2151E+05  2.6000E+04  2.8500E+04  1.4637E+08
