DEPTH         Ga         Si          O          C    
551000.E-05  5.4546E+01  2.8984E+07  3.4579E+07  6.0601E+04
110100.E-04  0.0000E+00  3.3776E+07  3.1717E+07  4.9837E+04
165100.E-04  1.2727E+02  4.2552E+07  4.0975E+07  7.1875E+04
220100.E-04  2.9091E+02  4.9374E+07  4.8047E+07  1.2238E+05
275100.E-04  4.3636E+02  5.5340E+07  5.4040E+07  2.2356E+05
330100.E-04  6.3636E+02  6.0500E+07  5.8950E+07  4.5488E+05
385100.E-04  1.4545E+03  6.4443E+07  6.2645E+07  1.1580E+06
440100.E-04  2.4909E+03  6.6235E+07  6.3404E+07  4.2083E+06
495100.E-04  4.0909E+03  5.7607E+07  5.1787E+07  1.8867E+07
550100.E-04  8.2182E+03  2.9320E+07  3.8089E+07  1.2730E+08
605100.E-04  1.5200E+04  3.5824E+06  6.8073E+06  1.6761E+08
660100.E-04  2.4509E+04  1.2177E+06  2.4233E+06  1.7418E+08
715100.E-04  3.7837E+04  6.8748E+05  1.3838E+06  1.7878E+08
770100.E-04  5.5238E+04  4.7013E+05  9.3074E+05  1.8306E+08
825100.E-04  8.3402E+04  3.4370E+05  6.8647E+05  1.8723E+08
880100.E-04  1.1235E+05  2.7156E+05  5.3650E+05  1.9092E+08
935100.E-04  1.4699E+05  2.2141E+05  4.4216E+05  1.9430E+08
990100.E-04  1.8934E+05  1.8131E+05  3.6690E+05  1.9694E+08
104510.E-03  2.3440E+05  1.5210E+05  3.0923E+05  1.9887E+08
110010.E-03  2.8953E+05  1.3021E+05  2.6798E+05  2.0010E+08
115510.E-03  3.5281E+05  1.1404E+05  2.3051E+05  2.0053E+08
121010.E-03  4.2078E+05  1.0042E+05  2.0232E+05  1.9999E+08
126510.E-03  4.9622E+05  8.9075E+04  1.8474E+05  1.9842E+08
132010.E-03  5.7363E+05  7.6747E+04  1.6355E+05  1.9527E+08
137510.E-03  6.5777E+05  7.0165E+04  1.4828E+05  1.9131E+08
143010.E-03  7.3008E+05  6.1092E+04  1.3348E+05  1.8605E+08
148510.E-03  8.0388E+05  5.4819E+04  1.1982E+05  1.7968E+08
154010.E-03  8.6822E+05  4.8910E+04  1.0744E+05  1.7245E+08
159510.E-03  9.2787E+05  4.3801E+04  1.0022E+05  1.6415E+08
165010.E-03  9.5183E+05  4.0874E+04  9.3002E+04  1.5526E+08
170510.E-03  9.7638E+05  3.7073E+04  8.4475E+04  1.4599E+08
176010.E-03  9.6358E+05  3.2782E+04  7.6220E+04  1.3640E+08
181510.E-03  9.4492E+05  2.8637E+04  7.2129E+04  1.2675E+08
187010.E-03  9.1355E+05  2.6000E+04  6.4456E+04  1.1721E+08
192510.E-03  8.6279E+05  2.2746E+04  6.0092E+04  1.0801E+08
198010.E-03  8.0510E+05  2.1964E+04  5.4819E+04  9.6307E+07
203510.E-03  7.3707E+05  1.8182E+04  5.1183E+04  8.3853E+07
209010.E-03  6.6009E+05  1.6436E+04  4.8037E+04  7.2518E+07
214510.E-03  5.8353E+05  1.4418E+04  4.4201E+04  6.2354E+07
220010.E-03  5.1138E+05  1.2873E+04  4.1328E+04  5.3112E+07
225510.E-03  4.3820E+05  1.1509E+04  3.6910E+04  4.4879E+07
231010.E-03  3.6734E+05  1.0091E+04  3.4746E+04  3.7825E+07
236510.E-03  3.0357E+05  9.6364E+03  3.0746E+04  3.1644E+07
242010.E-03  2.5457E+05  7.7637E+03  3.0255E+04  2.6286E+07
247510.E-03  2.0248E+05  7.2182E+03  2.7600E+04  2.1820E+07
253010.E-03  1.6146E+05  5.8364E+03  2.3418E+04  1.8051E+07
258510.E-03  1.2858E+05  4.9455E+03  2.2218E+04  1.4951E+07
264010.E-03  9.9366E+04  4.4727E+03  2.1146E+04  1.2335E+07
269510.E-03  7.5311E+04  3.6546E+03  1.8218E+04  1.0239E+07
275010.E-03  5.6983E+04  3.0727E+03  1.7036E+04  8.4874E+06
280510.E-03  4.1965E+04  2.5273E+03  1.6691E+04  7.0275E+06
286010.E-03  2.9782E+04  2.1091E+03  1.3509E+04  5.8521E+06
291510.E-03  2.1346E+04  1.6727E+03  1.2891E+04  4.8717E+06
297010.E-03  1.5491E+04  1.7636E+03  1.1273E+04  4.0759E+06
302510.E-03  1.0582E+04  1.5273E+03  1.0309E+04  3.3754E+06
308010.E-03  7.1818E+03  1.0364E+03  8.6546E+03  2.8464E+06
313510.E-03  4.7273E+03  9.0909E+02  7.6909E+03  2.3731E+06
319010.E-03  3.2545E+03  6.5455E+02  6.9455E+03  1.9845E+06
324510.E-03  2.2182E+03  5.4546E+02  5.8182E+03  1.6516E+06
330010.E-03  1.3091E+03  4.5455E+02  5.0727E+03  1.3606E+06
335510.E-03  8.9091E+02  3.2727E+02  4.8000E+03  1.1397E+06
341010.E-03  6.7273E+02  1.8182E+02  4.3091E+03  9.5419E+05
