DEPTH,Ga,Si,O,C
1.01E-01,2.89E+05,3.42E+07,3.27E+07,1.24E-01
8.01E-01,3.08E+05,1.08E+07,1.65E+07,8.38E-01
1.50E+00,3.23E+05,1.27E+06,2.81E+06,6.66E-01
2.20E+00,3.26E+05,5.24E+05,1.27E+06,5.45E-01
2.90E+00,3.03E+05,2.80E+05,7.95E+05,4.47E-01
3.60E+00,2.67E+05,1.88E+05,5.68E+05,3.69E-01
4.30E+00,2.28E+05,1.31E+05,4.12E+05,3.02E-01
5.00E+00,1.92E+05,8.97E+04,3.11E+05,2.46E-01
5.70E+00,1.62E+05,7.20E+04,2.56E+05,1.99E-01
6.40E+00,1.33E+05,5.09E+04,1.95E+05,1.60E-01
7.10E+00,1.01E+05,4.24E+04,1.72E+05,1.30E-01
7.80E+00,7.90E+04,3.11E+04,1.37E+05,1.05E-01
8.50E+00,5.97E+04,2.61E+04,1.16E+05,8.20E-02
9.20E+00,4.91E+04,1.73E+04,9.14E+04,6.58E-02
9.90E+00,3.40E+04,1.53E+04,7.57E+04,5.37E-02
1.06E+01,2.16E+04,1.30E+04,6.87E+04,4.19E-02
1.13E+01,1.46E+04,8.29E+03,5.44E+04,3.34E-02
1.20E+01,1.13E+04,6.00E+03,5.06E+04,2.59E-02
1.27E+01,6.71E+03,4.86E+03,3.74E+04,2.13E-02
1.34E+01,4.43E+03,3.00E+03,2.97E+04,1.72E-02
1.41E+01,2.86E+03,2.29E+03,2.83E+04,1.40E-02
1.48E+01,8.57E+02,1.71E+03,2.41E+04,1.13E-02
1.55E+01,1.00E+03,1.57E+03,1.87E+04,9.47E-03
1.62E+01,5.71E+02,1.29E+03,1.63E+04,7.77E-03
1.69E+01,7.14E+02,1.43E+03,1.23E+04,6.11E-03
1.76E+01,4.29E+02,2.86E+02,1.06E+04,4.72E-03
1.83E+01,0.00E+00,1.43E+02,7.71E+03,3.48E-03
1.90E+01,0.00E+00,1.43E+02,7.29E+03,2.68E-03
1.97E+01,0.00E+00,0.00E+00,6.57E+03,2.06E-03
2.04E+01,0.00E+00,0.00E+00,4.57E+03,1.79E-03
2.11E+01,0.00E+00,1.43E+02,4.29E+03,1.41E-03
2.18E+01,0.00E+00,1.43E+02,1.86E+03,1.02E-03
2.25E+01,0.00E+00,2.86E+02,3.00E+03,8.93E-04
2.32E+01,0.00E+00,0.00E+00,2.00E+03,6.50E-04
2.39E+01,0.00E+00,0.00E+00,8.57E+02,4.67E-04
2.46E+01,0.00E+00,0.00E+00,1.86E+03,2.91E-04
2.53E+01,0.00E+00,0.00E+00,4.29E+02,1.99E-04
2.60E+01,0.00E+00,0.00E+00,2.86E+02,1.54E-04
2.67E+01,0.00E+00,0.00E+00,4.29E+02,1.10E-04
2.74E+01,0.00E+00,0.00E+00,2.86E+02,6.57E-05
2.81E+01,0.00E+00,0.00E+00,1.43E+02,3.57E-05
2.88E+01,0.00E+00,0.00E+00,0.00E+00,3.71E-05
2.95E+01,0.00E+00,0.00E+00,2.86E+02,3.57E-05
