DEPTH,Ga,Si,O,C
3.51E+00,0.00E+00,2.36E+07,2.63E+07,5.43E+03
7.01E+00,0.00E+00,2.78E+07,3.21E+07,4.29E+03
1.05E+01,2.86E+02,3.53E+07,3.32E+07,5.14E+03
1.40E+01,1.14E+03,4.24E+07,4.08E+07,7.71E+03
1.75E+01,2.29E+03,4.86E+07,4.70E+07,1.14E+04
2.10E+01,5.14E+03,5.41E+07,5.26E+07,2.46E+04
2.45E+01,1.06E+04,5.93E+07,5.81E+07,3.86E+04
2.80E+01,1.74E+04,6.38E+07,6.26E+07,7.66E+04
3.15E+01,3.43E+04,6.84E+07,6.71E+07,1.36E+05
3.50E+01,4.60E+04,7.26E+07,7.09E+07,2.88E+05
3.85E+01,8.40E+04,7.57E+07,7.45E+07,6.62E+05
4.20E+01,1.19E+05,7.81E+07,7.58E+07,1.81E+06
4.55E+01,1.49E+05,7.77E+07,7.40E+07,5.48E+06
4.90E+01,1.94E+05,6.99E+07,6.27E+07,1.60E+07
5.25E+01,2.53E+05,5.75E+07,6.54E+07,9.24E+07
5.60E+01,3.39E+05,1.92E+07,3.14E+07,1.87E+08
5.95E+01,4.69E+05,5.76E+06,1.05E+07,2.16E+08
6.30E+01,6.09E+05,2.81E+06,5.45E+06,2.18E+08
6.65E+01,7.75E+05,1.75E+06,3.43E+06,2.15E+08
7.00E+01,9.79E+05,1.21E+06,2.45E+06,2.09E+08
7.35E+01,1.17E+06,9.13E+05,1.82E+06,2.00E+08
7.70E+01,1.32E+06,6.87E+05,1.42E+06,1.89E+08
8.05E+01,1.42E+06,5.30E+05,1.14E+06,1.76E+08
8.40E+01,1.65E+06,4.48E+05,9.07E+05,1.62E+08
8.75E+01,1.72E+06,3.45E+05,7.89E+05,1.48E+08
9.10E+01,1.80E+06,2.84E+05,6.53E+05,1.32E+08
9.45E+01,1.87E+06,2.21E+05,5.45E+05,1.16E+08
9.80E+01,1.84E+06,1.81E+05,4.39E+05,1.00E+08
1.02E+02,1.82E+06,1.50E+05,3.74E+05,8.53E+07
1.05E+02,1.71E+06,1.22E+05,3.14E+05,7.10E+07
1.09E+02,1.55E+06,8.63E+04,2.61E+05,5.84E+07
1.12E+02,1.41E+06,7.26E+04,2.20E+05,4.71E+07
1.16E+02,1.16E+06,6.11E+04,1.82E+05,3.77E+07
1.19E+02,9.99E+05,4.83E+04,1.65E+05,2.97E+07
1.23E+02,8.13E+05,3.91E+04,1.22E+05,2.30E+07
1.26E+02,6.34E+05,3.46E+04,1.07E+05,1.77E+07
1.30E+02,4.73E+05,1.97E+04,9.66E+04,1.35E+07
1.33E+02,3.57E+05,2.03E+04,7.94E+04,1.03E+07
1.37E+02,2.61E+05,1.46E+04,6.11E+04,7.83E+06
1.40E+02,1.73E+05,1.09E+04,5.97E+04,5.88E+06
1.44E+02,1.21E+05,9.14E+03,4.63E+04,4.40E+06
1.47E+02,9.26E+04,8.00E+03,4.74E+04,3.41E+06
1.51E+02,5.46E+04,5.14E+03,3.43E+04,2.61E+06
1.54E+02,3.37E+04,4.00E+03,2.63E+04,1.98E+06
1.58E+02,1.91E+04,2.00E+03,1.91E+04,1.50E+06
1.61E+02,1.00E+04,1.71E+03,1.94E+04,1.12E+06
1.65E+02,6.57E+03,1.14E+03,1.60E+04,8.47E+05
1.68E+02,4.29E+03,1.71E+03,1.29E+04,6.35E+05
1.72E+02,2.00E+03,5.71E+02,1.00E+04,4.91E+05
1.75E+02,8.57E+02,8.57E+02,6.29E+03,3.61E+05
1.79E+02,8.57E+02,2.86E+02,7.14E+03,2.88E+05
1.82E+02,2.86E+02,5.71E+02,4.86E+03,2.10E+05
1.86E+02,2.86E+02,5.71E+02,4.29E+03,1.52E+05
1.89E+02,0.00E+00,2.86E+02,2.00E+03,1.18E+05
1.93E+02,0.00E+00,0.00E+00,8.57E+02,8.80E+04
1.96E+02,0.00E+00,0.00E+00,2.29E+03,7.23E+04
2.00E+02,0.00E+00,0.00E+00,1.14E+03,5.06E+04
2.03E+02,0.00E+00,0.00E+00,2.86E+02,3.80E+04
2.07E+02,0.00E+00,0.00E+00,1.43E+03,2.40E+04
2.10E+02,0.00E+00,0.00E+00,1.14E+03,1.51E+04
2.14E+02,0.00E+00,0.00E+00,0.00E+00,1.09E+04
2.17E+02,0.00E+00,0.00E+00,0.00E+00,5.71E+03
2.21E+02,0.00E+00,0.00E+00,0.00E+00,5.43E+03
2.24E+02,0.00E+00,0.00E+00,0.00E+00,4.29E+03
2.28E+02,0.00E+00,0.00E+00,0.00E+00,1.71E+03
2.31E+02,0.00E+00,0.00E+00,0.00E+00,8.57E+02
2.35E+02,0.00E+00,0.00E+00,0.00E+00,1.14E+03
2.38E+02,0.00E+00,0.00E+00,0.00E+00,8.57E+02
