DEPTH         Ga         Si          O          C    
164010.E-03  1.0150E+06  3.0000E+03  8.5001E+03  1.3290E+08
166010.E-03  9.7601E+05  3.5000E+03  8.0001E+03  1.2758E+08
168010.E-03  9.8101E+05  4.5000E+03  1.3500E+04  1.2177E+08
170010.E-03  9.6901E+05  5.0001E+03  1.1500E+04  1.1680E+08
172010.E-03  9.2501E+05  5.0001E+03  9.5001E+03  1.1144E+08
174010.E-03  9.0001E+05  2.0000E+03  4.5000E+03  1.0631E+08
176010.E-03  8.8751E+05  2.5000E+03  1.0000E+04  1.0178E+08
178010.E-03  8.6651E+05  3.5000E+03  9.5001E+03  9.6590E+07
180010.E-03  8.6551E+05  2.0000E+03  8.5001E+03  9.1904E+07
182010.E-03  7.8951E+05  3.0000E+03  7.5001E+03  8.7102E+07
184010.E-03  7.8151E+05  2.5000E+03  6.0001E+03  8.2925E+07
186010.E-03  7.3551E+05  3.0000E+03  8.0001E+03  7.8324E+07
188010.E-03  7.1251E+05  2.0000E+03  6.5001E+03  7.4623E+07
190010.E-03  6.7601E+05  4.5000E+03  5.5001E+03  7.0074E+07
192010.E-03  6.6151E+05  2.0000E+03  6.0001E+03  6.5751E+07
194010.E-03  6.2701E+05  3.5000E+03  3.5000E+03  6.1831E+07
196010.E-03  6.0551E+05  3.0000E+03  7.0001E+03  5.6902E+07
198010.E-03  5.5301E+05  1.0000E+03  4.0000E+03  5.0856E+07
200010.E-03  5.4651E+05  1.0000E+03  5.5001E+03  3.9176E+07
