DEPTH         Ga         Si          O          C    
201000.E-05  0.0000E+00  3.5291E+07  3.1783E+07  1.3600E+05
401000.E-05  0.0000E+00  2.9748E+07  4.3131E+07  2.0550E+05
601000.E-05  0.0000E+00  2.8193E+07  3.3687E+07  1.5450E+05
801000.E-05  0.0000E+00  2.9457E+07  2.7355E+07  1.0950E+05
100100.E-04  0.0000E+00  3.3223E+07  3.0081E+07  1.1850E+05
120100.E-04  0.0000E+00  3.4829E+07  3.2469E+07  1.3200E+05
140100.E-04  0.0000E+00  3.6413E+07  3.4415E+07  1.2450E+05
160100.E-04  0.0000E+00  3.7784E+07  3.6270E+07  1.6050E+05
180100.E-04  0.0000E+00  3.9018E+07  3.7536E+07  1.7750E+05
200100.E-04  0.0000E+00  4.0413E+07  3.9277E+07  2.0250E+05
220100.E-04  0.0000E+00  4.1536E+07  4.0555E+07  2.2100E+05
240100.E-04  0.0000E+00  4.2724E+07  4.1688E+07  2.6850E+05
260100.E-04  0.0000E+00  4.4232E+07  4.2982E+07  3.4050E+05
280100.E-04  0.0000E+00  4.5283E+07  4.4065E+07  4.2101E+05
300100.E-04  0.0000E+00  4.6152E+07  4.5337E+07  5.1951E+05
320100.E-04  0.0000E+00  4.7340E+07  4.6039E+07  6.3351E+05
340100.E-04  0.0000E+00  4.8205E+07  4.6548E+07  7.7251E+05
360100.E-04  0.0000E+00  4.9004E+07  4.7126E+07  1.0945E+06
380100.E-04  0.0000E+00  4.9416E+07  4.7845E+07  1.5145E+06
400100.E-04  0.0000E+00  5.0008E+07  4.7937E+07  2.2330E+06
420100.E-04  0.0000E+00  5.0201E+07  4.7652E+07  3.4645E+06
440100.E-04  0.0000E+00  4.9164E+07  4.6347E+07  5.7096E+06
460100.E-04  0.0000E+00  4.6984E+07  4.3192E+07  9.7546E+06
480100.E-04  0.0000E+00  4.2810E+07  3.7902E+07  1.6524E+07
500100.E-04  0.0000E+00  3.3521E+07  2.9078E+07  2.7279E+07
520100.E-04  0.0000E+00  3.1734E+07  3.8862E+07  9.2647E+07
540100.E-04  0.0000E+00  1.3189E+07  2.0890E+07  1.2023E+08
560100.E-04  0.0000E+00  5.0621E+06  9.4996E+06  1.3554E+08
580100.E-04  0.0000E+00  2.2875E+06  4.5651E+06  1.4195E+08
600100.E-04  0.0000E+00  1.3560E+06  2.7265E+06  1.4354E+08
