DEPTH,Ga,Si,O,C
6.83E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
6.90E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
6.98E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
7.05E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
7.13E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
7.20E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
7.28E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
7.35E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
7.43E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
7.50E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
