DEPTH,Ga,Si,O,C
6.01E+00,0.00E+00,2.91E+07,3.40E+07,2.67E+03
1.20E+01,0.00E+00,3.51E+07,3.30E+07,1.17E+03
1.80E+01,0.00E+00,4.40E+07,4.26E+07,1.17E+03
2.40E+01,6.67E+02,5.14E+07,5.02E+07,2.50E+03
3.00E+01,8.33E+02,5.80E+07,5.70E+07,3.00E+03
3.60E+01,2.33E+03,6.39E+07,6.28E+07,8.00E+03
4.20E+01,3.50E+03,6.90E+07,6.80E+07,9.00E+03
4.80E+01,7.00E+03,7.39E+07,7.27E+07,1.77E+04
5.40E+01,7.83E+03,7.83E+07,7.68E+07,2.40E+04
6.00E+01,1.47E+04,8.23E+07,8.12E+07,3.88E+04
6.60E+01,1.78E+04,8.60E+07,8.45E+07,6.78E+04
7.20E+01,2.78E+04,8.98E+07,8.83E+07,1.30E+05
7.80E+01,3.98E+04,9.25E+07,9.11E+07,2.48E+05
8.40E+01,5.83E+04,9.52E+07,9.31E+07,5.45E+05
9.00E+01,7.00E+04,9.63E+07,9.41E+07,1.71E+06
9.60E+01,8.92E+04,9.31E+07,8.89E+07,8.16E+06
1.02E+02,1.04E+05,7.21E+07,7.18E+07,6.88E+07
1.08E+02,1.47E+05,1.65E+07,2.73E+07,2.31E+08
1.14E+02,1.94E+05,2.86E+06,5.70E+06,2.56E+08
1.20E+02,2.50E+05,1.34E+06,2.78E+06,2.56E+08
1.26E+02,3.17E+05,8.48E+05,1.79E+06,2.54E+08
1.32E+02,3.83E+05,6.27E+05,1.30E+06,2.52E+08
1.38E+02,4.46E+05,4.68E+05,9.94E+05,2.48E+08
1.44E+02,5.12E+05,3.63E+05,7.65E+05,2.43E+08
1.50E+02,5.60E+05,2.95E+05,6.41E+05,2.37E+08
1.56E+02,6.28E+05,2.53E+05,5.27E+05,2.29E+08
1.62E+02,6.78E+05,2.07E+05,4.49E+05,2.19E+08
1.68E+02,7.35E+05,1.74E+05,3.87E+05,2.10E+08
1.74E+02,7.86E+05,1.48E+05,3.39E+05,1.99E+08
1.80E+02,8.41E+05,1.29E+05,3.01E+05,1.85E+08
1.86E+02,8.72E+05,1.05E+05,2.61E+05,1.72E+08
1.92E+02,8.95E+05,9.30E+04,2.29E+05,1.57E+08
1.98E+02,8.77E+05,7.55E+04,2.12E+05,1.42E+08
2.04E+02,8.59E+05,7.03E+04,1.71E+05,1.28E+08
2.10E+02,8.05E+05,6.67E+04,1.67E+05,1.14E+08
2.16E+02,7.89E+05,5.72E+04,1.48E+05,1.00E+08
2.22E+02,7.11E+05,4.48E+04,1.28E+05,8.80E+07
2.28E+02,6.43E+05,3.95E+04,1.26E+05,7.62E+07
2.34E+02,5.92E+05,3.35E+04,1.07E+05,6.53E+07
2.40E+02,5.01E+05,3.42E+04,9.17E+04,5.55E+07
2.46E+02,4.32E+05,2.80E+04,9.17E+04,4.65E+07
2.52E+02,3.88E+05,2.37E+04,8.22E+04,3.87E+07
2.58E+02,3.08E+05,2.12E+04,6.82E+04,3.21E+07
2.64E+02,2.55E+05,1.58E+04,7.12E+04,2.65E+07
2.70E+02,2.00E+05,1.27E+04,5.18E+04,2.18E+07
2.76E+02,1.60E+05,1.27E+04,4.80E+04,1.77E+07
2.82E+02,1.25E+05,9.50E+03,4.87E+04,1.44E+07
2.88E+02,9.68E+04,9.00E+03,3.60E+04,1.18E+07
2.94E+02,7.02E+04,7.50E+03,4.00E+04,9.50E+06
3.00E+02,5.15E+04,6.33E+03,3.55E+04,7.81E+06
3.06E+02,3.78E+04,5.17E+03,2.83E+04,6.37E+06
