DEPTH         Ga         Si          O          C    
501000.E-05  0.0000E+00  2.9584E+07  3.5618E+07  0.0000E+00
100100.E-04  0.0000E+00  3.2112E+07  3.0417E+07  0.0000E+00
150100.E-04  2.0000E+02  4.0611E+07  3.9224E+07  0.0000E+00
200100.E-04  2.0000E+02  4.7142E+07  4.5995E+07  0.0000E+00
250100.E-04  4.0000E+02  5.3162E+07  5.1861E+07  0.0000E+00
300100.E-04  6.0001E+02  5.8443E+07  5.7158E+07  0.0000E+00
350100.E-04  1.2000E+03  6.3250E+07  6.2222E+07  0.0000E+00
400100.E-04  2.4000E+03  6.7801E+07  6.6824E+07  0.0000E+00
450100.E-04  5.4001E+03  7.1963E+07  7.1053E+07  0.0000E+00
500100.E-04  8.4001E+03  7.6329E+07  7.4915E+07  0.0000E+00
550100.E-04  8.2001E+03  8.0066E+07  7.8808E+07  0.0000E+00
600100.E-04  1.5800E+04  8.3883E+07  8.2556E+07  0.0000E+00
650100.E-04  1.8400E+04  8.6933E+07  8.5859E+07  0.0000E+00
700100.E-04  2.7000E+04  9.0378E+07  8.8904E+07  0.0000E+00
750100.E-04  3.7000E+04  9.3286E+07  9.2031E+07  0.0000E+00
800100.E-04  4.8801E+04  9.6365E+07  9.5090E+07  0.0000E+00
850100.E-04  5.6801E+04  9.9294E+07  9.8007E+07  0.0000E+00
900100.E-04  8.1201E+04  1.0184E+08  1.0036E+08  0.0000E+00
950100.E-04  9.9201E+04  1.0453E+08  1.0297E+08  0.0000E+00
100010.E-03  1.1160E+05  1.0707E+08  1.0517E+08  0.0000E+00
105010.E-03  1.3000E+05  1.0880E+08  1.0731E+08  2.0000E+02
110010.E-03  1.4680E+05  1.1042E+08  1.0893E+08  0.0000E+00
115010.E-03  1.6880E+05  1.1215E+08  1.1053E+08  0.0000E+00
120010.E-03  1.9160E+05  1.1382E+08  1.1194E+08  0.0000E+00
125010.E-03  2.2660E+05  1.1489E+08  1.1306E+08  0.0000E+00
130010.E-03  2.3720E+05  1.1570E+08  1.1403E+08  0.0000E+00
135010.E-03  2.7620E+05  1.1668E+08  1.1487E+08  0.0000E+00
140010.E-03  2.9880E+05  1.1673E+08  1.1536E+08  0.0000E+00
145010.E-03  3.1800E+05  1.1689E+08  1.1539E+08  0.0000E+00
150010.E-03  3.4141E+05  1.1701E+08  1.1561E+08  0.0000E+00
