DEPTH,Ga,Si,O,C
7.01E+00,0.00E+00,2.84E+07,3.24E+07,1.04E+05
1.40E+01,0.00E+00,3.51E+07,3.30E+07,8.51E+04
2.10E+01,0.00E+00,4.29E+07,4.17E+07,1.41E+05
2.80E+01,1.43E+02,4.92E+07,4.82E+07,2.80E+05
3.50E+01,1.43E+02,5.43E+07,5.30E+07,6.68E+05
4.20E+01,0.00E+00,5.74E+07,5.55E+07,2.30E+06
4.90E+01,2.86E+02,5.24E+07,4.80E+07,1.34E+07
5.60E+01,1.00E+03,2.25E+07,2.83E+07,1.21E+08
6.30E+01,1.71E+03,1.88E+06,3.70E+06,1.70E+08
7.00E+01,4.00E+03,6.27E+05,1.30E+06,1.77E+08
7.70E+01,7.86E+03,3.65E+05,7.37E+05,1.84E+08
8.40E+01,1.17E+04,2.40E+05,5.01E+05,1.89E+08
9.10E+01,2.01E+04,1.80E+05,3.63E+05,1.96E+08
9.80E+01,2.60E+04,1.36E+05,2.80E+05,2.02E+08
1.05E+02,3.83E+04,1.11E+05,2.29E+05,2.09E+08
1.12E+02,5.30E+04,9.21E+04,1.86E+05,2.15E+08
1.19E+02,6.56E+04,8.00E+04,1.57E+05,2.20E+08
1.26E+02,8.46E+04,7.09E+04,1.30E+05,2.26E+08
1.33E+02,1.01E+05,6.10E+04,1.22E+05,2.30E+08
1.40E+02,1.35E+05,5.14E+04,1.05E+05,2.35E+08
1.47E+02,1.62E+05,4.61E+04,8.66E+04,2.37E+08
1.54E+02,1.96E+05,3.90E+04,8.16E+04,2.39E+08
1.61E+02,2.34E+05,4.21E+04,7.09E+04,2.41E+08
1.68E+02,2.80E+05,3.06E+04,6.57E+04,2.42E+08
1.75E+02,3.42E+05,2.96E+04,6.86E+04,2.41E+08
1.82E+02,3.95E+05,2.53E+04,5.99E+04,2.39E+08
1.89E+02,4.46E+05,2.67E+04,5.34E+04,2.36E+08
1.96E+02,4.97E+05,2.54E+04,4.47E+04,2.31E+08
2.03E+02,5.23E+05,2.23E+04,4.20E+04,2.24E+08
2.10E+02,5.65E+05,1.67E+04,4.44E+04,2.17E+08
2.17E+02,6.01E+05,1.81E+04,4.46E+04,2.08E+08
2.24E+02,6.47E+05,1.86E+04,3.54E+04,1.98E+08
2.31E+02,6.45E+05,1.59E+04,3.63E+04,1.88E+08
2.38E+02,6.89E+05,1.29E+04,3.27E+04,1.76E+08
2.45E+02,6.68E+05,1.54E+04,3.06E+04,1.64E+08
2.52E+02,6.54E+05,1.17E+04,2.69E+04,1.52E+08
2.59E+02,6.30E+05,1.40E+04,2.69E+04,1.39E+08
2.66E+02,6.46E+05,1.06E+04,2.74E+04,1.27E+08
2.73E+02,5.87E+05,8.57E+03,2.33E+04,1.15E+08
2.80E+02,5.48E+05,8.00E+03,2.46E+04,1.04E+08
2.87E+02,5.26E+05,9.14E+03,2.00E+04,9.28E+07
2.94E+02,4.60E+05,7.00E+03,2.09E+04,8.19E+07
3.01E+02,4.22E+05,7.57E+03,1.76E+04,7.25E+07
3.08E+02,3.84E+05,6.71E+03,1.53E+04,6.37E+07
3.15E+02,3.21E+05,4.00E+03,1.84E+04,5.54E+07
3.22E+02,2.95E+05,6.14E+03,1.71E+04,4.76E+07
3.29E+02,2.68E+05,4.57E+03,1.43E+04,4.09E+07
