DEPTH,Ga,Si,O,C
3.36E+02,2.12E+05,4.14E+03,1.37E+04,3.51E+07
3.43E+02,1.84E+05,4.00E+03,1.39E+04,2.99E+07
3.50E+02,1.49E+05,4.00E+03,1.09E+04,2.54E+07
3.57E+02,1.18E+05,3.71E+03,1.49E+04,2.18E+07
3.64E+02,1.01E+05,2.71E+03,1.03E+04,1.86E+07
3.71E+02,8.39E+04,1.71E+03,8.00E+03,1.56E+07
3.78E+02,6.40E+04,1.86E+03,9.86E+03,1.32E+07
3.85E+02,4.41E+04,1.86E+03,9.71E+03,1.13E+07
3.92E+02,4.30E+04,1.29E+03,7.57E+03,9.55E+06
3.99E+02,3.19E+04,1.43E+03,8.71E+03,8.16E+06
4.06E+02,2.09E+04,1.29E+03,7.57E+03,6.99E+06
4.13E+02,1.70E+04,1.29E+03,7.71E+03,5.94E+06
4.20E+02,1.20E+04,1.00E+03,7.00E+03,5.03E+06
4.27E+02,8.00E+03,1.00E+03,5.86E+03,4.31E+06
4.34E+02,5.29E+03,7.14E+02,5.43E+03,3.68E+06
4.41E+02,4.86E+03,7.14E+02,5.29E+03,3.18E+06
4.48E+02,2.86E+03,4.29E+02,4.00E+03,2.71E+06
4.55E+02,1.86E+03,4.29E+02,3.00E+03,2.31E+06
4.62E+02,1.71E+03,7.14E+02,3.43E+03,1.95E+06
4.69E+02,1.00E+03,2.86E+02,4.14E+03,1.68E+06
4.76E+02,4.29E+02,1.43E+02,3.57E+03,1.44E+06
4.83E+02,2.86E+02,1.43E+02,2.29E+03,1.23E+06
4.90E+02,2.86E+02,0.00E+00,3.00E+03,1.03E+06
4.97E+02,0.00E+00,0.00E+00,1.57E+03,8.87E+05
5.04E+02,1.43E+02,1.43E+02,1.29E+03,7.38E+05
5.11E+02,0.00E+00,0.00E+00,2.43E+03,6.23E+05
5.18E+02,0.00E+00,0.00E+00,1.00E+03,5.15E+05
5.25E+02,1.43E+02,1.43E+02,1.00E+03,4.45E+05
5.32E+02,0.00E+00,0.00E+00,7.14E+02,3.66E+05
5.39E+02,0.00E+00,1.43E+02,7.14E+02,2.67E+05
5.46E+02,0.00E+00,0.00E+00,5.71E+02,2.25E+05
5.53E+02,0.00E+00,0.00E+00,4.29E+02,1.91E+05
5.60E+02,0.00E+00,0.00E+00,4.29E+02,1.49E+05
5.67E+02,0.00E+00,0.00E+00,1.43E+02,1.32E+05
5.74E+02,0.00E+00,0.00E+00,4.29E+02,1.15E+05
5.81E+02,0.00E+00,0.00E+00,1.43E+02,9.71E+04
5.88E+02,0.00E+00,0.00E+00,4.29E+02,7.70E+04
5.95E+02,0.00E+00,0.00E+00,4.29E+02,6.57E+04
6.02E+02,0.00E+00,0.00E+00,2.86E+02,5.61E+04
6.09E+02,0.00E+00,0.00E+00,0.00E+00,4.09E+04
6.16E+02,0.00E+00,0.00E+00,0.00E+00,2.94E+04
6.23E+02,0.00E+00,0.00E+00,1.43E+02,2.07E+04
6.30E+02,0.00E+00,0.00E+00,0.00E+00,1.89E+04
6.37E+02,0.00E+00,0.00E+00,1.43E+02,1.40E+04
6.44E+02,0.00E+00,0.00E+00,0.00E+00,8.29E+03
6.51E+02,0.00E+00,0.00E+00,0.00E+00,5.86E+03
6.58E+02,0.00E+00,0.00E+00,0.00E+00,4.86E+03
6.65E+02,0.00E+00,0.00E+00,0.00E+00,2.86E+03
6.72E+02,0.00E+00,0.00E+00,0.00E+00,5.71E+02
6.79E+02,0.00E+00,0.00E+00,0.00E+00,2.57E+03
6.86E+02,0.00E+00,0.00E+00,0.00E+00,1.00E+03
6.93E+02,0.00E+00,0.00E+00,0.00E+00,4.29E+02
7.00E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
