Depth,Si,C
0.40,8.84E+05,1.32E-02
1.30,8.42E+04,3.77E-02
2.20,4.21E+04,1.83E-02
3.10,0.00E+00,1.32E-02
4.00,0.00E+00,1.28E-02
4.90,0.00E+00,4.39E-03
5.80,0.00E+00,0.00E+00
6.70,0.00E+00,0.00E+00
7.60,0.00E+00,0.00E+00
8.50,0.00E+00,0.00E+00
9.40,0.00E+00,0.00E+00
10.30,0.00E+00,0.00E+00
11.20,0.00E+00,0.00E+00
12.10,0.00E+00,0.00E+00
13.00,0.00E+00,0.00E+00
13.90,0.00E+00,0.00E+00
14.80,0.00E+00,0.00E+00
15.70,0.00E+00,0.00E+00
16.60,0.00E+00,0.00E+00
17.50,0.00E+00,0.00E+00
18.40,0.00E+00,0.00E+00
19.30,0.00E+00,0.00E+00
20.20,0.00E+00,0.00E+00
21.10,0.00E+00,0.00E+00
22.00,0.00E+00,0.00E+00
22.90,0.00E+00,0.00E+00
23.80,0.00E+00,0.00E+00
24.70,0.00E+00,0.00E+00
25.60,0.00E+00,0.00E+00
26.50,0.00E+00,0.00E+00
27.40,0.00E+00,0.00E+00
28.30,0.00E+00,0.00E+00
29.20,0.00E+00,0.00E+00
30.10,0.00E+00,0.00E+00
