DEPTH         Ga         Si          O          C    
201000.E-05  0.0000E+00  3.6209E+07  3.2592E+07  1.0800E+05
401000.E-05  0.0000E+00  3.0903E+07  4.4590E+07  1.7450E+05
601000.E-05  0.0000E+00  2.9540E+07  3.5161E+07  1.3500E+05
801000.E-05  0.0000E+00  3.1016E+07  2.8564E+07  1.0700E+05
100100.E-04  0.0000E+00  3.4337E+07  3.1380E+07  1.0250E+05
120100.E-04  0.0000E+00  3.6311E+07  3.4185E+07  9.3501E+04
140100.E-04  0.0000E+00  3.7649E+07  3.6110E+07  1.3000E+05
160100.E-04  0.0000E+00  3.8857E+07  3.7885E+07  1.5850E+05
180100.E-04  0.0000E+00  4.0840E+07  3.9634E+07  1.4150E+05
200100.E-04  0.0000E+00  4.2386E+07  4.1013E+07  1.9600E+05
220100.E-04  0.0000E+00  4.3902E+07  4.2790E+07  2.1900E+05
240100.E-04  0.0000E+00  4.5279E+07  4.3993E+07  2.6600E+05
260100.E-04  0.0000E+00  4.6342E+07  4.5338E+07  3.4550E+05
280100.E-04  0.0000E+00  4.7856E+07  4.6794E+07  4.0551E+05
300100.E-04  0.0000E+00  4.9217E+07  4.7917E+07  4.6751E+05
320100.E-04  5.0001E+02  5.0051E+07  4.9002E+07  6.2351E+05
340100.E-04  0.0000E+00  5.0858E+07  4.9910E+07  7.8501E+05
360100.E-04  0.0000E+00  5.2174E+07  5.0298E+07  1.1090E+06
380100.E-04  0.0000E+00  5.2704E+07  5.0888E+07  1.5140E+06
400100.E-04  0.0000E+00  5.2884E+07  5.1018E+07  2.2965E+06
420100.E-04  0.0000E+00  5.3043E+07  5.0840E+07  3.5765E+06
440100.E-04  0.0000E+00  5.2516E+07  4.9404E+07  5.9816E+06
460100.E-04  0.0000E+00  5.0230E+07  4.6557E+07  1.0098E+07
480100.E-04  5.0001E+02  4.5956E+07  4.0732E+07  1.7376E+07
500100.E-04  0.0000E+00  3.5738E+07  3.1119E+07  2.8646E+07
520100.E-04  0.0000E+00  3.4251E+07  4.1651E+07  9.8050E+07
540100.E-04  0.0000E+00  1.4390E+07  2.2755E+07  1.2823E+08
560100.E-04  0.0000E+00  5.5451E+06  1.0199E+07  1.4576E+08
580100.E-04  1.0000E+03  2.6140E+06  5.1216E+06  1.5206E+08
600100.E-04  5.0001E+02  1.4880E+06  3.0305E+06  1.5529E+08
620100.E-04  5.0001E+02  1.0315E+06  2.1205E+06  1.5708E+08
640100.E-04  0.0000E+00  7.3951E+05  1.5430E+06  1.5770E+08
660100.E-04  0.0000E+00  5.8401E+05  1.2315E+06  1.5987E+08
680100.E-04  1.0000E+03  4.8351E+05  9.7851E+05  1.6102E+08
700100.E-04  1.5000E+03  4.0051E+05  8.1651E+05  1.6159E+08
720100.E-04  1.0000E+03  3.4300E+05  7.1351E+05  1.6344E+08
740100.E-04  1.5000E+03  2.7350E+05  5.8301E+05  1.6485E+08
760100.E-04  1.0000E+03  2.6150E+05  5.3601E+05  1.6571E+08
780100.E-04  2.5000E+03  2.1350E+05  4.8601E+05  1.6711E+08
800100.E-04  1.5000E+03  1.9550E+05  4.3301E+05  1.6885E+08
820100.E-04  3.0000E+03  1.9750E+05  3.7451E+05  1.7011E+08
840100.E-04  2.5000E+03  1.7250E+05  3.4800E+05  1.7143E+08
860100.E-04  3.5000E+03  1.3750E+05  3.1750E+05  1.7388E+08
880100.E-04  6.0001E+03  1.3050E+05  2.8450E+05  1.7454E+08
900100.E-04  7.0001E+03  1.5200E+05  2.7700E+05  1.7586E+08
920100.E-04  5.5001E+03  1.2350E+05  2.6000E+05  1.7761E+08
940100.E-04  6.5001E+03  1.1350E+05  2.2150E+05  1.7824E+08
960100.E-04  8.0001E+03  1.0300E+05  2.2350E+05  1.7984E+08
980100.E-04  6.0001E+03  1.0400E+05  1.9000E+05  1.8215E+08
100010.E-03  8.5001E+03  8.3001E+04  1.9300E+05  1.8364E+08
102010.E-03  9.0001E+03  9.5501E+04  1.9500E+05  1.8463E+08
104010.E-03  7.5001E+03  7.4001E+04  1.7150E+05  1.8668E+08
106010.E-03  9.0001E+03  8.5001E+04  1.6250E+05  1.8785E+08
108010.E-03  8.5001E+03  8.4501E+04  1.5300E+05  1.8935E+08
110010.E-03  1.1000E+04  6.9501E+04  1.5600E+05  1.9046E+08
112010.E-03  2.1000E+04  7.3501E+04  1.3400E+05  1.9214E+08
114010.E-03  1.6000E+04  6.3001E+04  1.3400E+05  1.9370E+08
116010.E-03  2.0000E+04  6.2501E+04  1.2650E+05  1.9487E+08
118010.E-03  2.0000E+04  6.7001E+04  1.0950E+05  1.9660E+08
