DEPTH,Ga,Sn,C
601000.E-05,6.6834E+04,1.0065E+08,2.1500E+04
120100.E-04,1.1100E+05,1.3200E+08,2.4834E+04
180100.E-04,1.4233E+05,1.6615E+08,2.3667E+04
240100.E-04,1.7067E+05,1.9388E+08,3.4834E+04
300100.E-04,1.7900E+05,2.1756E+08,4.0167E+04
360100.E-04,2.0434E+05,2.3740E+08,4.9334E+04
420100.E-04,2.0200E+05,2.5333E+08,6.7167E+04
480100.E-04,2.2900E+05,2.6568E+08,8.8667E+04
540100.E-04,2.1817E+05,2.7378E+08,1.2633E+05
600100.E-04,2.3117E+05,2.7879E+08,1.8600E+05
660100.E-04,2.3884E+05,2.8051E+08,2.6034E+05
720100.E-04,2.4017E+05,2.7976E+08,3.9217E+05
780100.E-04,2.2050E+05,2.7458E+08,6.7601E+05
840100.E-04,2.1017E+05,2.6416E+08,1.2658E+06
900100.E-04,1.7850E+05,2.4564E+08,2.6896E+06
960100.E-04,1.4250E+05,2.1065E+08,6.1177E+06
102010.E-03,1.0300E+05,1.1496E+08,5.9130E+07
108010.E-03,1.5934E+05,5.6405E+07,2.4915E+08
114010.E-03,2.2650E+05,3.7542E+07,2.6635E+08
120010.E-03,2.7800E+05,1.4323E+07,2.3820E+08
126010.E-03,3.0534E+05,5.9910E+06,2.1656E+08
132010.E-03,3.3334E+05,3.0111E+06,2.0063E+08
138010.E-03,3.5117E+05,1.7029E+06,1.8942E+08
144010.E-03,3.6867E+05,1.0432E+06,1.8091E+08
150010.E-03,3.9017E+05,6.6301E+05,1.7405E+08
156010.E-03,4.1316E+05,4.4616E+05,1.6800E+08
162010.E-03,4.3683E+05,2.8234E+05,1.6165E+08
168010.E-03,4.6250E+05,1.9434E+05,1.5559E+08
174010.E-03,5.0983E+05,1.1467E+05,1.4861E+08
180010.E-03,5.3066E+05,7.5501E+04,1.4062E+08
186010.E-03,5.7317E+05,4.0334E+04,1.3231E+08
192010.E-03,5.9800E+05,2.4667E+04,1.2368E+08
198010.E-03,6.1134E+05,1.2500E+04,1.1468E+08
204010.E-03,6.1617E+05,4.0000E+03,1.0475E+08
210010.E-03,6.2401E+05,2.6667E+03,9.5166E+07
216010.E-03,5.9667E+05,1.0000E+03,8.5437E+07
