DEPTH,Ga,Sn,C
222010.E-03,5.7117E+05,8.3334E+02,7.5975E+07
228010.E-03,5.4883E+05,3.3334E+02,6.6942E+07
234010.E-03,5.1266E+05,0.0000E+00,5.7924E+07
240010.E-03,4.6833E+05,0.0000E+00,4.9431E+07
246010.E-03,4.0433E+05,0.0000E+00,4.1668E+07
252010.E-03,3.6500E+05,0.0000E+00,3.4853E+07
258010.E-03,2.9900E+05,0.0000E+00,2.9082E+07
264010.E-03,2.7234E+05,0.0000E+00,2.4070E+07
270010.E-03,2.1367E+05,0.0000E+00,1.9760E+07
276010.E-03,1.6417E+05,0.0000E+00,1.6108E+07
282010.E-03,1.5067E+05,0.0000E+00,1.3016E+07
288010.E-03,1.1200E+05,0.0000E+00,1.0518E+07
294010.E-03,8.1667E+04,0.0000E+00,8.2669E+06
300010.E-03,6.7834E+04,0.0000E+00,6.6395E+06
306010.E-03,4.5667E+04,0.0000E+00,5.3020E+06
312010.E-03,3.0667E+04,0.0000E+00,4.2454E+06
318010.E-03,2.9834E+04,0.0000E+00,3.3425E+06
324010.E-03,1.7500E+04,0.0000E+00,2.6855E+06
330010.E-03,1.0333E+04,0.0000E+00,2.1657E+06
336010.E-03,9.0001E+03,0.0000E+00,1.7554E+06
342010.E-03,3.6667E+03,0.0000E+00,1.4181E+06
348010.E-03,2.3334E+03,0.0000E+00,1.1652E+06
354010.E-03,1.5000E+03,0.0000E+00,9.4455E+05
360010.E-03,8.3334E+02,0.0000E+00,7.3702E+05
366010.E-03,1.1667E+03,0.0000E+00,6.0767E+05
372010.E-03,3.3334E+02,0.0000E+00,5.0299E+05
378010.E-03,6.6667E+02,0.0000E+00,3.9900E+05
384010.E-03,1.6667E+02,0.0000E+00,2.9750E+05
390010.E-03,0.0000E+00,0.0000E+00,2.4284E+05
396010.E-03,0.0000E+00,0.0000E+00,1.8434E+05
402010.E-03,1.6667E+02,0.0000E+00,1.6034E+05
408010.E-03,1.6667E+02,0.0000E+00,1.2650E+05
414010.E-03,0.0000E+00,0.0000E+00,9.0334E+04
420010.E-03,0.0000E+00,0.0000E+00,6.9667E+04
426010.E-03,0.0000E+00,0.0000E+00,6.1001E+04
432010.E-03,0.0000E+00,0.0000E+00,5.2167E+04
438010.E-03,0.0000E+00,0.0000E+00,3.7000E+04
444010.E-03,0.0000E+00,0.0000E+00,2.6834E+04
450010.E-03,0.0000E+00,0.0000E+00,2.4667E+04
456010.E-03,0.0000E+00,0.0000E+00,1.8000E+04
462010.E-03,0.0000E+00,0.0000E+00,1.2333E+04
468010.E-03,0.0000E+00,0.0000E+00,1.0333E+04
474010.E-03,0.0000E+00,0.0000E+00,7.3334E+03
480010.E-03,0.0000E+00,0.0000E+00,6.1667E+03
486010.E-03,0.0000E+00,0.0000E+00,3.6667E+03
492010.E-03,0.0000E+00,0.0000E+00,2.5000E+03
498010.E-03,0.0000E+00,0.0000E+00,2.8334E+03
504010.E-03,0.0000E+00,0.0000E+00,2.3334E+03
510010.E-03,0.0000E+00,0.0000E+00,6.6667E+02
516010.E-03,0.0000E+00,0.0000E+00,6.6667E+02
522010.E-03,0.0000E+00,0.0000E+00,8.3334E+02
528010.E-03,0.0000E+00,0.0000E+00,1.6667E+02
534010.E-03,0.0000E+00,0.0000E+00,1.6667E+02
540010.E-03,0.0000E+00,0.0000E+00,3.3334E+02
546010.E-03,0.0000E+00,0.0000E+00,1.0000E+03
552010.E-03,0.0000E+00,0.0000E+00,8.3334E+02
558010.E-03,0.0000E+00,0.0000E+00,1.6667E+02
564010.E-03,0.0000E+00,0.0000E+00,0.0000E+00
570010.E-03,0.0000E+00,0.0000E+00,0.0000E+00
576010.E-03,0.0000E+00,0.0000E+00,0.0000E+00
582010.E-03,0.0000E+00,0.0000E+00,0.0000E+00
588010.E-03,0.0000E+00,0.0000E+00,0.0000E+00
594010.E-03,0.0000E+00,0.0000E+00,0.0000E+00
600010.E-03,0.0000E+00,0.0000E+00,0.0000E+00
