DEPTH,Ga,Sn,C
301000.E-05,5.1667E+04,1.0321E+08,1.3333E+03
601000.E-05,7.8001E+04,1.0602E+08,2.6667E+03
901000.E-05,1.0367E+05,1.2729E+08,2.3334E+03
120100.E-04,1.3200E+05,1.4615E+08,2.3334E+03
150100.E-04,1.3967E+05,1.6263E+08,2.0000E+03
180100.E-04,1.6267E+05,1.7740E+08,3.0000E+03
210100.E-04,1.7133E+05,1.9159E+08,4.0000E+03
240100.E-04,1.6767E+05,2.0451E+08,4.0000E+03
270100.E-04,2.0500E+05,2.1621E+08,5.6667E+03
300100.E-04,1.9667E+05,2.2675E+08,5.3334E+03
330100.E-04,2.2600E+05,2.3707E+08,4.3334E+03
360100.E-04,2.2267E+05,2.4616E+08,5.3334E+03
390100.E-04,2.4767E+05,2.5452E+08,6.6667E+03
420100.E-04,2.5267E+05,2.6238E+08,7.0001E+03
450100.E-04,2.3367E+05,2.6957E+08,9.0001E+03
480100.E-04,2.6167E+05,2.7630E+08,7.6667E+03
510100.E-04,2.7367E+05,2.8127E+08,1.0667E+04
540100.E-04,2.6733E+05,2.8702E+08,1.3000E+04
570100.E-04,2.9500E+05,2.9131E+08,1.0667E+04
600100.E-04,2.9800E+05,2.9493E+08,1.4667E+04
630100.E-04,3.1567E+05,2.9763E+08,1.3667E+04
660100.E-04,3.1434E+05,3.0099E+08,1.5333E+04
690100.E-04,3.1667E+05,3.0290E+08,1.8667E+04
720100.E-04,3.2834E+05,3.0415E+08,1.8667E+04
750100.E-04,3.2034E+05,3.0614E+08,2.1000E+04
780100.E-04,3.1300E+05,3.0695E+08,2.6334E+04
810100.E-04,3.0667E+05,3.0738E+08,3.3667E+04
840100.E-04,3.2134E+05,3.0585E+08,4.0334E+04
870100.E-04,3.3900E+05,3.0603E+08,4.1334E+04
900100.E-04,3.2200E+05,3.0378E+08,4.9000E+04
930100.E-04,3.2000E+05,3.0265E+08,6.0667E+04
960100.E-04,3.2534E+05,3.0013E+08,6.4334E+04
990100.E-04,3.5300E+05,2.9841E+08,7.7334E+04
102010.E-03,3.1700E+05,2.9467E+08,9.2334E+04
105010.E-03,3.3234E+05,2.9115E+08,1.1733E+05
108010.E-03,3.2567E+05,2.8701E+08,1.2667E+05
111010.E-03,3.3434E+05,2.8346E+08,1.5467E+05
114010.E-03,3.0567E+05,2.7815E+08,1.8233E+05
117010.E-03,3.3267E+05,2.7242E+08,2.1933E+05
120010.E-03,3.1467E+05,2.6642E+08,2.7700E+05
123010.E-03,3.0800E+05,2.6044E+08,3.5500E+05
126010.E-03,2.9534E+05,2.5360E+08,4.5634E+05
129010.E-03,2.7800E+05,2.4548E+08,6.1401E+05
132010.E-03,2.5967E+05,2.3686E+08,8.3933E+05
135010.E-03,2.3633E+05,2.2710E+08,1.2180E+06
138010.E-03,2.2633E+05,2.1541E+08,1.8871E+06
141010.E-03,2.0500E+05,2.0198E+08,2.7613E+06
144010.E-03,1.8433E+05,1.8467E+08,4.1747E+06
147010.E-03,1.4900E+05,1.6091E+08,6.3601E+06
150010.E-03,1.1867E+05,1.1972E+08,9.4112E+06
153010.E-03,1.2633E+05,4.4283E+07,1.3005E+08
156010.E-03,1.7967E+05,4.8811E+07,1.8922E+08
159010.E-03,2.0600E+05,4.5721E+07,2.1031E+08
