DEPTH,Ga,Si,O,C
0.00E+00,2.35E+05,6.34E+07,7.63E+07,1.08E+08
2.00E-01,3.33E+05,3.03E+07,4.57E+07,1.64E+08
4.00E-01,3.54E+05,1.32E+07,2.32E+07,2.00E+08
6.00E-01,4.39E+05,6.77E+06,1.22E+07,2.15E+08
8.00E-01,5.20E+05,4.18E+06,7.83E+06,2.19E+08
1.00E+00,5.84E+05,2.93E+06,5.63E+06,2.19E+08
1.20E+00,6.84E+05,2.12E+06,4.16E+06,2.18E+08
1.40E+00,8.03E+05,1.70E+06,3.30E+06,2.15E+08
1.60E+00,8.87E+05,1.35E+06,2.71E+06,2.12E+08
1.80E+00,1.04E+06,1.14E+06,2.32E+06,2.08E+08
2.00E+00,1.12E+06,9.73E+05,1.95E+06,2.02E+08
2.20E+00,1.24E+06,8.14E+05,1.63E+06,1.96E+08
2.40E+00,1.34E+06,6.97E+05,1.44E+06,1.90E+08
2.60E+00,1.34E+06,6.00E+05,1.25E+06,1.83E+08
2.80E+00,1.43E+06,5.22E+05,1.13E+06,1.76E+08
3.00E+00,1.58E+06,4.64E+05,9.73E+05,1.67E+08
3.20E+00,1.68E+06,4.43E+05,8.78E+05,1.59E+08
3.40E+00,1.70E+06,3.58E+05,8.23E+05,1.51E+08
3.60E+00,1.75E+06,3.20E+05,7.33E+05,1.41E+08
3.80E+00,1.79E+06,2.95E+05,6.68E+05,1.32E+08
4.00E+00,1.89E+06,2.49E+05,5.98E+05,1.23E+08
4.20E+00,1.84E+06,2.19E+05,5.35E+05,1.14E+08
4.40E+00,1.85E+06,2.00E+05,4.53E+05,1.05E+08
4.60E+00,1.83E+06,1.66E+05,4.38E+05,9.68E+07
4.80E+00,1.80E+06,1.57E+05,3.86E+05,8.83E+07
5.00E+00,1.84E+06,1.40E+05,3.46E+05,7.99E+07
5.20E+00,1.71E+06,1.23E+05,3.28E+05,7.22E+07
5.40E+00,1.60E+06,1.09E+05,2.75E+05,6.44E+07
5.60E+00,1.56E+06,7.95E+04,2.68E+05,5.75E+07
5.80E+00,1.48E+06,7.70E+04,2.35E+05,5.10E+07
6.00E+00,1.35E+06,6.95E+04,2.09E+05,4.48E+07
6.20E+00,1.21E+06,6.10E+04,1.87E+05,3.96E+07
6.40E+00,1.09E+06,5.95E+04,1.75E+05,3.47E+07
6.60E+00,9.96E+05,5.00E+04,1.72E+05,3.00E+07
6.80E+00,9.22E+05,4.50E+04,1.46E+05,2.64E+07
7.00E+00,7.71E+05,3.25E+04,1.24E+05,2.25E+07
7.20E+00,7.00E+05,4.20E+04,9.50E+04,1.95E+07
7.40E+00,6.14E+05,3.05E+04,1.13E+05,1.67E+07
7.60E+00,4.95E+05,2.45E+04,1.03E+05,1.43E+07
7.80E+00,4.34E+05,1.45E+04,8.90E+04,1.22E+07
8.00E+00,3.61E+05,2.15E+04,7.80E+04,1.06E+07
8.20E+00,3.22E+05,1.80E+04,7.30E+04,8.98E+06
8.40E+00,2.41E+05,1.25E+04,5.70E+04,7.65E+06
8.60E+00,1.97E+05,1.25E+04,6.00E+04,6.51E+06
8.80E+00,1.65E+05,1.10E+04,6.00E+04,5.52E+06
9.00E+00,1.37E+05,9.50E+03,4.80E+04,4.66E+06
9.20E+00,1.05E+05,9.50E+03,4.45E+04,4.01E+06
9.40E+00,9.30E+04,7.00E+03,4.45E+04,3.47E+06
9.60E+00,7.45E+04,7.00E+03,4.00E+04,2.98E+06
9.80E+00,4.95E+04,3.50E+03,3.90E+04,2.55E+06
1.00E+01,4.10E+04,5.50E+03,2.80E+04,2.20E+06
1.02E+01,2.90E+04,4.00E+03,2.60E+04,1.85E+06
1.04E+01,2.20E+04,2.00E+03,1.90E+04,1.59E+06
1.06E+01,1.50E+04,1.50E+03,1.95E+04,1.36E+06
1.08E+01,1.15E+04,2.50E+03,2.10E+04,1.13E+06
1.10E+01,4.50E+03,1.00E+03,1.45E+04,9.61E+05
1.12E+01,8.00E+03,1.50E+03,1.90E+04,8.28E+05
1.14E+01,5.50E+03,1.50E+03,1.25E+04,7.09E+05
1.16E+01,3.50E+03,1.50E+03,1.25E+04,5.87E+05
1.18E+01,3.00E+03,5.00E+02,1.10E+04,5.13E+05
1.20E+01,5.00E+02,5.00E+02,7.00E+03,4.54E+05
1.22E+01,1.00E+03,1.50E+03,7.50E+03,3.77E+05
1.24E+01,1.00E+03,0.00E+00,8.00E+03,3.28E+05
1.26E+01,1.00E+03,5.00E+02,6.00E+03,2.73E+05
1.28E+01,0.00E+00,1.00E+03,4.00E+03,2.33E+05
1.30E+01,5.00E+02,0.00E+00,6.00E+03,2.01E+05
1.32E+01,5.00E+02,5.00E+02,4.50E+03,1.47E+05
1.34E+01,0.00E+00,5.00E+02,4.00E+03,1.50E+05
1.36E+01,0.00E+00,5.00E+02,2.00E+03,1.21E+05
1.38E+01,0.00E+00,0.00E+00,1.00E+03,1.06E+05
1.40E+01,0.00E+00,0.00E+00,1.00E+03,8.25E+04
1.42E+01,0.00E+00,0.00E+00,1.50E+03,8.15E+04
1.44E+01,0.00E+00,0.00E+00,2.50E+03,6.80E+04
1.46E+01,0.00E+00,0.00E+00,5.00E+02,5.35E+04
1.48E+01,0.00E+00,0.00E+00,1.50E+03,2.80E+04
