DEPTH,Ga,Si,O,C
3.11E+00,0.00E+00,2.25E+07,2.33E+07,2.90E+06
6.21E+00,0.00E+00,2.10E+07,2.41E+07,8.64E+06
9.31E+00,0.00E+00,1.89E+07,1.44E+07,1.43E+07
1.24E+01,0.00E+00,1.53E+07,1.64E+07,5.99E+07
1.55E+01,0.00E+00,4.43E+06,6.89E+06,9.68E+07
1.86E+01,0.00E+00,1.12E+06,2.01E+06,1.14E+08
2.17E+01,0.00E+00,4.93E+05,8.96E+05,1.24E+08
2.48E+01,0.00E+00,3.07E+05,5.35E+05,1.33E+08
2.79E+01,3.23E+02,2.01E+05,3.63E+05,1.41E+08
3.10E+01,0.00E+00,1.41E+05,2.73E+05,1.49E+08
3.41E+01,9.68E+02,1.23E+05,2.06E+05,1.56E+08
3.72E+01,3.23E+02,9.61E+04,1.58E+05,1.63E+08
4.03E+01,6.45E+02,7.35E+04,1.42E+05,1.69E+08
4.34E+01,2.90E+03,6.65E+04,1.11E+05,1.75E+08
4.65E+01,3.55E+03,5.68E+04,9.68E+04,1.81E+08
4.96E+01,5.48E+03,4.61E+04,8.58E+04,1.87E+08
5.27E+01,6.45E+03,4.48E+04,7.81E+04,1.92E+08
5.58E+01,1.06E+04,4.03E+04,7.55E+04,1.98E+08
5.89E+01,1.71E+04,3.48E+04,7.61E+04,2.02E+08
6.20E+01,1.97E+04,3.29E+04,6.10E+04,2.07E+08
6.51E+01,2.32E+04,3.32E+04,5.94E+04,2.12E+08
6.82E+01,3.68E+04,2.42E+04,5.10E+04,2.17E+08
7.13E+01,5.16E+04,2.65E+04,4.68E+04,2.21E+08
7.44E+01,5.65E+04,2.55E+04,3.81E+04,2.25E+08
7.75E+01,7.29E+04,2.19E+04,3.94E+04,2.29E+08
8.06E+01,9.42E+04,1.65E+04,4.32E+04,2.33E+08
8.37E+01,1.16E+05,2.10E+04,3.52E+04,2.36E+08
8.68E+01,1.51E+05,1.39E+04,3.29E+04,2.39E+08
8.99E+01,1.77E+05,1.77E+04,3.16E+04,2.41E+08
9.30E+01,2.23E+05,1.23E+04,3.10E+04,2.44E+08
9.61E+01,2.79E+05,2.00E+04,2.52E+04,2.45E+08
9.92E+01,2.97E+05,1.42E+04,2.48E+04,2.46E+08
1.02E+02,3.72E+05,1.42E+04,2.32E+04,2.47E+08
1.05E+02,4.36E+05,1.10E+04,2.35E+04,2.46E+08
1.09E+02,4.70E+05,1.03E+04,2.39E+04,2.46E+08
1.12E+02,5.25E+05,1.16E+04,2.65E+04,2.44E+08
1.15E+02,6.05E+05,1.06E+04,2.29E+04,2.41E+08
1.18E+02,6.52E+05,1.03E+04,2.45E+04,2.38E+08
1.21E+02,7.35E+05,1.10E+04,2.10E+04,2.34E+08
1.24E+02,7.54E+05,1.06E+04,1.65E+04,2.29E+08
1.27E+02,8.13E+05,9.35E+03,1.45E+04,2.25E+08
1.30E+02,8.59E+05,9.68E+03,1.42E+04,2.19E+08
1.33E+02,9.45E+05,6.45E+03,1.65E+04,2.13E+08
1.36E+02,9.18E+05,8.39E+03,1.19E+04,2.06E+08
1.40E+02,9.67E+05,6.13E+03,1.00E+04,1.99E+08
1.43E+02,1.03E+06,5.48E+03,1.16E+04,1.92E+08
1.46E+02,1.02E+06,5.81E+03,1.16E+04,1.84E+08
1.49E+02,1.08E+06,5.81E+03,1.06E+04,1.76E+08
1.52E+02,1.06E+06,5.16E+03,1.23E+04,1.67E+08
1.55E+02,1.06E+06,4.52E+03,1.32E+04,1.59E+08
1.58E+02,1.04E+06,3.87E+03,1.29E+04,1.50E+08
