DEPTH         Ga         Si          O          C    
311000.E-05  0.0000E+00  2.2534E+07  2.3316E+07  2.9016E+06
621000.E-05  0.0000E+00  2.1017E+07  2.4075E+07  8.6377E+06
931000.E-05  0.0000E+00  1.8856E+07  1.4426E+07  1.4276E+07
124100.E-04  0.0000E+00  1.5344E+07  1.6400E+07  5.9905E+07
155100.E-04  0.0000E+00  4.4280E+06  6.8916E+06  9.6791E+07
186100.E-04  0.0000E+00  1.1207E+06  2.0111E+06  1.1383E+08
217100.E-04  0.0000E+00  4.9323E+05  8.9644E+05  1.2410E+08
248100.E-04  0.0000E+00  3.0710E+05  5.3516E+05  1.3287E+08
279100.E-04  3.2258E+02  2.0129E+05  3.6291E+05  1.4096E+08
310100.E-04  0.0000E+00  1.4065E+05  2.7323E+05  1.4872E+08
341100.E-04  9.6775E+02  1.2323E+05  2.0645E+05  1.5617E+08
372100.E-04  3.2258E+02  9.6130E+04  1.5839E+05  1.6279E+08
403100.E-04  6.4517E+02  7.3549E+04  1.4194E+05  1.6910E+08
434100.E-04  2.9033E+03  6.6452E+04  1.1065E+05  1.7525E+08
465100.E-04  3.5484E+03  5.6775E+04  9.6775E+04  1.8107E+08
496100.E-04  5.4839E+03  4.6130E+04  8.5807E+04  1.8657E+08
527100.E-04  6.4517E+03  4.4839E+04  7.8065E+04  1.9200E+08
558100.E-04  1.0645E+04  4.0323E+04  7.5485E+04  1.9785E+08
589100.E-04  1.7097E+04  3.4839E+04  7.6130E+04  2.0229E+08
620100.E-04  1.9678E+04  3.2904E+04  6.0968E+04  2.0725E+08
651100.E-04  2.3226E+04  3.3226E+04  5.9356E+04  2.1202E+08
682100.E-04  3.6775E+04  2.4194E+04  5.0968E+04  2.1657E+08
713100.E-04  5.1613E+04  2.6452E+04  4.6775E+04  2.2068E+08
744100.E-04  5.6452E+04  2.5484E+04  3.8065E+04  2.2474E+08
775100.E-04  7.2904E+04  2.1936E+04  3.9355E+04  2.2903E+08
806100.E-04  9.4194E+04  1.6452E+04  4.3226E+04  2.3273E+08
837100.E-04  1.1645E+05  2.0968E+04  3.5162E+04  2.3637E+08
868100.E-04  1.5097E+05  1.3871E+04  3.2904E+04  2.3904E+08
899100.E-04  1.7742E+05  1.7742E+04  3.1613E+04  2.4117E+08
930100.E-04  2.2291E+05  1.2258E+04  3.0968E+04  2.4370E+08
961100.E-04  2.7871E+05  2.0000E+04  2.5162E+04  2.4462E+08
992100.E-04  2.9710E+05  1.4194E+04  2.4839E+04  2.4594E+08
102310.E-03  3.7226E+05  1.4194E+04  2.3226E+04  2.4657E+08
105410.E-03  4.3613E+05  1.0968E+04  2.3549E+04  2.4635E+08
108510.E-03  4.7032E+05  1.0323E+04  2.3871E+04  2.4580E+08
111610.E-03  5.2484E+05  1.1613E+04  2.6452E+04  2.4386E+08
114710.E-03  6.0516E+05  1.0645E+04  2.2903E+04  2.4085E+08
117810.E-03  6.5225E+05  1.0323E+04  2.4516E+04  2.3786E+08
120910.E-03  7.3516E+05  1.0968E+04  2.0968E+04  2.3438E+08
124010.E-03  7.5387E+05  1.0645E+04  1.6452E+04  2.2948E+08
127110.E-03  8.1322E+05  9.3549E+03  1.4516E+04  2.2465E+08
130210.E-03  8.5935E+05  9.6775E+03  1.4194E+04  2.1877E+08
133310.E-03  9.4451E+05  6.4517E+03  1.6452E+04  2.1265E+08
136410.E-03  9.1773E+05  8.3872E+03  1.1936E+04  2.0594E+08
139510.E-03  9.6709E+05  6.1291E+03  1.0000E+04  1.9892E+08
142610.E-03  1.0287E+06  5.4839E+03  1.1613E+04  1.9180E+08
145710.E-03  1.0190E+06  5.8065E+03  1.1613E+04  1.8437E+08
148810.E-03  1.0784E+06  5.8065E+03  1.0645E+04  1.7579E+08
151910.E-03  1.0581E+06  5.1613E+03  1.2258E+04  1.6679E+08
155010.E-03  1.0571E+06  4.5162E+03  1.3226E+04  1.5868E+08
158110.E-03  1.0426E+06  3.8710E+03  1.2903E+04  1.4959E+08
161210.E-03  1.0200E+06  3.5484E+03  1.0000E+04  1.4096E+08
164310.E-03  9.9354E+05  3.8710E+03  8.7098E+03  1.3304E+08
167410.E-03  1.0093E+06  5.1613E+03  9.3549E+03  1.2439E+08
170510.E-03  9.4676E+05  4.1936E+03  9.3549E+03  1.1681E+08
173610.E-03  9.0160E+05  2.5807E+03  7.7420E+03  1.0847E+08
176710.E-03  8.8257E+05  1.6129E+03  8.3872E+03  1.0101E+08
179810.E-03  8.2580E+05  3.2258E+03  8.3872E+03  9.3363E+07
182910.E-03  8.1128E+05  3.5484E+03  6.7743E+03  8.6473E+07
186010.E-03  7.5677E+05  2.5807E+03  5.8065E+03  7.9968E+07
189110.E-03  6.9451E+05  2.2581E+03  5.1613E+03  7.3697E+07
192210.E-03  6.7000E+05  2.5807E+03  3.8710E+03  6.7993E+07
195310.E-03  6.3258E+05  1.9355E+03  6.1291E+03  6.2029E+07
198410.E-03  5.5806E+05  2.9033E+03  7.4194E+03  5.7080E+07
201510.E-03  4.8129E+05  1.9355E+03  6.7743E+03  5.1855E+07
204610.E-03  4.8516E+05  4.1936E+03  9.6775E+03  4.7569E+07
207710.E-03  4.3032E+05  1.2903E+03  6.1291E+03  4.3115E+07
210810.E-03  3.9807E+05  2.5807E+03  7.7420E+03  3.8840E+07
213910.E-03  3.6258E+05  1.2903E+03  5.4839E+03  3.5266E+07
217010.E-03  3.0742E+05  0.0000E+00  6.7743E+03  3.1799E+07
220110.E-03  2.8194E+05  1.9355E+03  4.1936E+03  2.8729E+07
223210.E-03  2.6355E+05  6.4517E+02  5.1613E+03  2.5716E+07
226310.E-03  2.2646E+05  9.6775E+02  4.5162E+03  2.3136E+07
229410.E-03  1.8678E+05  9.6775E+02  4.8388E+03  2.0696E+07
232510.E-03  1.7581E+05  6.4517E+02  3.8710E+03  1.8543E+07
235610.E-03  1.5936E+05  6.4517E+02  3.5484E+03  1.6800E+07
