W,I
541.57376681633491,588
541.661213241581,588
541.74865937119125,585
541.83610520497655,584
541.92355074274838,584
542.01099598431813,584
542.09844092949675,585
542.185885578096,587
542.27332992992638,587
542.36077398479972,574
542.44821774252716,574
542.53566120292,580
542.62310436578923,581
542.71054723094642,582
542.79798979820293,582
542.88543206736949,582
542.97287403825794,586
543.06031571067911,587
543.14775708444449,587
543.2351981593655,585
543.32263893525317,576
543.41007941191867,576
543.49751958917352,577
543.5849594668291,577
543.67239904469625,577
543.75983832258646,587
543.84727730031113,588
543.93471597768144,588
544.02215435450876,586
544.10959243060427,586
544.197030205779,593
544.28446767984462,593
544.37190485261226,618
544.4593417238932,639
544.54677829349873,639
544.63421456124024,631
544.7216505269289,607
544.809086190376,584
544.89652155139277,584
544.98395660979065,584
545.0713913653808,589
545.15882581797462,589
545.24625996738337,588
545.33369381341834,588
545.42112735589069,588
545.50856059461182,593
545.595993529393,585
545.68342616004577,585
545.77085848638114,585
545.85829050821042,585
545.945722225345,595
546.03315363759623,597
546.12058474477533,601
546.20801554669345,601
546.2954460431622,595
546.38287623399287,595
546.47030611899652,595
546.55773569798453,595
546.64516497076841,595
546.73259393715909,586
546.82002259696833,586
546.90745095000716,594
546.994878996087,594
547.08230673501907,594
547.16973416661472,594
547.2571612906853,598
547.34458810704211,598
547.43201461549654,590
547.51944081585975,589
547.60686670794337,585
547.69429229155821,585
547.781717566516,585
547.86914253262808,591
547.95656718970565,591
548.0439915375598,589
548.13141557600215,588
548.2188393048441,589
548.306262723897,589
548.39368583297176,594
548.48110863188015,594
548.56853112043325,594
548.65595329844234,594
548.74337516571916,593
548.83079672207464,594
548.91821796732029,593
549.0056389012675,592
549.09305952372745,590
549.1804798345114,590
549.2678998334311,596
549.35531952029771,596
549.44273889492229,596
549.53015795711656,592
549.61757670669169,587
549.70499514345886,587
549.79241326722979,587
549.87983107781565,593
549.967248575028,587
550.05466575867763,593
550.1420826285763,586
550.2294991845356,585
550.31691542636634,585
550.40433135388014,591
550.49174696688851,591
550.57916226520274,591
550.66657724863376,592
550.75399191699353,594
550.841406270093,597
550.928820307744,597
551.01623402975736,597
551.10364743594471,591
551.19106052611744,591
551.27847330008683,591
551.36588575766427,596
551.45329789866116,584
551.54070972288878,580
551.62812123015885,580
551.71553242028222,590
551.80294329307071,595
551.89035384833539,595
551.97776408588766,604
552.06517400553923,590
552.15258360710118,592
552.23999289038488,592
552.327401855202,592
552.41481050136338,594
552.50221882868107,597
552.58962683696609,601
552.67703452602973,601
552.7644418956836,589
552.851848945739,589
552.93925567600729,588
553.0266620863,589
553.11406817642853,589
553.20147394620415,595
553.28887939543813,597
553.3762845239421,600
553.46368933152735,600
553.55109381800537,600
553.63849798318745,601
553.72590182688509,600
553.81330534890969,600
553.90070854907253,600
553.98811142718512,602
554.075513983059,602
554.16291621650532,598
554.25031812733562,596
554.33771971536135,596
554.42512098039379,596
554.51252192224445,592
554.59992254072461,591
554.687322835646,589
554.77472280681991,591
554.8621224540575,596
554.94952177717039,596
555.0369207759702,599
555.12431945026788,596
555.21171779987526,596
555.29911582460352,595
555.38651352426439,595
555.47391089866892,597
555.56130794762885,597
555.64870467095534,602
555.73610106846013,602
555.8234971399545,610
555.91089288524984,610
555.99828830415754,610
556.08568339648912,610
556.17307816205607,602
556.2604726006698,599
556.34786671214169,596
556.43526049628326,595
556.522653952906,595
556.610047081821,604
556.69743988284029,604
556.78483235577482,598
556.87222450043612,598
556.9596163166359,598
557.04700780418557,598
557.13439896289628,597
557.2217897925799,596
557.30918029304746,590
557.3965704641106,596
557.48396030558069,597
557.57134981726961,597
557.65873899898827,589
557.74612785054842,589
557.83351637176145,600
557.920904562439,601
