,high,mid,low
0,0.360111718,0.18044323,0.070380486
1,0.45699213,0.334058763,0.234008953
2,0.116006702,0.047558027,0.065252334
3,0.193674915,0.125295477,0.025610789
4,0.225851026,0.097694944,0.176906521
5,0.560730689,0.447881726,0.230820247
6,0.593155866,0.542298255,0.476532522
7,0.749278813,0.65936897,0.616166161
8,0.701407015,0.626948495,0.493410175
9,0.618363479,0.602726982,0.615571906
