,high,mid,low
0,0.321458371,0.210308427,0.129620986
1,0.224696341,0.154054958,0.09625171
2,0.254346935,0.157667347,0.089855112
3,0.22147476,0.14118021,0.075985787
4,0.262944744,0.221641171,0.147600845
5,0.240950452,0.154817924,0.091943849
