DEPTH_0,Ga,Sn,C,DEPTH
1.22E+01,1.62E-01,3.11E-01,4.37E-01,2.20E-01
1.83E+01,2.53E-01,0.00E+00,1.36E+00,8.30E-01
2.44E+01,2.75E-01,0.00E+00,1.44E+00,1.44E+00
3.05E+01,2.75E-01,0.00E+00,1.53E+00,2.05E+00
3.66E+01,2.72E-01,0.00E+00,1.59E+00,2.66E+00
4.27E+01,2.96E-01,0.00E+00,1.70E+00,3.27E+00
4.88E+01,2.84E-01,0.00E+00,1.76E+00,3.88E+00
5.49E+01,3.07E-01,0.00E+00,1.85E+00,4.49E+00
6.10E+01,3.07E-01,0.00E+00,1.91E+00,5.10E+00
6.71E+01,3.22E-01,0.00E+00,1.99E+00,5.71E+00
7.32E+01,3.31E-01,0.00E+00,2.06E+00,6.32E+00
7.93E+01,3.43E-01,0.00E+00,2.12E+00,6.93E+00
8.54E+01,3.54E-01,0.00E+00,2.17E+00,7.54E+00
9.15E+01,3.62E-01,0.00E+00,2.21E+00,8.15E+00
9.76E+01,3.70E-01,0.00E+00,2.23E+00,8.76E+00
1.04E+02,3.72E-01,0.00E+00,2.23E+00,9.40E+00
1.10E+02,3.71E-01,0.00E+00,2.21E+00,1.00E+01
1.16E+02,3.65E-01,0.00E+00,2.16E+00,1.06E+01
1.22E+02,3.55E-01,0.00E+00,2.09E+00,1.12E+01
1.28E+02,3.38E-01,0.00E+00,2.00E+00,1.18E+01
1.34E+02,3.18E-01,0.00E+00,1.89E+00,1.24E+01
1.40E+02,2.95E-01,0.00E+00,1.76E+00,1.30E+01
1.46E+02,2.69E-01,0.00E+00,1.63E+00,1.36E+01
1.53E+02,2.42E-01,0.00E+00,1.48E+00,1.43E+01
1.59E+02,2.14E-01,0.00E+00,1.34E+00,1.49E+01
1.65E+02,1.87E-01,0.00E+00,1.18E+00,1.55E+01
1.71E+02,1.58E-01,0.00E+00,1.03E+00,1.61E+01
1.77E+02,1.33E-01,0.00E+00,8.92E-01,1.67E+01
1.83E+02,1.10E-01,0.00E+00,7.68E-01,1.73E+01
1.89E+02,8.98E-02,0.00E+00,6.54E-01,1.79E+01
1.95E+02,7.22E-02,0.00E+00,5.50E-01,1.85E+01
2.01E+02,5.66E-02,0.00E+00,4.57E-01,1.91E+01
2.07E+02,4.41E-02,0.00E+00,3.79E-01,1.97E+01
2.14E+02,3.37E-02,0.00E+00,3.11E-01,2.04E+01
2.20E+02,2.54E-02,0.00E+00,2.57E-01,2.10E+01
2.26E+02,1.87E-02,0.00E+00,2.08E-01,2.16E+01
2.32E+02,1.33E-02,0.00E+00,1.68E-01,2.22E+01
2.38E+02,9.45E-03,0.00E+00,1.35E-01,2.28E+01
2.44E+02,6.56E-03,0.00E+00,1.09E-01,2.34E+01
2.50E+02,4.48E-03,0.00E+00,8.94E-02,2.40E+01
