DEPTH_0,Ga,Sn,C,DEPTH
2.56E+02,3.11E-03,0.00E+00,7.28E-02,2.46E+01
2.62E+02,2.07E-03,0.00E+00,5.89E-02,2.52E+01
2.68E+02,1.37E-03,0.00E+00,4.89E-02,2.58E+01
2.75E+02,9.10E-04,0.00E+00,4.09E-02,2.65E+01
2.81E+02,5.66E-04,0.00E+00,3.26E-02,2.71E+01
2.87E+02,3.25E-04,0.00E+00,2.66E-02,2.77E+01
2.93E+02,2.39E-04,0.00E+00,2.22E-02,2.83E+01
2.99E+02,1.34E-04,0.00E+00,1.87E-02,2.89E+01
3.05E+02,9.02E-05,0.00E+00,1.57E-02,2.95E+01
3.11E+02,4.75E-05,0.00E+00,1.24E-02,3.01E+01
3.17E+02,1.80E-05,0.00E+00,9.80E-03,3.07E+01
3.23E+02,0.00E+00,0.00E+00,7.90E-03,3.13E+01
3.29E+02,0.00E+00,0.00E+00,6.36E-03,3.19E+01
3.36E+02,0.00E+00,0.00E+00,5.33E-03,3.26E+01
3.42E+02,0.00E+00,0.00E+00,4.08E-03,3.32E+01
3.48E+02,0.00E+00,0.00E+00,3.46E-03,3.38E+01
3.54E+02,0.00E+00,0.00E+00,2.82E-03,3.44E+01
3.60E+02,0.00E+00,0.00E+00,2.18E-03,3.50E+01
3.66E+02,0.00E+00,0.00E+00,1.76E-03,3.56E+01
3.72E+02,0.00E+00,0.00E+00,1.32E-03,3.62E+01
3.78E+02,0.00E+00,0.00E+00,1.23E-03,3.68E+01
3.84E+02,0.00E+00,0.00E+00,8.64E-04,3.74E+01
3.90E+02,0.00E+00,0.00E+00,6.90E-04,3.80E+01
3.97E+02,0.00E+00,0.00E+00,5.23E-04,3.87E+01
4.03E+02,0.00E+00,0.00E+00,3.80E-04,3.93E+01
4.09E+02,0.00E+00,0.00E+00,2.31E-04,3.99E+01
4.15E+02,0.00E+00,0.00E+00,2.10E-04,4.05E+01
4.21E+02,0.00E+00,0.00E+00,1.48E-04,4.11E+01
4.27E+02,0.00E+00,0.00E+00,1.03E-04,4.17E+01
4.33E+02,0.00E+00,0.00E+00,4.75E-05,4.23E+01
4.39E+02,0.00E+00,0.00E+00,3.61E-05,4.29E+01
4.45E+02,0.00E+00,0.00E+00,2.62E-05,4.35E+01
4.51E+02,0.00E+00,0.00E+00,1.15E-05,4.41E+01
4.58E+02,0.00E+00,0.00E+00,9.84E-06,4.48E+01
4.64E+02,0.00E+00,0.00E+00,1.31E-05,4.54E+01
4.70E+02,0.00E+00,0.00E+00,9.84E-06,4.60E+01
4.76E+02,0.00E+00,0.00E+00,3.28E-06,4.66E+01
4.82E+02,0.00E+00,0.00E+00,1.64E-06,4.72E+01
4.88E+02,0.00E+00,0.00E+00,6.56E-06,4.78E+01
4.94E+02,0.00E+00,0.00E+00,0.00E+00,4.84E+01
5.00E+02,0.00E+00,0.00E+00,0.00E+00,4.90E+01
5.06E+02,0.00E+00,0.00E+00,0.00E+00,4.96E+01
5.12E+02,0.00E+00,0.00E+00,0.00E+00,5.02E+01
5.19E+02,0.00E+00,0.00E+00,0.00E+00,5.09E+01
5.25E+02,0.00E+00,0.00E+00,0.00E+00,5.15E+01
5.31E+02,0.00E+00,0.00E+00,0.00E+00,5.21E+01
5.37E+02,0.00E+00,0.00E+00,0.00E+00,5.27E+01
5.43E+02,0.00E+00,0.00E+00,0.00E+00,5.33E+01
5.49E+02,0.00E+00,0.00E+00,0.00E+00,5.39E+01
5.55E+02,0.00E+00,0.00E+00,0.00E+00,5.45E+01
5.61E+02,0.00E+00,0.00E+00,0.00E+00,5.51E+01
5.67E+02,0.00E+00,0.00E+00,0.00E+00,5.57E+01
5.73E+02,0.00E+00,0.00E+00,0.00E+00,5.63E+01
5.80E+02,0.00E+00,0.00E+00,0.00E+00,5.70E+01
5.86E+02,0.00E+00,0.00E+00,0.00E+00,5.76E+01
5.92E+02,0.00E+00,0.00E+00,0.00E+00,5.82E+01
5.98E+02,0.00E+00,0.00E+00,0.00E+00,5.88E+01
6.04E+02,0.00E+00,0.00E+00,0.00E+00,5.94E+01
6.10E+02,0.00E+00,0.00E+00,0.00E+00,6.00E+01
