DEPTH_0,Ga,Sn,C,DEPTH
1.00E+01,9.00E+03,2.02E+07,8.50E+06,0.00E+00
1.20E+01,1.50E+04,8.98E+06,8.77E+07,2.00E-01
1.40E+01,1.70E+04,1.07E+07,1.12E+08,4.00E-01
1.60E+01,2.00E+04,1.08E+07,1.27E+08,6.00E-01
1.80E+01,1.70E+04,9.80E+06,1.36E+08,8.00E-01
2.00E+01,2.10E+04,7.76E+06,1.42E+08,1.00E+00
2.20E+01,1.85E+04,5.67E+06,1.46E+08,1.20E+00
2.40E+01,2.60E+04,4.01E+06,1.49E+08,1.40E+00
2.60E+01,3.05E+04,2.73E+06,1.52E+08,1.60E+00
2.80E+01,2.80E+04,1.90E+06,1.56E+08,1.80E+00
3.00E+01,3.20E+04,1.35E+06,1.59E+08,2.00E+00
3.20E+01,3.10E+04,1.01E+06,1.62E+08,2.20E+00
3.40E+01,3.10E+04,7.27E+05,1.65E+08,2.40E+00
3.60E+01,3.45E+04,5.62E+05,1.68E+08,2.60E+00
3.80E+01,3.70E+04,4.41E+05,1.72E+08,2.80E+00
4.00E+01,4.15E+04,3.59E+05,1.75E+08,3.00E+00
4.20E+01,3.75E+04,3.21E+05,1.78E+08,3.20E+00
4.40E+01,3.75E+04,2.57E+05,1.81E+08,3.40E+00
4.60E+01,3.05E+04,2.26E+05,1.85E+08,3.60E+00
4.80E+01,3.65E+04,1.93E+05,1.87E+08,3.80E+00
5.00E+01,4.45E+04,1.69E+05,1.90E+08,4.00E+00
5.20E+01,3.95E+04,1.40E+05,1.93E+08,4.20E+00
5.40E+01,3.85E+04,1.41E+05,1.95E+08,4.40E+00
5.60E+01,3.95E+04,1.22E+05,1.98E+08,4.60E+00
5.80E+01,4.10E+04,9.95E+04,2.01E+08,4.80E+00
6.00E+01,3.80E+04,9.15E+04,2.04E+08,5.00E+00
6.20E+01,4.45E+04,7.60E+04,2.06E+08,5.20E+00
6.40E+01,6.00E+04,7.80E+04,2.09E+08,5.40E+00
6.60E+01,5.65E+04,7.50E+04,2.12E+08,5.60E+00
6.80E+01,5.90E+04,6.60E+04,2.14E+08,5.80E+00
7.00E+01,7.70E+04,5.10E+04,2.16E+08,6.00E+00
7.20E+01,6.95E+04,6.65E+04,2.19E+08,6.20E+00
7.40E+01,7.80E+04,5.90E+04,2.21E+08,6.40E+00
7.60E+01,8.25E+04,5.05E+04,2.24E+08,6.60E+00
7.80E+01,1.08E+05,4.45E+04,2.25E+08,6.80E+00
8.00E+01,9.95E+04,4.35E+04,2.28E+08,7.00E+00
8.20E+01,1.19E+05,3.75E+04,2.28E+08,7.20E+00
8.40E+01,1.47E+05,4.05E+04,2.31E+08,7.40E+00
8.60E+01,1.51E+05,3.50E+04,2.32E+08,7.60E+00
8.80E+01,1.69E+05,2.80E+04,2.34E+08,7.80E+00
9.00E+01,1.94E+05,2.35E+04,2.35E+08,8.00E+00
9.20E+01,2.04E+05,3.00E+04,2.36E+08,8.20E+00
9.40E+01,2.42E+05,1.90E+04,2.37E+08,8.40E+00
9.60E+01,2.73E+05,1.65E+04,2.38E+08,8.60E+00
9.80E+01,2.92E+05,1.45E+04,2.39E+08,8.80E+00
1.00E+02,3.22E+05,1.70E+04,2.39E+08,9.00E+00
1.02E+02,3.61E+05,8.50E+03,2.39E+08,9.20E+00
1.04E+02,3.86E+05,1.20E+04,2.38E+08,9.40E+00
1.06E+02,4.19E+05,1.05E+04,2.39E+08,9.60E+00
1.08E+02,4.67E+05,6.50E+03,2.38E+08,9.80E+00
1.10E+02,4.84E+05,4.00E+03,2.36E+08,1.00E+01
1.12E+02,5.14E+05,7.50E+03,2.36E+08,1.02E+01
1.14E+02,5.88E+05,5.00E+03,2.34E+08,1.04E+01
1.16E+02,6.09E+05,2.50E+03,2.32E+08,1.06E+01
1.18E+02,6.54E+05,3.50E+03,2.31E+08,1.08E+01
1.20E+02,7.08E+05,4.00E+03,2.28E+08,1.10E+01
1.22E+02,7.04E+05,1.50E+03,2.26E+08,1.12E+01
1.24E+02,7.27E+05,2.50E+03,2.23E+08,1.14E+01
1.26E+02,7.67E+05,1.50E+03,2.19E+08,1.16E+01
1.28E+02,8.16E+05,1.50E+03,2.16E+08,1.18E+01
1.30E+02,8.49E+05,5.00E+02,2.12E+08,1.20E+01
1.32E+02,8.71E+05,5.00E+02,2.08E+08,1.22E+01
1.34E+02,8.86E+05,0.00E+00,2.05E+08,1.24E+01
1.36E+02,9.36E+05,0.00E+00,2.00E+08,1.26E+01
1.38E+02,9.75E+05,5.00E+02,1.96E+08,1.28E+01
1.40E+02,8.95E+05,0.00E+00,1.91E+08,1.30E+01
1.42E+02,9.90E+05,0.00E+00,1.87E+08,1.32E+01
1.44E+02,9.97E+05,5.00E+02,1.82E+08,1.34E+01
1.46E+02,9.90E+05,5.00E+02,1.77E+08,1.36E+01
1.48E+02,1.04E+06,0.00E+00,1.72E+08,1.38E+01
1.50E+02,9.98E+05,0.00E+00,1.67E+08,1.40E+01
1.52E+02,1.03E+06,0.00E+00,1.62E+08,1.42E+01
1.54E+02,1.04E+06,0.00E+00,1.57E+08,1.44E+01
1.56E+02,1.08E+06,0.00E+00,1.51E+08,1.46E+01
1.58E+02,9.66E+05,0.00E+00,1.46E+08,1.48E+01
1.60E+02,9.98E+05,0.00E+00,1.40E+08,1.50E+01
1.62E+02,9.96E+05,0.00E+00,1.36E+08,1.52E+01
1.64E+02,9.65E+05,0.00E+00,1.30E+08,1.54E+01
1.66E+02,9.96E+05,0.00E+00,1.25E+08,1.56E+01
1.68E+02,9.75E+05,0.00E+00,1.20E+08,1.58E+01
1.70E+02,9.10E+05,0.00E+00,1.15E+08,1.60E+01
1.72E+02,9.03E+05,0.00E+00,1.09E+08,1.62E+01
1.74E+02,9.23E+05,0.00E+00,1.05E+08,1.64E+01
1.76E+02,8.64E+05,0.00E+00,1.00E+08,1.66E+01
1.78E+02,8.56E+05,0.00E+00,9.45E+07,1.68E+01
1.80E+02,8.26E+05,0.00E+00,9.03E+07,1.70E+01
1.82E+02,8.00E+05,0.00E+00,8.56E+07,1.72E+01
1.84E+02,7.43E+05,0.00E+00,8.12E+07,1.74E+01
1.86E+02,7.21E+05,0.00E+00,7.69E+07,1.76E+01
1.88E+02,7.13E+05,0.00E+00,7.27E+07,1.78E+01
1.90E+02,6.73E+05,0.00E+00,6.84E+07,1.80E+01
1.92E+02,6.30E+05,0.00E+00,6.42E+07,1.82E+01
1.94E+02,6.11E+05,0.00E+00,6.03E+07,1.84E+01
1.96E+02,5.67E+05,0.00E+00,5.59E+07,1.86E+01
1.98E+02,5.44E+05,0.00E+00,4.99E+07,1.88E+01
2.00E+02,5.43E+05,0.00E+00,3.82E+07,1.90E+01
