DEPTH_0,Ga,Sn,C,DEPTH
2.52E+02,7.05E-02,4.19E-01,2.77E-01,2.00E-01
2.58E+02,1.22E-01,0.00E+00,8.50E-01,8.00E-01
2.64E+02,1.11E-01,0.00E+00,6.83E-01,1.40E+00
2.70E+02,1.03E-01,0.00E+00,5.76E-01,2.00E+00
2.76E+02,9.51E-02,0.00E+00,5.01E-01,2.60E+00
2.82E+02,8.73E-02,0.00E+00,4.44E-01,3.20E+00
2.88E+02,7.95E-02,0.00E+00,4.02E-01,3.80E+00
2.94E+02,7.17E-02,0.00E+00,3.63E-01,4.40E+00
3.00E+02,6.49E-02,0.00E+00,3.27E-01,5.00E+00
3.06E+02,5.77E-02,0.00E+00,2.96E-01,5.60E+00
3.12E+02,5.05E-02,0.00E+00,2.61E-01,6.20E+00
3.18E+02,4.40E-02,0.00E+00,2.32E-01,6.80E+00
3.24E+02,3.76E-02,0.00E+00,2.01E-01,7.40E+00
3.30E+02,3.15E-02,0.00E+00,1.71E-01,8.00E+00
3.36E+02,2.59E-02,0.00E+00,1.45E-01,8.60E+00
3.42E+02,2.14E-02,0.00E+00,1.22E-01,9.20E+00
3.48E+02,1.76E-02,0.00E+00,1.02E-01,9.80E+00
3.54E+02,1.39E-02,0.00E+00,8.40E-02,1.04E+01
3.60E+02,1.08E-02,0.00E+00,6.72E-02,1.10E+01
3.66E+02,8.29E-03,0.00E+00,5.27E-02,1.16E+01
3.72E+02,6.41E-03,0.00E+00,4.27E-02,1.22E+01
3.78E+02,4.57E-03,0.00E+00,3.31E-02,1.28E+01
3.84E+02,3.41E-03,0.00E+00,2.58E-02,1.34E+01
3.90E+02,2.35E-03,0.00E+00,1.93E-02,1.40E+01
3.96E+02,1.73E-03,0.00E+00,1.53E-02,1.46E+01
4.02E+02,1.12E-03,0.00E+00,1.14E-02,1.52E+01
4.08E+02,7.33E-04,0.00E+00,8.92E-03,1.58E+01
4.14E+02,4.98E-04,0.00E+00,7.05E-03,1.64E+01
4.20E+02,2.85E-04,0.00E+00,5.09E-03,1.70E+01
4.26E+02,1.92E-04,0.00E+00,3.79E-03,1.76E+01
4.32E+02,1.15E-04,0.00E+00,2.64E-03,1.82E+01
4.38E+02,6.67E-05,0.00E+00,2.26E-03,1.88E+01
4.44E+02,4.33E-05,0.00E+00,1.77E-03,1.94E+01
4.50E+02,2.50E-05,0.00E+00,1.38E-03,2.00E+01
4.56E+02,1.33E-05,0.00E+00,1.05E-03,2.06E+01
4.62E+02,3.33E-06,0.00E+00,7.38E-04,2.12E+01
4.68E+02,0.00E+00,0.00E+00,5.83E-04,2.18E+01
4.74E+02,0.00E+00,0.00E+00,4.02E-04,2.24E+01
4.80E+02,0.00E+00,0.00E+00,3.42E-04,2.30E+01
4.86E+02,0.00E+00,0.00E+00,2.63E-04,2.36E+01
4.92E+02,0.00E+00,0.00E+00,2.07E-04,2.42E+01
4.98E+02,0.00E+00,0.00E+00,2.15E-04,2.48E+01
5.04E+02,0.00E+00,0.00E+00,1.73E-04,2.54E+01
5.10E+02,0.00E+00,0.00E+00,1.02E-04,2.60E+01
5.16E+02,0.00E+00,0.00E+00,7.50E-05,2.66E+01
5.22E+02,0.00E+00,0.00E+00,8.33E-05,2.72E+01
5.28E+02,0.00E+00,0.00E+00,6.67E-05,2.78E+01
5.34E+02,0.00E+00,0.00E+00,8.33E-05,2.84E+01
5.40E+02,0.00E+00,0.00E+00,3.83E-05,2.90E+01
5.46E+02,0.00E+00,0.00E+00,2.33E-05,2.96E+01
5.52E+02,0.00E+00,0.00E+00,2.00E-05,3.02E+01
5.58E+02,0.00E+00,0.00E+00,5.00E-06,3.08E+01
5.64E+02,0.00E+00,0.00E+00,1.67E-06,3.14E+01
5.70E+02,0.00E+00,0.00E+00,8.33E-06,3.20E+01
5.76E+02,0.00E+00,0.00E+00,6.67E-06,3.26E+01
5.82E+02,0.00E+00,0.00E+00,8.33E-06,3.32E+01
5.88E+02,0.00E+00,0.00E+00,1.67E-06,3.38E+01
5.94E+02,0.00E+00,0.00E+00,8.33E-06,3.44E+01
6.00E+02,0.00E+00,0.00E+00,1.33E-05,3.50E+01
