DEPTH_0,Ga,Sn,C,DEPTH
1.50E+02,1.32E+05,1.40E+08,7.85E+06,0.00E+00
1.56E+02,1.44E+05,4.68E+07,1.61E+08,6.00E-01
1.62E+02,2.34E+05,4.04E+07,2.11E+08,1.20E+00
1.68E+02,2.95E+05,1.73E+07,1.87E+08,1.80E+00
1.74E+02,3.35E+05,6.74E+06,1.64E+08,2.40E+00
1.80E+02,3.45E+05,3.22E+06,1.49E+08,3.00E+00
1.86E+02,3.80E+05,1.69E+06,1.36E+08,3.60E+00
1.92E+02,3.85E+05,9.86E+05,1.27E+08,4.20E+00
1.98E+02,3.94E+05,6.28E+05,1.19E+08,4.80E+00
2.04E+02,4.29E+05,3.83E+05,1.12E+08,5.40E+00
2.10E+02,4.30E+05,2.42E+05,1.05E+08,6.00E+00
2.16E+02,4.40E+05,1.39E+05,9.87E+07,6.60E+00
2.22E+02,4.54E+05,9.00E+04,9.21E+07,7.20E+00
2.28E+02,4.62E+05,4.47E+04,8.50E+07,7.80E+00
2.34E+02,4.51E+05,2.17E+04,7.81E+07,8.40E+00
2.40E+02,4.66E+05,1.18E+04,7.12E+07,9.00E+00
2.46E+02,4.55E+05,4.00E+03,6.39E+07,9.60E+00
2.52E+02,4.39E+05,3.00E+03,5.67E+07,1.02E+01
2.58E+02,4.09E+05,6.67E+02,4.96E+07,1.08E+01
2.64E+02,3.75E+05,3.33E+02,4.30E+07,1.14E+01
2.70E+02,3.43E+05,0.00E+00,3.66E+07,1.20E+01
2.76E+02,3.00E+05,1.67E+02,3.11E+07,1.26E+01
2.82E+02,2.79E+05,0.00E+00,2.63E+07,1.32E+01
2.88E+02,2.35E+05,1.67E+02,2.19E+07,1.38E+01
2.94E+02,1.92E+05,0.00E+00,1.81E+07,1.44E+01
3.00E+02,1.63E+05,0.00E+00,1.48E+07,1.50E+01
3.06E+02,1.39E+05,0.00E+00,1.19E+07,1.56E+01
3.12E+02,1.10E+05,0.00E+00,9.65E+06,1.62E+01
3.18E+02,8.73E+04,0.00E+00,7.67E+06,1.68E+01
3.24E+02,6.77E+04,0.00E+00,6.15E+06,1.74E+01
3.30E+02,5.78E+04,0.00E+00,4.94E+06,1.80E+01
3.36E+02,3.95E+04,0.00E+00,3.89E+06,1.86E+01
3.42E+02,2.73E+04,0.00E+00,3.09E+06,1.92E+01
3.48E+02,2.07E+04,0.00E+00,2.41E+06,1.98E+01
3.54E+02,1.35E+04,0.00E+00,1.95E+06,2.04E+01
3.60E+02,1.12E+04,0.00E+00,1.50E+06,2.10E+01
3.66E+02,7.67E+03,0.00E+00,1.18E+06,2.16E+01
3.72E+02,4.83E+03,0.00E+00,9.23E+05,2.22E+01
3.78E+02,3.33E+03,0.00E+00,7.26E+05,2.28E+01
3.84E+02,1.67E+03,0.00E+00,5.91E+05,2.34E+01
3.90E+02,1.00E+03,0.00E+00,4.76E+05,2.40E+01
3.96E+02,6.67E+02,0.00E+00,3.73E+05,2.46E+01
4.02E+02,8.33E+02,0.00E+00,2.77E+05,2.52E+01
4.08E+02,1.67E+02,0.00E+00,2.21E+05,2.58E+01
4.14E+02,3.33E+02,0.00E+00,1.80E+05,2.64E+01
4.20E+02,1.67E+02,0.00E+00,1.45E+05,2.70E+01
4.26E+02,0.00E+00,0.00E+00,1.08E+05,2.76E+01
4.32E+02,0.00E+00,0.00E+00,8.90E+04,2.82E+01
4.38E+02,0.00E+00,0.00E+00,7.23E+04,2.88E+01
4.44E+02,0.00E+00,0.00E+00,5.65E+04,2.94E+01
4.50E+02,0.00E+00,0.00E+00,4.48E+04,3.00E+01
4.56E+02,0.00E+00,0.00E+00,3.48E+04,3.06E+01
4.62E+02,0.00E+00,0.00E+00,2.40E+04,3.12E+01
4.68E+02,0.00E+00,0.00E+00,2.47E+04,3.18E+01
4.74E+02,0.00E+00,0.00E+00,1.82E+04,3.24E+01
4.80E+02,0.00E+00,0.00E+00,1.35E+04,3.30E+01
4.86E+02,0.00E+00,0.00E+00,8.83E+03,3.36E+01
4.92E+02,0.00E+00,0.00E+00,5.50E+03,3.42E+01
4.98E+02,0.00E+00,0.00E+00,5.50E+03,3.48E+01
5.04E+02,0.00E+00,0.00E+00,2.50E+03,3.54E+01
5.10E+02,0.00E+00,0.00E+00,3.17E+03,3.60E+01
5.16E+02,0.00E+00,0.00E+00,1.50E+03,3.66E+01
5.22E+02,0.00E+00,0.00E+00,1.50E+03,3.72E+01
5.28E+02,0.00E+00,0.00E+00,5.00E+02,3.78E+01
5.34E+02,0.00E+00,0.00E+00,1.33E+03,3.84E+01
5.40E+02,0.00E+00,0.00E+00,1.67E+02,3.90E+01
5.46E+02,0.00E+00,0.00E+00,0.00E+00,3.96E+01
5.52E+02,0.00E+00,0.00E+00,0.00E+00,4.02E+01
5.58E+02,0.00E+00,0.00E+00,0.00E+00,4.08E+01
5.64E+02,0.00E+00,0.00E+00,0.00E+00,4.14E+01
5.70E+02,0.00E+00,0.00E+00,0.00E+00,4.20E+01
5.76E+02,0.00E+00,0.00E+00,0.00E+00,4.26E+01
5.82E+02,0.00E+00,0.00E+00,0.00E+00,4.32E+01
5.88E+02,0.00E+00,0.00E+00,0.00E+00,4.38E+01
5.94E+02,0.00E+00,0.00E+00,0.00E+00,4.44E+01
6.00E+02,0.00E+00,0.00E+00,0.00E+00,4.50E+01
