DEPTH,Ga,Sn,C
251000.E-05,3.9200E+04,1.0027E+08,2.7200E+04
501000.E-05,7.0801E+04,9.9109E+07,2.0800E+04
751000.E-05,9.3601E+04,1.1571E+08,3.0800E+04
100100.E-04,1.1200E+05,1.3165E+08,2.6400E+04
125100.E-04,1.2120E+05,1.4666E+08,2.2800E+04
150100.E-04,1.4240E+05,1.6007E+08,2.5600E+04
175100.E-04,1.4680E+05,1.7295E+08,2.8800E+04
200100.E-04,1.6120E+05,1.8449E+08,2.9200E+04
225100.E-04,1.7280E+05,1.9530E+08,3.0000E+04
250100.E-04,1.5440E+05,2.0548E+08,3.6400E+04
275100.E-04,1.9120E+05,2.1409E+08,4.1600E+04
300100.E-04,1.9480E+05,2.2312E+08,4.4800E+04
325100.E-04,1.8040E+05,2.3124E+08,4.7201E+04
350100.E-04,2.0640E+05,2.3881E+08,4.9601E+04
375100.E-04,2.2120E+05,2.4558E+08,6.8001E+04
400100.E-04,2.1640E+05,2.5154E+08,6.4401E+04
425100.E-04,2.1240E+05,2.5777E+08,7.8001E+04
450100.E-04,2.2360E+05,2.6292E+08,8.6001E+04
475100.E-04,2.2880E+05,2.6781E+08,1.0760E+05
500100.E-04,2.2560E+05,2.7127E+08,1.0160E+05
525100.E-04,2.3320E+05,2.7461E+08,1.2640E+05
550100.E-04,2.3400E+05,2.7692E+08,1.5280E+05
575100.E-04,2.2640E+05,2.7924E+08,1.5800E+05
600100.E-04,2.4040E+05,2.8082E+08,2.0800E+05
625100.E-04,2.2760E+05,2.8124E+08,2.4320E+05
650100.E-04,2.4960E+05,2.8166E+08,2.7440E+05
675100.E-04,2.3720E+05,2.8176E+08,3.1080E+05
700100.E-04,2.2880E+05,2.8002E+08,3.8920E+05
725100.E-04,2.2600E+05,2.7877E+08,4.6600E+05
750100.E-04,2.1560E+05,2.7688E+08,6.0441E+05
775100.E-04,2.0400E+05,2.7326E+08,7.4402E+05
800100.E-04,2.1560E+05,2.6860E+08,9.6683E+05
825100.E-04,2.1960E+05,2.6352E+08,1.2465E+06
850100.E-04,1.8760E+05,2.5708E+08,1.7121E+06
875100.E-04,1.9360E+05,2.4841E+08,2.4020E+06
900100.E-04,1.8480E+05,2.3782E+08,3.2762E+06
925100.E-04,1.4640E+05,2.2408E+08,4.8143E+06
950100.E-04,1.3840E+05,2.0571E+08,6.6438E+06
975100.E-04,1.1800E+05,1.7856E+08,9.0924E+06
100010.E-03,9.1201E+04,1.3400E+08,1.2872E+07
102510.E-03,1.0520E+05,5.1484E+07,1.6284E+08
105010.E-03,1.4880E+05,5.6387E+07,2.3119E+08
107510.E-03,1.7880E+05,5.7084E+07,2.6950E+08
110010.E-03,2.1840E+05,4.9184E+07,2.7422E+08
112510.E-03,2.3040E+05,3.6275E+07,2.6412E+08
115010.E-03,2.5400E+05,2.3990E+07,2.5212E+08
117510.E-03,2.6760E+05,1.5583E+07,2.4085E+08
120010.E-03,2.9800E+05,1.0475E+07,2.3025E+08
122510.E-03,2.7600E+05,7.4129E+06,2.2082E+08
125010.E-03,2.9720E+05,5.3125E+06,2.1335E+08
127510.E-03,3.1040E+05,3.9693E+06,2.0687E+08
130010.E-03,3.5600E+05,3.0639E+06,2.0101E+08
132510.E-03,3.3840E+05,2.3512E+06,1.9643E+08
135010.E-03,3.5120E+05,1.9073E+06,1.9259E+08
137510.E-03,3.5320E+05,1.5129E+06,1.8853E+08
140010.E-03,3.5640E+05,1.2725E+06,1.8458E+08
142510.E-03,3.7040E+05,1.0220E+06,1.8102E+08
145010.E-03,3.8840E+05,8.5082E+05,1.7792E+08
147510.E-03,3.8640E+05,6.9201E+05,1.7472E+08
150010.E-03,4.0680E+05,6.1721E+05,1.7250E+08
152510.E-03,4.2080E+05,5.0080E+05,1.6874E+08
155010.E-03,4.2520E+05,4.3120E+05,1.6657E+08
157510.E-03,4.4520E+05,3.3680E+05,1.6354E+08
160010.E-03,4.3880E+05,3.1560E+05,1.6125E+08
162510.E-03,4.4800E+05,2.5200E+05,1.5764E+08
165010.E-03,4.6320E+05,2.0280E+05,1.5572E+08
167510.E-03,4.7040E+05,1.9280E+05,1.5344E+08
170010.E-03,4.9400E+05,1.4320E+05,1.5076E+08
172510.E-03,5.0800E+05,1.2080E+05,1.4747E+08
175010.E-03,5.3280E+05,9.8801E+04,1.4452E+08
177510.E-03,5.1720E+05,8.4401E+04,1.4169E+08
180010.E-03,5.4000E+05,6.4801E+04,1.3872E+08
182510.E-03,5.6720E+05,4.8001E+04,1.3512E+08
185010.E-03,5.6160E+05,4.4800E+04,1.3175E+08
187510.E-03,5.9561E+05,2.8800E+04,1.2826E+08
190010.E-03,6.0001E+05,2.2400E+04,1.2440E+08
192510.E-03,5.9081E+05,1.7600E+04,1.2044E+08
195010.E-03,6.0961E+05,1.3200E+04,1.1697E+08
197510.E-03,6.2561E+05,1.1600E+04,1.1290E+08
200010.E-03,6.1361E+05,5.6001E+03,1.0878E+08
202510.E-03,6.2401E+05,4.0000E+03,1.0505E+08
205010.E-03,6.1001E+05,3.6000E+03,1.0025E+08
207510.E-03,6.3201E+05,2.8000E+03,9.5807E+07
210010.E-03,6.4321E+05,3.2000E+03,9.1918E+07
212510.E-03,6.1001E+05,1.6000E+03,8.6896E+07
215010.E-03,6.2441E+05,1.6000E+03,8.3139E+07
217510.E-03,5.7560E+05,1.6000E+03,7.9249E+07
220010.E-03,5.6000E+05,8.0001E+02,7.5489E+07
222510.E-03,5.6360E+05,4.0000E+02,7.1038E+07
225010.E-03,5.4640E+05,4.0000E+02,6.7569E+07
227510.E-03,5.2600E+05,0.0000E+00,6.3798E+07
230010.E-03,5.0400E+05,0.0000E+00,6.0547E+07
232510.E-03,4.8160E+05,0.0000E+00,5.6325E+07
235010.E-03,5.0760E+05,0.0000E+00,5.3089E+07
237510.E-03,4.5560E+05,0.0000E+00,4.9396E+07
240010.E-03,4.4800E+05,0.0000E+00,4.5967E+07
