xdata,ydata
2700000000,0.999925547
2701000000,0.999833707
2702000000,0.999936667
2703000000,1.000582344
2704000000,0.999488231
2705000000,0.999764783
2706000000,1.000095434
2707000000,0.999640239
2708000000,1.000264595
2709000000,0.99947761
2710000000,0.999588026
2711000000,0.998640698
2712000000,1.000594629
2713000000,0.999764452
2714000000,0.999398397
2715000000,1.00019369
2716000000,1.000185584
2717000000,1.000828426
2718000000,0.998646396
2719000000,1.000374684
2720000000,0.999693618
2721000000,0.999959198
2722000000,0.999931996
2723000000,1.000281829
2724000000,0.999657107
2725000000,0.999898988
2726000000,0.999404594
2727000000,1.000560849
2728000000,0.999195599
2729000000,0.999435758
2730000000,1.001990061
2731000000,0.999816865
2732000000,0.999946243
2733000000,1.000349183
2734000000,0.999163879
2735000000,0.999482048
2736000000,0.999767215
2737000000,0.999679138
2738000000,0.999919503
2739000000,0.999666963
2740000000,0.999704158
2741000000,0.999074038
2742000000,0.999995067
2743000000,0.999580329
2744000000,1.000984601
2745000000,1.000286111
2746000000,0.999854028
2747000000,0.999524122
2748000000,0.999283301
2749000000,1.000873673
2750000000,1.001104627
2751000000,0.999432636
2752000000,0.999204416
2753000000,0.999807543
2754000000,0.999406577
2755000000,1.000031171
2756000000,1.000177463
2757000000,0.999565631
2758000000,1.000773412
2759000000,0.999497707
2760000000,1.000192924
2761000000,0.999925241
2762000000,0.998376626
2763000000,0.999770187
2764000000,0.997344937
2765000000,1.00162669
2766000000,1.000139318
2767000000,1.000045304
2768000000,1.000141763
2769000000,0.998947534
2770000000,0.999211954
2771000000,1.000431789
2772000000,0.999998613
2773000000,1.000668617
2774000000,1.001276058
2775000000,0.999273725
2776000000,1.001167335
2777000000,1.00087598
2778000000,0.999021254
2779000000,1.000324778
2780000000,1.000508309
2781000000,1.0001608
2782000000,0.998536685
2783000000,0.999728001
2784000000,1.001110791
2785000000,1.00011433
2786000000,1.000136681
2787000000,1.00014622
2788000000,0.998867618
2789000000,0.999782898
2790000000,0.999309607
2791000000,0.999697621
2792000000,1.00111351
2793000000,0.999927221
2794000000,1.000932608
2795000000,1.000657725
2796000000,1.000125022
2797000000,0.999169078
2798000000,1.001076452
2799000000,0.999637452
2800000000,1.000235899
2801000000,1.000232192
2802000000,1.000658425
2803000000,0.999136527
2804000000,0.999672437
2805000000,0.999076748
2806000000,0.999035616
2807000000,0.998449097
2808000000,0.999563735
2809000000,0.998923791
2810000000,0.998639569
2811000000,0.998292278
2812000000,0.999117611
2813000000,0.998527213
2814000000,0.998527352
2815000000,0.996607969
2816000000,0.997388697
2817000000,0.999351941
2818000000,0.997234912
2819000000,1.000183236
2820000000,0.999454864
2821000000,0.99762415
2822000000,0.998650819
2823000000,0.998606868
2824000000,1.000135403
2825000000,0.999668154
2826000000,0.998710558
2827000000,0.999388032
2828000000,0.998372913
2829000000,0.998863784
2830000000,0.997563241
2831000000,0.99783307
2832000000,0.996603439
2833000000,0.995643261
2834000000,0.996012289
2835000000,0.995988684
2836000000,0.994228381
2837000000,0.994477771
2838000000,0.995236318
2839000000,0.99437001
2840000000,0.994792091
2841000000,0.996166977
2842000000,0.996728746
2843000000,0.998501945
2844000000,0.997348751
2845000000,0.997671359
2846000000,0.997951563
2847000000,0.996841425
2848000000,0.998480422
2849000000,0.997666415
2850000000,0.996170495
2851000000,0.997259056
2852000000,0.99641124
2853000000,0.995283721
2854000000,0.994429595
2855000000,0.994830893
2856000000,0.994914679
2857000000,0.993729212
2858000000,0.994862594
2859000000,0.994937888
2860000000,0.996897595
2861000000,0.997134884
2862000000,0.997038403
2863000000,0.996485868
2864000000,0.995587213
2865000000,0.996337048
2866000000,0.996710813
2867000000,0.997794318
2868000000,0.996822399
2869000000,0.996960588
2870000000,0.998315061
2871000000,0.998527933
2872000000,0.99786698
2873000000,0.998735517
2874000000,0.997640219
2875000000,0.996844135
2876000000,0.99701652
2877000000,0.997353312
2878000000,0.996121871
2879000000,0.997103205
2880000000,0.995999458
2881000000,0.996126248
2882000000,0.996450537
2883000000,0.996372467
2884000000,0.995227777
2885000000,0.994562691
2886000000,0.995250644
2887000000,0.995418662
2888000000,0.99658986
2889000000,0.996781076
2890000000,0.9977406
2891000000,0.997114414
2892000000,0.997755601
2893000000,0.997830151
2894000000,0.99837567
2895000000,0.998648606
2896000000,0.998293967
2897000000,0.99751217
2898000000,0.998743054
2899000000,0.998019292
2900000000,0.997687589
2901000000,0.996360299
2902000000,0.996542958
2903000000,0.997545291
2904000000,0.997029786
2905000000,0.996937679
2906000000,0.996534667
2907000000,0.99733898
2908000000,0.997848128
2909000000,0.998279095
2910000000,0.999566174
2911000000,0.998986149
2912000000,1.000028101
2913000000,0.999813364
2914000000,0.999365764
2915000000,0.999483967
2916000000,0.999408844
2917000000,0.998886798
2918000000,0.999088422
2919000000,0.99808277
2920000000,0.998602509
2921000000,0.999256022
2922000000,0.998377152
2923000000,0.998037838
2924000000,0.998917501
2925000000,0.998979777
2926000000,0.998489177
2927000000,0.999132773
2928000000,0.999649408
2929000000,0.999377384
2930000000,0.99911608
2931000000,0.999304724
2932000000,1.000002671
2933000000,1.000124131
2934000000,0.999626567
2935000000,0.999718359
2936000000,1.00039982
2937000000,1.00029816
2938000000,0.999800675
2939000000,0.998745851
2940000000,0.999105941
2941000000,0.999456092
