xdata,ydata
2700000000,0.99994195
2701000000,0.999734166
2702000000,1.001017189
2703000000,0.999748286
2704000000,0.999716554
2705000000,0.999538327
2706000000,0.999869808
2707000000,1.000185053
2708000000,1.000570902
2709000000,0.999634226
2710000000,0.998942672
2711000000,0.999313432
2712000000,1.000421673
2713000000,1.000513539
2714000000,1.000854314
2715000000,0.999699953
2716000000,1.000512846
2717000000,0.999792663
2718000000,0.998871853
2719000000,1.000195479
2720000000,0.99881032
2721000000,1.000197378
2722000000,0.99943918
2723000000,1.001320046
2724000000,0.999931367
2725000000,0.999265671
2726000000,1.000851205
2727000000,0.999172754
2728000000,1.001637622
2729000000,0.999847572
2730000000,1.000338785
2731000000,1.001251628
2732000000,1.000115662
2733000000,1.000622716
2734000000,0.998844555
2735000000,0.998117809
2736000000,1.000432985
2737000000,0.999119241
2738000000,1.001903637
2739000000,1.001518065
2740000000,1.001822192
2741000000,1.00064388
2742000000,0.999878744
2743000000,1.001331819
2744000000,0.998264365
2745000000,1.00144488
2746000000,1.001066548
2747000000,0.999609192
2748000000,0.999320286
2749000000,1.000120746
2750000000,0.998918859
2751000000,1.000750195
2752000000,1.00135091
2753000000,0.998995417
2754000000,0.999254391
2755000000,0.998791044
2756000000,1.000496445
2757000000,0.999375334
2758000000,0.999445636
2759000000,1.001002565
2760000000,1.000171804
2761000000,1.000633608
2762000000,0.999529084
2763000000,0.999923365
2764000000,1.000982332
2765000000,0.999907112
2766000000,0.998565823
2767000000,1.000010355
2768000000,0.998716633
2769000000,1.000245527
2770000000,1.001127203
2771000000,1.000525204
2772000000,0.999149706
2773000000,0.999811076
2774000000,0.999157924
2775000000,0.998782036
2776000000,0.99947596
2777000000,1.000253827
2778000000,0.999526879
2779000000,0.999226213
2780000000,0.999615512
2781000000,0.999140788
2782000000,1.000554447
2783000000,0.998648145
2784000000,0.998552008
2785000000,0.999989941
2786000000,0.998616805
2787000000,0.999462325
2788000000,0.999120267
2789000000,0.997568975
2790000000,0.998655652
2791000000,0.998887564
2792000000,0.999608974
2793000000,0.999570257
2794000000,0.998351404
2795000000,1.000221698
2796000000,0.999816928
2797000000,0.999467764
2798000000,0.999159978
2799000000,0.999559151
2800000000,0.99776778
2801000000,0.998625896
2802000000,1.000708944
2803000000,0.999810509
2804000000,0.998290866
2805000000,0.998993503
2806000000,0.999207418
2807000000,0.999215227
