,W,I
1283,660.6203086,22.85
1284,660.7059094,33.4
1285,660.7915093,21.85
1286,660.8771083,9.5
1287,660.9627063,11.8
1288,661.0483033,-9.9
1289,661.1338994,30.05
1290,661.2194946,8.15
1291,661.3050888,-8.85
1292,661.390682,-2.35
1293,661.4762743,5.05
1294,661.5618657,-16.3
1295,661.647456,-14.35
1296,661.7330455,5.45
1297,661.8186339,19.05
1298,661.9042215,24.2
1299,661.989808,4.05
1300,662.0753936,8.6
1301,662.1609783,2.9
1302,662.246562,10.1
1303,662.3321447,15.25
1304,662.4177265,1.6
1305,662.5033074,-1.4
1306,662.5888873,-20.2
1307,662.6326692,56.25
1308,662.7190418,60.35
1309,662.8054136,73.2
1310,662.8917847,38.7
1311,662.978155,17.6
1312,663.0645245,23.75
1313,663.1508933,6.85
1314,663.2372613,28.5
1315,663.3236285,21.35
1316,663.4099949,25.9
1317,663.4963605,21.95
1318,663.5827254,25
1319,663.6690895,42.2
1320,663.7554528,34.3
1321,663.8418154,27.5
1322,663.9281771,8.55
1323,664.0145381,-6.25
1324,664.1008984,25.8
1325,664.1872578,54.5
1326,664.2736165,50.85
1327,664.3599743,2.3
1328,664.4463315,18.35
1329,664.5326878,8.5
1330,664.6190433,13.8
1331,664.7053981,34.7
1332,664.7917521,24.55
1333,664.8781053,40.6
1334,664.9644578,7.8
1335,665.0508094,32.9
1336,665.1371603,35
1337,665.2235104,1.15
1338,665.3098597,19.05
1339,665.3962083,33.05
1340,665.4825561,0.3
1341,665.568903,14.3
1342,665.6552493,33.6
1343,665.7415947,26.85
1344,665.8279393,12.65
1345,665.9142832,29.55
1346,666.0006263,26.25
1347,666.0869686,38.2
1348,666.1733101,-28.85
1349,666.2596509,-33.55
1350,666.3459908,32.3
1351,666.43233,9.35
1352,666.5186684,20.2
1353,666.605006,35.05
1354,666.6913428,9.3
1355,666.7776789,16.05
1356,666.8640142,30.85
1357,666.9503487,-8.7
1358,667.0366824,-39.25
1359,667.1230153,19.05
1360,667.2093474,11.85
1361,667.2956788,20.8
1362,667.3820094,24.8
1363,667.4683392,5.55
1364,667.5546682,-10.5
1365,667.6409964,4.75
1366,667.7273238,-3.9
1367,667.8136505,-7.8
1368,667.8999764,5.75
1369,667.9863014,9.95
1370,668.0726257,4.85
1371,668.1589493,65.6
1372,668.245272,9.4
1373,668.3315939,2.8
1374,668.4179151,-3.2
1375,668.5042355,-6.55
1376,668.5905551,-6.15
1377,668.6768739,15.45
1378,668.7631919,-5.1
1379,668.8495091,26.4
1380,668.9358256,-12.9
1381,669.0221412,14.95
1382,669.1084561,-36.3
1383,669.1947702,14.45
1384,669.2810835,-3.15
1385,669.367396,7.85
1386,669.4537077,-3.15
1387,669.5400186,-1.35
1388,669.6263288,18.1
1389,669.7126381,-29.4
1390,669.7989467,17.1
1391,669.8852545,-8.9
1392,669.9715615,-22.75
1393,670.0578677,29.75
1394,670.1441731,23.85
1395,670.2304777,-4.2
1396,670.3167816,18.85
1397,670.4030846,-17.5
1398,670.4893869,21.5
1399,670.5756883,-31.05
1400,670.661989,-20.65
1401,670.7482889,-2.25
1402,670.834588,-1.1
1403,670.9208863,41.3
1404,671.0071838,-17.45
1405,671.0934806,9
1406,671.1797765,6.5
1407,671.2660716,20.45
1408,671.352366,1.9
1409,671.4386595,3.7
1410,671.5249523,8.7
1411,671.6112443,-7.5
1412,671.6975355,25.8
1413,671.7838259,-15.6
1414,671.8701155,-12.6
1415,671.9564043,4.3
1416,672.0426923,10.7
1417,672.1289795,48.3
1418,672.215266,19
1419,672.3015516,7.1
1420,672.3878364,0.85
1421,672.4741205,-19.9
1422,672.5604037,-21.3
1423,672.6466862,35.4
1424,672.7329679,3.25
1425,672.8192487,-34.65
1426,672.9055288,35.05
1427,672.9918081,-24.85
1428,673.0780866,26.4
1429,673.1643643,28.2
1430,673.2506412,25.45
1431,673.3369173,0.1
1432,673.4231926,5.25
1433,673.5094671,25.8
1434,673.5957408,22.05
1435,673.6820138,-6.9
1436,673.7682859,1.2
1437,673.8545572,-7.95
1438,673.9408277,28.25
1439,674.0270975,17.3
1440,674.1133664,31.7
1441,674.1996345,15.95
1442,674.2859019,-4.4
1443,674.3721684,0.75
1444,674.4584342,46.95
1445,674.5446991,-7.25
1446,674.6309633,2.25
1447,674.7172266,4.05
1448,674.8034892,-6.8
1449,674.889751,13.2
1450,674.9760119,-45.35
1451,675.0622721,10.15
1452,675.1485314,16
1453,675.23479,15.3
1454,675.3210478,18.5
1455,675.4073047,-0.2
1456,675.4935609,13
1457,675.5798163,-3.45
1458,675.6660708,30.5
1459,675.7523246,2.3
1460,675.8385775,20.2
1461,675.9248297,-37.25
1462,676.0110811,21.25
1463,676.0973316,31.45
1464,676.1835814,-11.9
1465,676.2698303,51.55
1466,676.3560785,-5.95
1467,676.4423259,44
1468,676.5285724,39.4
1469,676.6148182,0.3
1470,676.7010631,-10.05
1471,676.7873073,-22.1
1472,676.8735506,13
1473,676.9597931,-2.7
1474,677.0460349,17.25
1475,677.1322758,-18.2
1476,677.218516,34.1
1477,677.3047553,24.9
1478,677.3909938,23.95
1479,677.4772315,7.1
1480,677.5634685,7.55
1481,677.6497046,25.4
1482,677.7359399,-1.75
1483,677.8221744,-34.4
1484,677.9084081,1.6
1485,677.994641,3
1486,678.0808731,21
1487,678.1671044,8.05
1488,678.2533348,25.5
1489,678.3395645,-40
1490,678.4257934,35.3
1491,678.5120214,15.3
1492,678.5982487,32.8
1493,678.6844752,10.65
1494,678.7707008,3.3
1495,678.8569256,25
1496,678.9431497,25.15
1497,679.0293729,2.8
1498,679.1155953,32.7
1499,679.2018169,57.85
1500,679.2880377,-6.8
1501,679.3742577,18.85
1502,679.4604769,9.7
1503,679.5466953,6.85
1504,679.6329129,23.05
1505,679.7191296,8.9
1506,679.8053456,-9.8
1507,679.8915607,-1.2
1508,679.9777751,-12.05
1509,680.0639886,20.95
1510,680.1502013,-9.75
1511,680.2364132,-4.1
1512,680.3226244,24.25
1513,680.4088346,-5.65
1514,680.4950441,18.35
1515,680.5812528,31
1516,680.6674607,7.2
1517,680.7536677,16.35
1518,680.839874,9.55
1519,680.9260794,-5.7
1520,681.012284,-7.6
1521,681.0984878,17.05
1522,681.1846908,43.9
1523,681.270893,-12.15
1524,681.3570944,21.8
1525,681.4432949,-37.6
1526,681.5294947,-7.6
1527,681.6156936,40
1528,681.7018918,-27.65
1529,681.7880891,26.85
1530,681.8742856,26.2
1531,681.9604813,28.15
1532,682.0466762,11.7
1533,682.1328702,-3.25
1534,682.2190635,45.7
1535,682.3052559,54.2
1536,682.3914475,17.75
1537,682.4776383,9.85
1538,682.5638283,2.05
1539,682.6500175,16.95
1540,682.7362059,26.15
1541,682.8223934,14
1542,682.9085802,27.05
1543,682.9947661,19.25
1544,683.0809512,-5.4
1545,683.1671355,7.3
1546,683.253319,13.3
1547,683.3395016,-8.45
1548,683.4256835,-10.7
1549,683.5118645,-10.2
1550,683.5980447,0.9
1551,683.6842241,11.95
1552,683.7704027,33.4
1553,683.8565805,50.2
1554,683.9427574,1.65
1555,684.0289336,4.2
1556,684.1151089,-27.75
1557,684.2012834,-2.75
1558,684.2874571,-18.3
1559,684.3736299,28.35
1560,684.459802,9.2
1561,684.5459732,25.4
1562,684.6321436,15.9
1563,684.7183132,-13.95
1564,684.804482,-3.15
1565,684.8906499,-10.6
1566,684.9768171,4.25
1567,685.0629834,-4.35
1568,685.1491489,25.7
1569,685.2353136,-22.2
1570,685.3214774,11.8
1571,685.4076404,26.9
1572,685.4938027,10.3
1573,685.5799641,2.15
1574,685.6661246,3.2
1575,685.7522844,28.2
1576,685.8384433,11.3
1577,685.9246015,7.3
1578,686.0107588,-12.5
1579,686.0969152,19.75
1580,686.1830709,-15.8
1581,686.2692257,-21.2
1582,686.3553797,26.65
1583,686.4415329,20.9
1584,686.5276853,40.95
1585,686.6138368,11.3
1586,686.6999875,-17.9
1587,686.7861374,35.9
1588,686.8722865,-20.1
1589,686.9584348,-4.6
1590,687.0445822,-20.85
1591,687.1307288,-17.5
1592,687.2168746,35.95
1593,687.3030196,44.6
1594,687.3891637,27.1
1595,687.475307,14.35
1596,687.5614495,11.65
1597,687.6475912,-10.2
1598,687.733732,-17.95
1599,687.819872,38.75
1600,687.9060112,38.3
1601,687.9921496,15.1
1602,688.0782871,-10.4
1603,688.1644239,23.35
1604,688.2505598,-8.05
1605,688.3366948,22.7
1606,688.4228291,-41.6
1607,688.5089625,18.4
1608,688.5950951,-20.3
1609,688.6812268,13.8
1610,688.7673578,-12.85
1611,688.8534879,9.7
1612,688.9396172,67.5
1613,689.0257456,18.65
1614,689.1118732,-22.15
1615,689.198,6.7
1616,689.284126,-11.1
1617,689.3702512,-34.15
1618,689.4563755,7.25
1619,689.542499,1.65
1620,689.6286216,-5.05
1621,689.7147435,9.1
1622,689.8008645,28.3
1623,689.8869847,-16.7
1624,689.973104,24.6
1625,690.0592225,10.5
1626,690.1453402,-7.2
1627,690.2314571,8.9
1628,690.3175731,15.75
1629,690.4036883,4.3
1630,690.4898027,15.35
1631,690.5759162,36.3
1632,690.6620289,40.35
1633,690.7481408,17.9
1634,690.8342519,26.65
1635,690.9203621,34.85
1636,691.0064715,27.75
1637,691.09258,4.85
1638,691.1786878,13.7
1639,691.2647946,27.8
1640,691.3509007,35.8
1641,691.4370059,34.85
1642,691.5231103,26.45
1643,691.6092139,-3
1644,691.6953166,52.95
1645,691.7814185,13.55
1646,691.8675196,-22.75
1647,691.9536199,-5.35
1648,692.0397193,-5.95
1649,692.1258178,0.7
1650,692.2119156,22.2
1651,692.2980125,53.8
1652,692.3841085,31.4
1653,692.4702038,24.1
1654,692.5562982,-12.05
1655,692.6423917,39.4
1656,692.7284845,-4.26E-14
1657,692.8145764,5.7
1658,692.9006674,3.9
1659,692.9867577,30.45
1660,693.0728471,10.9
1661,693.1589356,-6.65
1662,693.2450234,3.9
1663,693.3311102,39.35
1664,693.4171963,27.45
1665,693.5032815,3.35
1666,693.5893659,-0.85
1667,693.6754494,-28.7
1668,693.7615321,16.35
1669,693.847614,28.65
1670,693.9336951,-0.85
1671,694.0197753,13.8
1672,694.1058546,6.35
1673,694.1919331,-51.8
1674,694.2780108,11.15
1675,694.3640877,-7.7
1676,694.4501637,31.7
1677,694.5362389,-2.05
1678,694.6223132,5.2
1679,694.7083867,0.45
1680,694.7944593,44.7
1681,694.8805312,33.9
1682,694.9666021,33.7
1683,695.0526723,34.35
1684,695.1387416,40.65
1685,695.22481,21.2
1686,695.3108777,44.8
1687,695.3969445,22.05
1688,695.4830104,3.25
1689,695.5690755,30.5
1690,695.6551398,7.4
1691,695.7412032,64.65
1692,695.8272658,44.25
1693,695.9133275,-27
1694,695.9993884,45.6
1695,696.0854485,55.65
1696,696.1715077,33.9
1697,696.2575661,25.5
1698,696.3436236,36.65
1699,696.4296803,21.9
1700,696.5157361,59.3
1701,696.6017911,16.65
1702,696.6878453,3.9
1703,696.7738986,15
1704,696.8599511,29.9
1705,696.9460028,40.35
1706,697.0320536,43.9
1707,697.1181035,19.35
1708,697.2041526,12.4
1709,697.2902009,24.9
1710,697.3762483,22.15
1711,697.4622949,29.55
1712,697.5483406,42.2
1713,697.6343855,20.5
1714,697.7204296,76.5
1715,697.8064728,-3.95
1716,697.8925151,36.1
1717,697.9785566,24.95
1718,698.0645973,23.3
1719,698.1506371,-0.6
1720,698.2366761,35.9
1721,698.3227142,-0.35
1722,698.4087515,10.35
1723,698.4947879,24.05
1724,698.5808235,20
1725,698.6668583,14.9
1726,698.7528922,41.1
1727,698.8389252,41.05
1728,698.9249574,40.3
1729,699.0109888,35.35
1730,699.0970193,10.5
1731,699.183049,46.7
1732,699.2690778,-2.6
1733,699.3551058,-29.45
1734,699.4411329,-4.25
1735,699.5271592,37.55
1736,699.6131846,35.9
1737,699.6992092,29.3
1738,699.7852329,22.1
1739,699.8712558,28.25
1740,699.9572778,3.6
1741,700.043299,1.8
1742,700.1293193,51.1
1743,700.2153388,24.95
1744,700.3013574,68.9
1745,700.3873752,32.65
1746,700.4733922,8.65
1747,700.5594082,33.75
1748,700.6454235,10.65
1749,700.7314379,17.6
1750,700.8174514,8.35
1751,700.9034641,44.45
1752,700.9894759,59.3
1753,701.0754869,36.8
1754,701.161497,41.55
1755,701.2475063,22.3
1756,701.3335147,14.5
1757,701.4195223,54.15
1758,701.505529,8.25
1759,701.5915349,28.15
1760,701.6775399,36.3
1761,701.7635441,33.6
1762,701.8495474,8.2
1763,701.9355499,28.45
1764,702.0215515,40.85
1765,702.1075522,24.35
1766,702.1935521,24.05
1767,702.2795512,28.35
1768,702.3655494,15.6
1769,702.4515467,26.35
1770,702.5375432,10.05
1771,702.6235388,42.7
1772,702.7095336,1.15
1773,702.7955275,45.15
1774,702.8815206,-8.65
1775,702.9675128,-3.15
1776,703.0535042,22.55
1777,703.1394947,21.4
1778,703.2254843,25.4
1779,703.3114731,34.65
1780,703.397461,12.5
1781,703.4834481,-22.6
1782,703.5694344,11.75
1783,703.6554197,13.25
1784,703.7414042,34.3
1785,703.8273879,39.95
1786,703.9133707,72.5
1787,703.9993526,79.1
1788,704.0853337,-1.05
1789,704.1713139,36.6
1790,704.2572933,-3
1791,704.3432718,7.65
1792,704.4292495,33.55
1793,704.5152263,-4.6
1794,704.6012022,27.9
1795,704.6871773,-24.95
1796,704.7731515,7
1797,704.8591249,-3.55
1798,704.9450974,12.25
1799,705.031069,35
1800,705.1170398,35.35
1801,705.2030098,52.15
1802,705.2889788,32.15
1803,705.374947,49
1804,705.4609144,13
1805,705.5468809,10.75
1806,705.6328465,55
1807,705.7188113,23.8
1808,705.8047752,26.55
1809,705.8907382,72.15
1810,705.9767004,44.85
1811,706.0626617,-7.5
1812,706.1486222,13.15
1813,706.2345818,33.75
1814,706.3205405,35.9
1815,706.4064984,63.6
1816,706.4924554,45.5
1817,706.5784116,38.35
1818,706.6643669,25.05
1819,706.7503213,13.7
1820,706.8362749,74.05
1821,706.9222276,51.35
1822,707.0081794,47.1
1823,707.0941304,56.6
1824,707.1800805,52.6
1825,707.2660298,70.25
1826,707.3519782,14.2
1827,707.4379257,53.8
1828,707.5238723,41.3
1829,707.6098181,65.95
1830,707.6957631,15.05
1831,707.7817071,18.4
1832,707.8676503,27.6
1833,707.9535927,59.7
1834,708.0395342,16.05
1835,708.1254748,40.6
1836,708.2114145,39.2
1837,708.2973534,65.85
1838,708.3832914,46.3
1839,708.4692285,49.8
1840,708.5551648,1.2
1841,708.6411002,34.5
1842,708.7270348,62.45
1843,708.8129685,44.05
1844,708.8989013,84.8
1845,708.9848332,28.75
1846,709.0707643,60.9
1847,709.1566945,28.05
1848,709.2426239,29.4
1849,709.3285524,46.1
1850,709.41448,46.1
1851,709.5004067,70.6
1852,709.5863326,90.85
1853,709.6722576,19.5
1854,709.7581817,32.5
1855,709.844105,22.05
1856,709.9300274,62.65
1857,710.0159489,50.45
1858,710.1018696,88.6
1859,710.1877894,71
1860,710.2737083,35.3
1861,710.3596264,84.75
1862,710.4455435,52.3
1863,710.5314599,81.45
1864,710.6173753,27.55
1865,710.7032899,52
1866,710.7892036,38.2
1867,710.8751164,53.85
1868,710.9610284,69.4
1869,711.0469395,56.15
1870,711.1328497,15.75
1871,711.218759,69.3
1872,711.3046675,72.25
1873,711.3905751,66.95
1874,711.4764819,56.3
1875,711.5623877,40.7
1876,711.6482927,26.3
1877,711.7341968,107.05
1878,711.8201001,83.15
1879,711.9060025,36.7
1880,711.991904,72.6
1881,712.0778046,28.25
1882,712.1637043,94.05
1883,712.2496032,65.45
1884,712.3355012,49.55
1885,712.4213984,41.7
1886,712.5072946,45.25
1887,712.59319,76
1888,712.6790845,106.65
1889,712.7649781,40.65
1890,712.8508709,30.95
1891,712.9367628,45.55
1892,713.0226538,67.2
1893,713.1085439,7.2
1894,713.1944332,64.2
1895,713.2803216,55.2
1896,713.3662091,76
1897,713.4520957,59.55
1898,713.5379815,70.05
1899,713.6238664,78.25
1900,713.7097504,85
1901,713.7956335,114.2
1902,713.8815158,72.5
1903,713.9673972,85.65
1904,714.0532777,109.7
1905,714.1391573,35.9
1906,714.225036,67.1
1907,714.3109139,86.75
1908,714.3967909,90.45
1909,714.482667,83.65
1910,714.5685422,65.35
1911,714.6544166,103.95
1912,714.7402901,63
1913,714.8261627,47.4
1914,714.9120344,73.15
1915,714.9979052,133.85
1916,715.0837752,94.65
1917,715.1696443,69.3
1918,715.2555125,99.15
1919,715.3413798,107.6
1920,715.4272463,53.85
1921,715.5131118,106.25
1922,715.5989765,89.15
1923,715.6848403,99.7
1924,715.7707032,97.5
1925,715.8565653,81.55
1926,715.9424264,91.9
1927,716.0282867,84.9
1928,716.1141461,65.95
1929,716.2000047,75.55
1930,716.2858623,96.2
1931,716.371719,86.15
1932,716.4575749,78.55
1933,716.5434299,74.2
1934,716.629284,132.4
1935,716.7151373,67.3
1936,716.8009896,113.65
1937,716.8868411,95.4
1938,716.9726917,76.05
1939,717.0585414,77.9
1940,717.1443902,116.15
1941,717.2302381,105.9
1942,717.3160852,99
1943,717.4019313,105.15
1944,717.4877766,108.3
1945,717.573621,104.95
1946,717.6594645,52
1947,717.7453072,128.25
1948,717.8311489,118.9
1949,717.9169898,66.35
1950,718.0028297,91.3
1951,718.0886688,47.25
1952,718.174507,91.55
1953,718.2603444,62.95
1954,718.3461808,144.9
1955,718.4320163,72.05
1956,718.517851,74.85
1957,718.6036848,110.6
1958,718.6895177,81.55
1959,718.7753497,95.6
1960,718.8611808,105.4
1961,718.947011,106.5
1962,719.0328404,125.9
1963,719.1186688,116.7
1964,719.2044964,151.2
1965,719.2903231,147.15
1966,719.3761489,110.15
1967,719.4619738,121.95
1968,719.5477978,130.35
1969,719.6336209,160.8
1970,719.7194432,131.7
1971,719.8052645,129.1
1972,719.891085,72.65
1973,719.9769046,121.85
1974,720.0627233,109.15
1975,720.1485411,128.4
1976,720.234358,139.95
1977,720.320174,149.2
1978,720.4059892,172.1
1979,720.4918034,103.35
1980,720.5776168,129.15
1981,720.6634292,148.85
1982,720.7492408,161.25
1983,720.8350515,169.3
1984,720.9208613,139.6
1985,721.0066702,150.15
1986,721.0924782,192.25
1987,721.1782853,142.4
1988,721.2640915,155.85
1989,721.3498969,147.45
1990,721.4357013,160.2
1991,721.5215049,158.3
1992,721.6073075,160.4
1993,721.6931093,179.95
1994,721.7789102,154.85
1995,721.8647101,165.8
1996,721.9505092,137.6
1997,722.0363074,206.45
1998,722.1221047,228.2
1999,722.2079012,210.95
2000,722.2936967,148.4
2001,722.3794913,176.2
2002,722.465285,224.75
2003,722.5510779,188.1
2004,722.6368698,166.75
2005,722.7226609,193.8
2006,722.808451,211.4
2007,722.8942403,169.85
2008,722.9800287,167.95
2009,723.0658161,152.25
2010,723.1516027,215.55
2011,723.2373884,257.2
2012,723.3231732,185.45
2013,723.4089571,202.25
2014,723.4947401,227.35
2015,723.5805222,231.55
2016,723.6663034,199.65
2017,723.7520837,238.9
2018,723.8378631,174.65
2019,723.9236416,167.15
2020,724.0094192,239
2021,724.0951959,206.5
2022,724.1809718,259.6
2023,724.2667467,231.2
2024,724.3525207,221.35
2025,724.4382938,272.05
2026,724.5240661,201.1
2027,724.6098374,239.65
2028,724.6956079,284.6
2029,724.7813774,290.65
2030,724.867146,201.2
2031,724.9529138,236.8
2032,725.0386806,190.05
2033,725.1244466,244.35
2034,725.2102116,290.15
2035,725.2959758,262.55
2036,725.381739,284.4
2037,725.4675014,247.7
2038,725.5532628,230.05
2039,725.6390234,271.65
2040,725.724783,257.55
2041,725.8105418,295.7
2042,725.8962996,308.15
2043,725.9820565,282.5
2044,726.0678126,301.05
2045,726.1535677,258.55
2046,726.239322,283.5
2047,726.3250753,289.05
2048,726.4108278,246.9
2049,726.4965793,296.55
2050,726.5823299,315.15
2051,726.6680797,258.95
2052,726.7538285,297.95
2053,726.8395764,318.25
2054,726.9253235,300.3
2055,727.0110696,289.35
2056,727.0968148,337.4
2057,727.1825591,372.95
2058,727.2683026,346.2
2059,727.3540451,378.9
2060,727.4397867,301.85
2061,727.5255274,275.35
2062,727.6112672,351.85
2063,727.6970061,353.6
2064,727.7827441,349.65
2065,727.8684812,343.15
2066,727.9542174,378.8
2067,728.0399527,377.05
2068,728.125687,388.6
2069,728.2114205,406.65
2070,728.2971531,413.85
2071,728.3828847,322.4
2072,728.4686155,383.65
2073,728.5543453,425.5
2074,728.6400743,376.3
2075,728.7258023,390.2
2076,728.8115294,392.75
2077,728.8972557,448.2
2078,728.982981,428.1
2079,729.0687054,469.05
2080,729.1544289,396.8
2081,729.2401515,412.7
2082,729.3258732,374.15
2083,729.411594,418.55
2084,729.4973139,459.8
2085,729.5830328,478.05
2086,729.6687509,436.25
2087,729.754468,460
2088,729.8401843,481.5
2089,729.9258996,432.35
2090,730.0116141,510.85
2091,730.0973276,469.05
2092,730.1830402,496.75
2093,730.2687519,431.15
2094,730.3544627,438.2
2095,730.4401726,469.8
2096,730.5258815,499.7
2097,730.6115896,483.55
2098,730.6972967,520.35
2099,730.783003,477.2
2100,730.8687083,462.5
2101,730.9544127,530.05
2102,731.0401162,528.85
2103,731.1258188,530.45
2104,731.2115205,517.35
2105,731.2972213,500.05
2106,731.3829212,578.45
2107,731.4686201,526.3
2108,731.5543182,534.8
2109,731.6400153,550.2
2110,731.7257115,571.25
2111,731.8114068,513.8
2112,731.8971012,602.45
2113,731.9827947,619.15
2114,732.0684873,557.05
2115,732.154179,575.35
2116,732.2398697,584.9
2117,732.3255595,592.1
2118,732.4112484,581.3
2119,732.4969365,593.4
2120,732.5826235,623.5
2121,732.6683097,652.7
2122,732.753995,652.45
2123,732.8396793,653.25
2124,732.9253628,684
2125,733.0110453,647.05
2126,733.0967269,626.25
2127,733.1824076,744.5
2128,733.2680874,654.05
2129,733.3537662,702.45
2130,733.4394442,711.85
2131,733.5251212,671.15
2132,733.6107973,768.15
2133,733.6964725,762.9
2134,733.7821468,760.5
2135,733.8678202,782.1
2136,733.9534926,857.7
2137,734.0391642,808.7
2138,734.1248348,813.15
2139,734.2105045,798
2140,734.2961733,932.55
2141,734.3818411,879.95
2142,734.4675081,901.8
2143,734.5531741,904.45
2144,734.6388392,992.35
2145,734.7245034,941.5
2146,734.8101667,1014.55
2147,734.895829,1001.6
2148,734.9814905,1025.1
2149,735.067151,1065.4
2150,735.1528106,1096.5
2151,735.2384693,1030.85
2152,735.3241271,1090.7
2153,735.4097839,1124.4
2154,735.4954398,1250.6
2155,735.5810948,1239.35
2156,735.6667489,1219.85
2157,735.7524021,1279.3
2158,735.8380543,1359.2
2159,735.9237057,1400.2
2160,736.0093561,1409.45
2161,736.0950056,1495.55
2162,736.1806541,1405.5
2163,736.2663018,1528.5
2164,736.3519485,1555.85
2165,736.4375943,1629.6
2166,736.5232392,1660.9
2167,736.6088831,1734.85
2168,736.6945262,1747.55
2169,736.7801683,1879.15
2170,736.8658095,1808.75
2171,736.9514498,1897.95
2172,737.0370891,1947.15
2173,737.1227275,2038.65
2174,737.208365,2172.5
2175,737.2940016,2189.05
2176,737.3796373,2310.5
2177,737.465272,2381.95
2178,737.5509058,2460
2179,737.6365387,2451.4
2180,737.7221707,2593.15
2181,737.8078017,2651.7
2182,737.8934318,2717.5
2183,737.979061,2729.8
2184,738.0646893,2858.8
2185,738.1503166,2959.4
2186,738.2359431,2990.55
2187,738.3215686,3093.3
2188,738.4071931,3059.65
2189,738.4928168,3131.15
2190,738.5784395,3262.25
2191,738.6640613,3318.7
2192,738.7496821,3307.95
2193,738.8353021,3291
2194,738.9209211,3301.1
2195,739.0065392,3397.85
2196,739.0921563,3456.85
2197,739.1777726,3420.85
2198,739.2633879,3410.95
2199,739.3490023,3460.9
2200,739.4346157,3299.5
2201,739.5202282,3332.8
2202,739.6058398,3271.05
2203,739.6914505,3212.2
2204,739.7770602,3147.9
2205,739.8626691,3128.35
2206,739.9482769,3100.8
2207,740.0338839,3012.15
2208,740.1194899,2905.45
2209,740.205095,2857.5
2210,740.2906992,2856
2211,740.3763025,2702.85
2212,740.4619048,2764.4
2213,740.5475062,2611.85
2214,740.6331066,2591.4
2215,740.7187061,2543.05
2216,740.8043047,2445.45
2217,740.8899024,2423.05
2218,740.9754991,2377.3
2219,741.0610949,2272.05
2220,741.1466898,2207.25
2221,741.2322838,2184
2222,741.3178768,2165.25
2223,741.4034689,2068.95
2224,741.48906,2075.85
2225,741.5746502,1991.45
2226,741.6602395,1911.85
2227,741.7458279,1873
2228,741.8314153,1768.6
2229,741.9170018,1764.1
2230,742.0025873,1812.95
2231,742.088172,1736.2
2232,742.1737557,1686.75
2233,742.2593384,1699.1
2234,742.3449203,1634.6
2235,742.4305012,1675.05
2236,742.5160811,1586.35
2237,742.6016602,1535.3
2238,742.6872383,1460.25
2239,742.7728154,1470.15
2240,742.8583916,1412.4
2241,742.9439669,1419.45
2242,743.0295413,1367.55
2243,743.1151147,1364.5
2244,743.2006872,1358.8
2245,743.2862588,1324.15
2246,743.3718294,1301.8
2247,743.4573991,1291.15
2248,743.5429678,1244.05
2249,743.6285357,1169.7
2250,743.7141025,1212.7
2251,743.7996685,1213.05
2252,743.8852335,1140.35
2253,743.9707976,1182.6
2254,744.0563607,1098.35
2255,744.1419229,1128.4
2256,744.2274842,1078.25
2257,744.3130445,1101.8
2258,744.3986039,1042.45
2259,744.4841623,1043.15
2260,744.5697199,1021.85
2261,744.6552764,1024.2
2262,744.7408321,999.1
2263,744.8263868,984.65
2264,744.9119406,993.25
2265,744.9974934,1002.6
2266,745.0830453,915.05
2267,745.1685962,981.95
2268,745.2541462,864.85
2269,745.3396953,923.45
2270,745.4252434,842.15
2271,745.5107906,850.95
2272,745.5963369,920.5
2273,745.6818822,843.55
2274,745.7674266,811.75
2275,745.85297,830.05
2276,745.9385125,785.7
2277,746.0240541,777.8
2278,746.1095947,789.85
2279,746.1951344,763.8
2280,746.2806731,744.6
2281,746.3662109,728.5
2282,746.4517478,757.9
2283,746.5372837,719.3
2284,746.6228187,708.9
2285,746.7083527,713.5
2286,746.7938858,741.75
2287,746.8794179,743.1
2288,746.9649491,687.6
2289,747.0504794,686.25
2290,747.1360087,616.45
2291,747.2215371,684.05
2292,747.3070645,643.95
2293,747.392591,728
2294,747.4781166,670.05
2295,747.5636412,649.65
2296,747.6491648,684.8
2297,747.7346876,700.55
2298,747.8202093,640.75
2299,747.9057302,620.65
2300,747.9912501,667.65
2301,748.076769,586
2302,748.162287,657.95
2303,748.2478041,598.35
2304,748.3333202,671.6
2305,748.4188354,542.75
2306,748.5043496,643.8
2307,748.5898629,577.75
2308,748.6753752,578.7
2309,748.7608866,597.7
2310,748.846397,576.7
2311,748.9319065,611.75
2312,749.0174151,556.8
2313,749.1029227,553.85
2314,749.1884293,597.85
2315,749.273935,540.85
2316,749.3594398,531.9
2317,749.4449436,591.7
2318,749.5304465,586.35
2319,749.6159484,534.1
2320,749.7014494,606.55
2321,749.7869494,533.95
2322,749.8724485,575.6
2323,749.9579466,577.55
2324,750.0434438,555.55
2325,750.12894,507.85
2326,750.2144353,528.55
2327,750.2999297,537.5
2328,750.3854231,579.7
2329,750.4709155,528.4
2330,750.556407,539.35
2331,750.6418976,493.5
2332,750.7273871,514.1
2333,750.8128758,503.6
2334,750.8983635,613.85
2335,750.9838502,581.7
2336,751.069336,523.3
2337,751.1548209,508.75
2338,751.2403048,548.55
2339,751.3257877,522.6
2340,751.4112697,528.55
2341,751.4967508,550.45
2342,751.5822309,534.6
2343,751.66771,526.5
2344,751.7531882,547.9
2345,751.8386654,596.3
2346,751.9241417,475.15
2347,752.009617,467.85
2348,752.0950914,552.8
2349,752.1805649,567.85
2350,752.2660373,563
2351,752.3515089,495.45
2352,752.4369794,471.3
