DEPTH,Ga,Sn,C
5.40E+01,6.35E+04,6.11E+07,1.23E+08
6.00E+01,1.09E+05,4.19E+07,2.55E+08
6.60E+01,1.43E+05,2.14E+07,2.51E+08
7.20E+01,1.69E+05,7.91E+06,2.37E+08
7.80E+01,1.76E+05,3.57E+06,2.27E+08
8.40E+01,2.00E+05,1.90E+06,2.21E+08
9.00E+01,2.03E+05,1.13E+06,2.17E+08
9.60E+01,2.28E+05,7.20E+05,2.15E+08
1.02E+02,2.45E+05,4.87E+05,2.14E+08
1.08E+02,2.74E+05,3.39E+05,2.13E+08
1.14E+02,2.98E+05,2.41E+05,2.12E+08
1.20E+02,3.45E+05,1.80E+05,2.10E+08
1.26E+02,3.89E+05,1.27E+05,2.08E+08
1.32E+02,4.57E+05,8.23E+04,2.05E+08
1.38E+02,5.11E+05,5.85E+04,1.99E+08
1.44E+02,5.97E+05,3.17E+04,1.92E+08
1.50E+02,6.59E+05,1.62E+04,1.84E+08
1.56E+02,7.18E+05,1.10E+04,1.74E+08
1.62E+02,7.63E+05,4.67E+03,1.64E+08
1.68E+02,7.97E+05,2.50E+03,1.51E+08
1.74E+02,8.27E+05,1.17E+03,1.38E+08
1.80E+02,8.03E+05,5.00E+02,1.26E+08
1.86E+02,7.96E+05,3.33E+02,1.13E+08
1.92E+02,7.60E+05,1.67E+02,1.01E+08
1.98E+02,6.96E+05,0.00E+00,8.85E+07
2.04E+02,6.93E+05,0.00E+00,7.66E+07
2.10E+02,6.07E+05,0.00E+00,6.61E+07
2.16E+02,5.45E+05,0.00E+00,5.59E+07
2.22E+02,4.72E+05,0.00E+00,4.67E+07
2.28E+02,4.09E+05,0.00E+00,3.87E+07
2.34E+02,3.26E+05,0.00E+00,3.21E+07
2.40E+02,2.85E+05,0.00E+00,2.65E+07
2.46E+02,2.21E+05,0.00E+00,2.16E+07
2.52E+02,1.74E+05,0.00E+00,1.76E+07
2.58E+02,1.34E+05,0.00E+00,1.42E+07
2.64E+02,1.07E+05,0.00E+00,1.16E+07
2.70E+02,8.37E+04,0.00E+00,9.35E+06
2.76E+02,6.25E+04,0.00E+00,7.60E+06
2.82E+02,4.18E+04,0.00E+00,6.07E+06
2.88E+02,3.05E+04,0.00E+00,4.90E+06
2.94E+02,2.23E+04,0.00E+00,4.00E+06
3.00E+02,1.45E+04,0.00E+00,3.34E+06
3.06E+02,9.83E+03,0.00E+00,2.71E+06
3.12E+02,6.33E+03,0.00E+00,2.26E+06
3.18E+02,4.33E+03,0.00E+00,1.79E+06
3.24E+02,3.00E+03,0.00E+00,1.45E+06
3.30E+02,1.50E+03,0.00E+00,1.23E+06
3.36E+02,8.33E+02,0.00E+00,1.04E+06
3.42E+02,1.00E+03,0.00E+00,8.65E+05
3.48E+02,3.33E+02,0.00E+00,6.93E+05
3.54E+02,0.00E+00,0.00E+00,5.68E+05
3.60E+02,3.33E+02,0.00E+00,4.57E+05
3.66E+02,0.00E+00,0.00E+00,3.54E+05
3.72E+02,0.00E+00,0.00E+00,2.91E+05
3.78E+02,0.00E+00,0.00E+00,2.24E+05
3.84E+02,0.00E+00,0.00E+00,1.84E+05
3.90E+02,0.00E+00,0.00E+00,1.49E+05
3.96E+02,0.00E+00,0.00E+00,1.13E+05
4.02E+02,0.00E+00,0.00E+00,8.70E+04
4.08E+02,0.00E+00,0.00E+00,7.53E+04
4.14E+02,0.00E+00,0.00E+00,5.35E+04
4.20E+02,0.00E+00,0.00E+00,4.10E+04
4.26E+02,0.00E+00,0.00E+00,2.63E+04
4.32E+02,0.00E+00,0.00E+00,1.90E+04
4.38E+02,0.00E+00,0.00E+00,1.77E+04
4.44E+02,0.00E+00,0.00E+00,1.23E+04
4.50E+02,0.00E+00,0.00E+00,8.50E+03
4.56E+02,0.00E+00,0.00E+00,3.50E+03
4.62E+02,0.00E+00,0.00E+00,3.83E+03
4.68E+02,0.00E+00,0.00E+00,2.00E+03
4.74E+02,0.00E+00,0.00E+00,1.00E+03
4.80E+02,0.00E+00,0.00E+00,1.50E+03
4.86E+02,0.00E+00,0.00E+00,6.67E+02
4.92E+02,0.00E+00,0.00E+00,1.00E+03
4.98E+02,0.00E+00,0.00E+00,1.00E+03
5.04E+02,0.00E+00,0.00E+00,0.00E+00
5.10E+02,0.00E+00,0.00E+00,0.00E+00
5.16E+02,0.00E+00,0.00E+00,0.00E+00
5.22E+02,0.00E+00,0.00E+00,0.00E+00
5.28E+02,0.00E+00,0.00E+00,0.00E+00
5.34E+02,0.00E+00,0.00E+00,0.00E+00
5.40E+02,0.00E+00,0.00E+00,0.00E+00
5.46E+02,0.00E+00,0.00E+00,0.00E+00
5.52E+02,0.00E+00,0.00E+00,0.00E+00
5.58E+02,0.00E+00,0.00E+00,0.00E+00
5.64E+02,0.00E+00,0.00E+00,0.00E+00
5.70E+02,0.00E+00,0.00E+00,0.00E+00
5.76E+02,0.00E+00,0.00E+00,0.00E+00
5.82E+02,0.00E+00,0.00E+00,0.00E+00
5.88E+02,0.00E+00,0.00E+00,0.00E+00
5.94E+02,0.00E+00,0.00E+00,0.00E+00
6.00E+02,0.00E+00,0.00E+00,0.00E+00
