DEPTH,Ga,Sn,C
601000.E-05,6585.43E-05,9749.80E-04,0000.00E+00
120100.E-04,8924.65E-05,1366.86E-03,0000.00E+00
180100.E-04,1032.11E-04,1709.47E-03,0000.00E+00
240100.E-04,1094.08E-04,1980.88E-03,0000.00E+00
300100.E-04,1140.87E-04,2209.91E-03,0000.00E+00
360100.E-04,1195.27E-04,2409.70E-03,0000.00E+00
420100.E-04,1238.41E-04,2556.63E-03,0000.00E+00
480100.E-04,1261.62E-04,2686.48E-03,0000.00E+00
540100.E-04,1290.49E-04,2791.91E-03,0000.00E+00
600100.E-04,1310.13E-04,2862.70E-03,0000.00E+00
660100.E-04,1315.18E-04,2911.61E-03,0000.00E+00
720100.E-04,1328.49E-04,2950.61E-03,0000.00E+00
780100.E-04,1334.71E-04,2981.36E-03,0000.00E+00
840100.E-04,1335.82E-04,2992.74E-03,0000.00E+00
900100.E-04,1341.95E-04,2986.68E-03,0000.00E+00
960100.E-04,1326.01E-04,2959.60E-03,0000.00E+00
102010.E-03,1311.57E-04,2923.34E-03,0000.00E+00
108010.E-03,1311.44E-04,2876.08E-03,0000.00E+00
114010.E-03,1287.35E-04,2822.28E-03,0000.00E+00
120010.E-03,1264.68E-04,2764.70E-03,0000.00E+00
126010.E-03,1247.01E-04,2697.82E-03,0000.00E+00
132010.E-03,1212.58E-04,2622.41E-03,0000.00E+00
138010.E-03,1175.45E-04,2537.13E-03,0000.00E+00
144010.E-03,1150.25E-04,2444.89E-03,0000.00E+00
150010.E-03,1110.14E-04,2346.54E-03,0000.00E+00
156010.E-03,1079.00E-04,2242.34E-03,0000.00E+00
162010.E-03,1043.06E-04,2145.48E-03,0000.00E+00
168010.E-03,9980.88E-05,2043.75E-03,0000.00E+00
174010.E-03,9597.13E-05,1936.19E-03,0000.00E+00
180010.E-03,9269.32E-05,1842.31E-03,0000.00E+00
186010.E-03,8855.51E-05,1745.64E-03,0000.00E+00
192010.E-03,8360.87E-05,1647.18E-03,0000.00E+00
198010.E-03,8041.36E-05,1545.23E-03,0000.00E+00
204010.E-03,7618.93E-05,1451.84E-03,0000.00E+00
210010.E-03,7333.54E-05,1359.19E-03,0000.00E+00
216010.E-03,6829.20E-05,1265.32E-03,0000.00E+00
222010.E-03,6507.84E-05,1173.46E-03,0000.00E+00
228010.E-03,6074.26E-05,1081.00E-03,0000.00E+00
