DEPTH,Ga,Sn,C
1.22E+01,9.18E+03,1.73E+07,3.75E+07
1.83E+01,2.13E+04,1.00E+07,1.27E+08
2.44E+01,2.21E+04,5.39E+06,1.46E+08
3.05E+01,2.89E+04,1.81E+06,1.56E+08
3.66E+01,2.90E+04,7.31E+05,1.65E+08
4.27E+01,3.59E+04,3.57E+05,1.74E+08
4.88E+01,3.95E+04,2.03E+05,1.82E+08
5.49E+01,4.00E+04,1.30E+05,1.91E+08
6.10E+01,4.79E+04,1.02E+05,1.99E+08
6.71E+01,5.92E+04,7.97E+04,2.06E+08
7.32E+01,6.64E+04,5.87E+04,2.14E+08
7.93E+01,9.03E+04,4.54E+04,2.20E+08
8.54E+01,1.33E+05,3.52E+04,2.26E+08
9.15E+01,1.90E+05,2.80E+04,2.31E+08
9.76E+01,2.56E+05,2.15E+04,2.33E+08
1.04E+02,3.46E+05,1.28E+04,2.34E+08
1.10E+02,4.51E+05,9.51E+03,2.33E+08
1.16E+02,5.70E+05,5.08E+03,2.29E+08
1.22E+02,6.75E+05,2.95E+03,2.23E+08
1.28E+02,7.99E+05,1.31E+03,2.15E+08
1.34E+02,8.86E+05,4.92E+02,2.04E+08
1.40E+02,9.37E+05,6.56E+02,1.92E+08
1.46E+02,9.99E+05,0.00E+00,1.78E+08
1.53E+02,1.03E+06,0.00E+00,1.63E+08
1.59E+02,1.01E+06,0.00E+00,1.48E+08
1.65E+02,9.80E+05,0.00E+00,1.33E+08
1.71E+02,9.40E+05,0.00E+00,1.17E+08
1.77E+02,8.89E+05,0.00E+00,1.02E+08
1.83E+02,7.98E+05,0.00E+00,8.79E+07
1.89E+02,7.06E+05,0.00E+00,7.53E+07
1.95E+02,6.17E+05,0.00E+00,6.39E+07
2.01E+02,5.29E+05,0.00E+00,5.36E+07
2.07E+02,4.50E+05,0.00E+00,4.45E+07
2.14E+02,3.60E+05,0.00E+00,3.68E+07
2.20E+02,3.01E+05,0.00E+00,3.05E+07
2.26E+02,2.36E+05,0.00E+00,2.48E+07
2.32E+02,1.89E+05,0.00E+00,2.01E+07
2.38E+02,1.50E+05,0.00E+00,1.63E+07
2.44E+02,1.08E+05,0.00E+00,1.32E+07
2.50E+02,8.57E+04,0.00E+00,1.07E+07
2.56E+02,5.16E+04,0.00E+00,8.71E+06
2.62E+02,3.69E+04,0.00E+00,7.10E+06
2.68E+02,2.90E+04,0.00E+00,5.85E+06
2.75E+02,1.84E+04,0.00E+00,4.87E+06
2.81E+02,1.26E+04,0.00E+00,3.92E+06
2.87E+02,8.85E+03,0.00E+00,3.19E+06
2.93E+02,6.89E+03,0.00E+00,2.62E+06
2.99E+02,2.13E+03,0.00E+00,2.22E+06
3.05E+02,2.79E+03,0.00E+00,1.85E+06
3.11E+02,1.64E+03,0.00E+00,1.53E+06
3.17E+02,9.84E+02,0.00E+00,1.18E+06
3.23E+02,6.56E+02,0.00E+00,9.67E+05
3.29E+02,4.92E+02,0.00E+00,7.56E+05
3.36E+02,0.00E+00,0.00E+00,6.44E+05
3.42E+02,0.00E+00,0.00E+00,5.04E+05
3.48E+02,0.00E+00,0.00E+00,4.13E+05
3.54E+02,0.00E+00,0.00E+00,3.38E+05
3.60E+02,0.00E+00,0.00E+00,2.75E+05
3.66E+02,0.00E+00,0.00E+00,2.12E+05
3.72E+02,0.00E+00,0.00E+00,1.74E+05
3.78E+02,0.00E+00,0.00E+00,1.40E+05
3.84E+02,0.00E+00,0.00E+00,1.06E+05
3.90E+02,0.00E+00,0.00E+00,8.80E+04
3.97E+02,0.00E+00,0.00E+00,6.11E+04
4.03E+02,0.00E+00,0.00E+00,4.95E+04
4.09E+02,0.00E+00,0.00E+00,3.44E+04
4.15E+02,0.00E+00,0.00E+00,2.62E+04
4.21E+02,0.00E+00,0.00E+00,1.89E+04
4.27E+02,0.00E+00,0.00E+00,1.49E+04
4.33E+02,0.00E+00,0.00E+00,7.54E+03
4.39E+02,0.00E+00,0.00E+00,3.77E+03
4.45E+02,0.00E+00,0.00E+00,3.93E+03
4.51E+02,0.00E+00,0.00E+00,2.30E+03
4.58E+02,0.00E+00,0.00E+00,1.15E+03
4.64E+02,0.00E+00,0.00E+00,1.64E+03
4.70E+02,0.00E+00,0.00E+00,1.31E+03
4.76E+02,0.00E+00,0.00E+00,8.20E+02
4.82E+02,0.00E+00,0.00E+00,1.64E+02
4.88E+02,0.00E+00,0.00E+00,6.56E+02
4.94E+02,0.00E+00,0.00E+00,3.28E+02
5.00E+02,0.00E+00,0.00E+00,0.00E+00
5.06E+02,0.00E+00,0.00E+00,0.00E+00
5.12E+02,0.00E+00,0.00E+00,0.00E+00
5.19E+02,0.00E+00,0.00E+00,0.00E+00
5.25E+02,0.00E+00,0.00E+00,0.00E+00
5.31E+02,0.00E+00,0.00E+00,0.00E+00
5.37E+02,0.00E+00,0.00E+00,0.00E+00
5.43E+02,0.00E+00,0.00E+00,0.00E+00
5.49E+02,0.00E+00,0.00E+00,0.00E+00
5.55E+02,0.00E+00,0.00E+00,0.00E+00
5.61E+02,0.00E+00,0.00E+00,0.00E+00
5.67E+02,0.00E+00,0.00E+00,0.00E+00
5.73E+02,0.00E+00,0.00E+00,0.00E+00
5.80E+02,0.00E+00,0.00E+00,0.00E+00
5.86E+02,0.00E+00,0.00E+00,0.00E+00
5.92E+02,0.00E+00,0.00E+00,0.00E+00
5.98E+02,0.00E+00,0.00E+00,0.00E+00
6.04E+02,0.00E+00,0.00E+00,0.00E+00
6.10E+02,0.00E+00,0.00E+00,0.00E+00
