DEPTH         Ga         Si          O          C    
201000.E-05  0.0000E+00  3.1309E+07  2.7943E+07  4.4500E+04
401000.E-05  0.0000E+00  2.8442E+07  4.1357E+07  7.2001E+04
601000.E-05  0.0000E+00  2.9099E+07  3.4541E+07  5.4001E+04
801000.E-05  0.0000E+00  3.1355E+07  2.9740E+07  4.9501E+04
100100.E-04  5.0001E+02  3.5743E+07  3.3247E+07  4.9501E+04
120100.E-04  0.0000E+00  3.8821E+07  3.6633E+07  6.1001E+04
140100.E-04  5.0001E+02  4.1276E+07  3.9549E+07  6.2501E+04
160100.E-04  0.0000E+00  4.3827E+07  4.2162E+07  8.6001E+04
180100.E-04  5.0001E+02  4.5923E+07  4.4644E+07  9.5001E+04
200100.E-04  5.0001E+02  4.7986E+07  4.7296E+07  1.1050E+05
220100.E-04  0.0000E+00  5.0699E+07  4.9236E+07  1.4450E+05
240100.E-04  0.0000E+00  5.2661E+07  5.1427E+07  2.0550E+05
260100.E-04  5.0001E+02  5.4436E+07  5.3295E+07  2.2400E+05
280100.E-04  0.0000E+00  5.6044E+07  5.5303E+07  2.8850E+05
300100.E-04  5.0001E+02  5.8227E+07  5.6837E+07  3.6400E+05
320100.E-04  2.0000E+03  5.9913E+07  5.8356E+07  4.8400E+05
340100.E-04  0.0000E+00  6.1036E+07  5.9690E+07  7.3251E+05
360100.E-04  1.0000E+03  6.2343E+07  6.0631E+07  9.9951E+05
380100.E-04  1.5000E+03  6.3326E+07  6.1773E+07  1.3975E+06
400100.E-04  1.5000E+03  6.4705E+07  6.2480E+07  2.1970E+06
420100.E-04  2.0000E+03  6.4632E+07  6.2193E+07  3.6000E+06
440100.E-04  2.5000E+03  6.4247E+07  6.0715E+07  6.1981E+06
460100.E-04  3.5000E+03  6.2138E+07  5.7731E+07  1.0841E+07
480100.E-04  3.5000E+03  5.7011E+07  5.1180E+07  1.8814E+07
500100.E-04  3.0000E+03  4.5358E+07  3.9464E+07  3.2660E+07
520100.E-04  5.0001E+03  4.4475E+07  5.4464E+07  1.1519E+08
540100.E-04  9.0001E+03  1.9680E+07  3.0750E+07  1.5619E+08
560100.E-04  1.4500E+04  8.0276E+06  1.4496E+07  1.8157E+08
580100.E-04  1.3000E+04  3.8735E+06  7.4271E+06  1.9264E+08
600100.E-04  1.2000E+04  2.3210E+06  4.6325E+06  1.9704E+08
620100.E-04  2.4500E+04  1.6150E+06  3.2575E+06  2.0009E+08
640100.E-04  1.8500E+04  1.2615E+06  2.4060E+06  2.0243E+08
660100.E-04  3.0000E+04  9.5651E+05  1.9485E+06  2.0485E+08
680100.E-04  3.1000E+04  7.9001E+05  1.5805E+06  2.0729E+08
700100.E-04  3.7000E+04  6.8001E+05  1.3180E+06  2.0884E+08
720100.E-04  4.4500E+04  5.6001E+05  1.1545E+06  2.1221E+08
740100.E-04  4.3500E+04  5.0451E+05  9.8801E+05  2.1448E+08
760100.E-04  5.2001E+04  4.6800E+05  8.9701E+05  2.1623E+08
780100.E-04  7.0001E+04  3.9200E+05  7.8001E+05  2.1916E+08
800100.E-04  7.3001E+04  3.6750E+05  7.4101E+05  2.2073E+08
820100.E-04  9.0501E+04  3.3600E+05  6.2901E+05  2.2307E+08
840100.E-04  1.1600E+05  3.0600E+05  5.9951E+05  2.2424E+08
860100.E-04  1.1600E+05  2.5350E+05  5.3701E+05  2.2655E+08
880100.E-04  1.1750E+05  2.2600E+05  5.1501E+05  2.2933E+08
900100.E-04  1.4600E+05  2.1450E+05  4.8300E+05  2.3076E+08
920100.E-04  1.4250E+05  2.1300E+05  4.6000E+05  2.3141E+08
940100.E-04  1.7300E+05  1.9000E+05  3.9700E+05  2.3367E+08
960100.E-04  1.8500E+05  1.8250E+05  3.7850E+05  2.3443E+08
980100.E-04  2.0000E+05  1.7950E+05  3.6750E+05  2.3585E+08
100010.E-03  2.0500E+05  1.5850E+05  3.1550E+05  2.3772E+08
102010.E-03  2.1200E+05  1.4800E+05  3.1550E+05  2.3820E+08
104010.E-03  2.5450E+05  1.4300E+05  3.1550E+05  2.3949E+08
106010.E-03  2.5600E+05  1.3950E+05  2.9100E+05  2.3942E+08
108010.E-03  3.2150E+05  1.3750E+05  2.7100E+05  2.4054E+08
110010.E-03  2.8800E+05  1.3250E+05  2.5850E+05  2.4124E+08
112010.E-03  3.4850E+05  1.3800E+05  2.2850E+05  2.4175E+08
114010.E-03  3.4950E+05  1.1300E+05  2.4150E+05  2.4082E+08
116010.E-03  3.8550E+05  1.0700E+05  2.2400E+05  2.4117E+08
