   DEPTH         Ga         Sn          C    
601000.E-05  6.7667E+04  1.0293E+08  0.0000E+00
120100.E-04  1.2167E+05  1.3451E+08  0.0000E+00
180100.E-04  1.5283E+05  1.6950E+08  0.0000E+00
240100.E-04  1.7367E+05  1.9832E+08  0.0000E+00
300100.E-04  2.0000E+05  2.2292E+08  0.0000E+00
360100.E-04  2.1600E+05  2.4403E+08  0.0000E+00
420100.E-04  2.4067E+05  2.6171E+08  0.0000E+00
480100.E-04  2.7000E+05  2.7613E+08  0.0000E+00
540100.E-04  2.8067E+05  2.8747E+08  0.0000E+00
600100.E-04  2.9150E+05  2.9635E+08  0.0000E+00
660100.E-04  3.0217E+05  3.0364E+08  0.0000E+00
720100.E-04  3.3334E+05  3.0823E+08  0.0000E+00
780100.E-04  3.2384E+05  3.1149E+08  0.0000E+00
840100.E-04  3.4067E+05  3.1321E+08  0.0000E+00
900100.E-04  3.6350E+05  3.1267E+08  0.0000E+00
960100.E-04  3.4933E+05  3.1130E+08  0.0000E+00
102010.E-03  3.7733E+05  3.0821E+08  0.0000E+00
108010.E-03  3.8667E+05  3.0390E+08  0.0000E+00
114010.E-03  3.6433E+05  2.9899E+08  0.0000E+00
120010.E-03  3.8167E+05  2.9256E+08  0.0000E+00
126010.E-03  3.9917E+05  2.8566E+08  0.0000E+00
132010.E-03  3.7750E+05  2.7765E+08  0.0000E+00
138010.E-03  3.8833E+05  2.6943E+08  1.6667E+02
144010.E-03  3.7383E+05  2.6000E+08  0.0000E+00
150010.E-03  3.6350E+05  2.5022E+08  3.3334E+02
156010.E-03  3.6517E+05  2.4035E+08  0.0000E+00
162010.E-03  3.5933E+05  2.2960E+08  3.3334E+02
168010.E-03  3.5000E+05  2.1963E+08  3.3334E+02
174010.E-03  3.5983E+05  2.0929E+08  3.3334E+02
180010.E-03  3.4100E+05  1.9871E+08  5.0001E+02
186010.E-03  3.3234E+05  1.8873E+08  6.6667E+02
192010.E-03  3.2200E+05  1.7896E+08  8.3334E+02
198010.E-03  3.0834E+05  1.6921E+08  1.1667E+03
204010.E-03  3.0684E+05  1.5939E+08  1.5000E+03
210010.E-03  2.9717E+05  1.5016E+08  1.8334E+03
216010.E-03  2.8650E+05  1.4075E+08  2.1667E+03
222010.E-03  2.8500E+05  1.3178E+08  2.5000E+03
228010.E-03  2.7767E+05  1.2375E+08  2.5000E+03
234010.E-03  2.6101E+05  1.1586E+08  5.0000E+03
240010.E-03  2.5384E+05  1.0815E+08  5.0000E+03
246010.E-03  2.3384E+05  1.0102E+08  8.0001E+03
252010.E-03  2.2734E+05  9.3743E+07  1.1167E+04
258010.E-03  1.9817E+05  8.6891E+07  1.5834E+04
264010.E-03  2.0167E+05  7.9897E+07  2.7834E+04
270010.E-03  1.8050E+05  7.3741E+07  3.9500E+04
276010.E-03  1.7300E+05  6.7163E+07  7.2834E+04
282010.E-03  1.5283E+05  6.0869E+07  1.3467E+05
288010.E-03  1.3283E+05  5.3704E+07  2.7134E+05
294010.E-03  1.1017E+05  4.5094E+07  6.2317E+05
300010.E-03  6.3667E+04  3.1648E+07  1.4280E+06
306010.E-03  5.6834E+04  1.0386E+07  3.0266E+07
312010.E-03  9.1001E+04  9.0569E+06  3.9768E+07
318010.E-03  1.2333E+05  3.9263E+06  3.4143E+07
324010.E-03  1.3317E+05  1.4766E+06  2.8899E+07
330010.E-03  1.3567E+05  6.7035E+05  2.4857E+07
336010.E-03  1.3367E+05  3.3667E+05  2.1937E+07
342010.E-03  1.3550E+05  1.7517E+05  1.9635E+07
348010.E-03  1.3467E+05  9.7167E+04  1.7512E+07
354010.E-03  1.2167E+05  5.0167E+04  1.5345E+07
360010.E-03  1.2367E+05  2.4834E+04  1.3562E+07
366010.E-03  1.1500E+05  1.1500E+04  1.1585E+07
372010.E-03  1.0417E+05  7.6667E+03  9.9478E+06
378010.E-03  9.5667E+04  1.8334E+03  8.5145E+06
384010.E-03  8.8501E+04  1.1667E+03  7.1992E+06
390010.E-03  7.6167E+04  5.0001E+02  6.0027E+06
396010.E-03  6.3001E+04  3.3334E+02  4.8714E+06
402010.E-03  4.7167E+04  0.0000E+00  3.8762E+06
408010.E-03  4.9334E+04  0.0000E+00  3.0757E+06
414010.E-03  3.1167E+04  0.0000E+00  2.3985E+06
420010.E-03  3.4500E+04  0.0000E+00  1.8357E+06
426010.E-03  2.0667E+04  0.0000E+00  1.4315E+06
432010.E-03  1.7000E+04  0.0000E+00  1.0717E+06
438010.E-03  1.2500E+04  0.0000E+00  8.1537E+05
444010.E-03  8.6668E+03  0.0000E+00  6.0884E+05
450010.E-03  5.6667E+03  0.0000E+00  4.6649E+05
456010.E-03  5.5001E+03  0.0000E+00  3.4500E+05
462010.E-03  1.8334E+03  0.0000E+00  2.6934E+05
468010.E-03  2.0000E+03  0.0000E+00  2.0250E+05
474010.E-03  1.1667E+03  0.0000E+00  1.4233E+05
480010.E-03  6.6667E+02  0.0000E+00  1.0833E+05
486010.E-03  8.3334E+02  0.0000E+00  8.1334E+04
492010.E-03  5.0001E+02  0.0000E+00  6.5667E+04
498010.E-03  5.0001E+02  0.0000E+00  4.7001E+04
504010.E-03  5.0001E+02  0.0000E+00  2.4000E+04
510010.E-03  0.0000E+00  0.0000E+00  2.3667E+04
516010.E-03  0.0000E+00  0.0000E+00  1.6167E+04
522010.E-03  1.6667E+02  0.0000E+00  1.2500E+04
