   DEPTH         Ga           Sn            C       
601000.E-05  6581.94E-05  9644.42E-04  0000.00E+00  
120100.E-04  8881.56E-05  1363.00E-03  0000.00E+00  
180100.E-04  1018.85E-04  1697.87E-03  0000.00E+00  
240100.E-04  1084.97E-04  1963.33E-03  0000.00E+00  
300100.E-04  1136.58E-04  2185.62E-03  0000.00E+00  
360100.E-04  1178.78E-04  2376.42E-03  0000.00E+00  
420100.E-04  1217.27E-04  2536.24E-03  0000.00E+00  
480100.E-04  1248.35E-04  2676.02E-03  0000.00E+00  
540100.E-04  1289.58E-04  2778.02E-03  0000.00E+00  
600100.E-04  1299.66E-04  2850.24E-03  0000.00E+00  
660100.E-04  1317.20E-04  2905.54E-03  0000.00E+00  
720100.E-04  1332.86E-04  2953.08E-03  0000.00E+00  
780100.E-04  1345.60E-04  2982.27E-03  0000.00E+00  
840100.E-04  1341.69E-04  2986.50E-03  0000.00E+00  
900100.E-04  1345.30E-04  2986.74E-03  0000.00E+00  
960100.E-04  1336.12E-04  2961.91E-03  0000.00E+00  
102010.E-03  1324.04E-04  2940.27E-03  0000.00E+00  
108010.E-03  1306.03E-04  2883.59E-03  0000.00E+00  
114010.E-03  1282.06E-04  2829.84E-03  0000.00E+00  
120010.E-03  1267.90E-04  2775.63E-03  0000.00E+00  
126010.E-03  1244.69E-04  2705.61E-03  0000.00E+00  
132010.E-03  1200.54E-04  2621.37E-03  0000.00E+00  
138010.E-03  1179.36E-04  2536.85E-03  0000.00E+00  
144010.E-03  1143.24E-04  2438.41E-03  0000.00E+00  
150010.E-03  1117.62E-04  2350.05E-03  0000.00E+00  
156010.E-03  1076.76E-04  2238.61E-03  0000.00E+00  
162010.E-03  1036.20E-04  2149.79E-03  0000.00E+00  
168010.E-03  1009.24E-04  2053.12E-03  0000.00E+00  
174010.E-03  9688.64E-05  1952.05E-03  0000.00E+00  
180010.E-03  9323.93E-05  1852.39E-03  0000.00E+00  
186010.E-03  8893.92E-05  1761.35E-03  0000.00E+00  
192010.E-03  8456.23E-05  1666.77E-03  0000.00E+00  
198010.E-03  8096.97E-05  1573.73E-03  0000.00E+00  
204010.E-03  7780.78E-05  1482.19E-03  0000.00E+00  
210010.E-03  7525.69E-05  1393.71E-03  0000.00E+00  
216010.E-03  7038.83E-05  1304.69E-03  0000.00E+00  
222010.E-03  6709.65E-05  1225.71E-03  0000.00E+00  
228010.E-03  6373.97E-05  1150.23E-03  0000.00E+00  
234010.E-03  6041.29E-05  1079.06E-03  0000.00E+00  
240010.E-03  5672.32E-05  1007.90E-03  0000.00E+00  
246010.E-03  5383.10E-05  9396.52E-04  0000.00E+00  
252010.E-03  4986.65E-05  8692.01E-04  0000.00E+00  
258010.E-03  4598.02E-05  8051.56E-04  0000.00E+00  
264010.E-03  4372.24E-05  7429.53E-04  0000.00E+00  
270010.E-03  4109.49E-05  6858.73E-04  0000.00E+00  
276010.E-03  3812.87E-05  6256.33E-04  0000.00E+00  
282010.E-03  3495.87E-05  5704.33E-04  0000.00E+00  
288010.E-03  3196.56E-05  5109.91E-04  0000.00E+00  
294010.E-03  2769.51E-05  4374.42E-04  0000.00E+00  
300010.E-03  2402.33E-05  3480.40E-04  0000.00E+00  
306010.E-03  6881.15E-05  0000.00E+00  4443.51E-04  
312010.E-03  6198.14E-05  0000.00E+00  3692.59E-04  
318010.E-03  5648.84E-05  0000.00E+00  3022.36E-04  
324010.E-03  5129.01E-05  0000.00E+00  2583.21E-04  
330010.E-03  4682.61E-05  0000.00E+00  2251.74E-04  
336010.E-03  4159.78E-05  0000.00E+00  1990.57E-04  
342010.E-03  3697.14E-05  0000.00E+00  1780.50E-04  
348010.E-03  3242.25E-05  0000.00E+00  1586.04E-04  
354010.E-03  2810.03E-05  0000.00E+00  1381.62E-04  
360010.E-03  2378.32E-05  0000.00E+00  1195.56E-04  
366010.E-03  2010.33E-05  0000.00E+00  1030.69E-04  
372010.E-03  1689.57E-05  0000.00E+00  8751.47E-05  
378010.E-03  1384.48E-05  0000.00E+00  7411.97E-05  
384010.E-03  1124.54E-05  0000.00E+00  6233.94E-05  
390010.E-03  8850.42E-06  0000.00E+00  5142.83E-05  
396010.E-03  7000.17E-06  0000.00E+00  4108.66E-05  
402010.E-03  5543.32E-06  0000.00E+00  3272.43E-05  
408010.E-03  4003.32E-06  0000.00E+00  2523.56E-05  
414010.E-03  2848.38E-06  0000.00E+00  1943.68E-05  
420010.E-03  1985.03E-06  0000.00E+00  1479.79E-05  
426010.E-03  1451.68E-06  0000.00E+00  1170.86E-05  
432010.E-03  1036.67E-06  0000.00E+00  8703.73E-06  
438010.E-03  7150.08E-07  0000.00E+00  6510.11E-06  
444010.E-03  4883.39E-07  0000.00E+00  4783.28E-06  
450010.E-03  3133.36E-07  0000.00E+00  3760.00E-06  
456010.E-03  2000.02E-07  0000.00E+00  2808.38E-06  
