x,y
2740000000,0.999738229
2741000000,0.999983802
2742000000,0.99976052
2743000000,0.997852306
2744000000,0.997176933
2745000000,0.999171519
2746000000,0.997380334
2747000000,0.998383089
2748000000,0.997945186
2749000000,0.998922567
2750000000,0.999180984
2751000000,0.998966585
2752000000,0.99892358
2753000000,0.99963577
2754000000,0.998774039
2755000000,0.998761576
2756000000,0.99890931
2757000000,0.99869941
2758000000,0.999774741
2759000000,0.999765652
2760000000,0.998810635
2761000000,0.997809139
2762000000,0.998490583
2763000000,0.998922511
2764000000,0.998043266
2765000000,0.997233871
2766000000,0.998097579
2767000000,0.996051239
2768000000,0.995850809
2769000000,0.997491232
2770000000,0.996211445
2771000000,0.997216568
2772000000,0.99572552
2773000000,0.995359733
2774000000,0.994053582
2775000000,0.99155589
2776000000,0.990961541
2777000000,0.990710651
2778000000,0.988262446
2779000000,0.989274047
2780000000,0.987834558
2781000000,0.990036004
2782000000,0.989033868
2783000000,0.989942849
2784000000,0.990626663
2785000000,0.99100961
2786000000,0.989998779
2787000000,0.988778807
2788000000,0.989819096
2789000000,0.987774491
2790000000,0.987203006
2791000000,0.984744265
2792000000,0.984971874
2793000000,0.985763311
2794000000,0.984757188
2795000000,0.983108104
2796000000,0.98599949
2797000000,0.987170784
2798000000,0.989093219
2799000000,0.990787921
2800000000,0.992842378
2801000000,0.992681709
2802000000,0.994904688
2803000000,0.995089716
2804000000,0.996803997
2805000000,0.996830851
2806000000,0.997707448
2807000000,0.996698215
2808000000,0.997964787
2809000000,0.998650978
2810000000,0.998330487
2811000000,0.999095158
2812000000,0.998707268
2813000000,0.999465956
2814000000,0.99841833
2815000000,0.99843417
2816000000,0.998938707
2817000000,1.000576684
2818000000,1.00005059
2819000000,0.999520079
2820000000,0.998770744
