x,y
2730000000,0.999329673
2731000000,0.999087644
2732000000,1.000721219
2733000000,1.000146188
2734000000,1.0011189
2735000000,0.999469675
2736000000,0.998693904
2737000000,0.999547045
2738000000,0.998752911
2739000000,0.999314299
2740000000,0.999742051
2741000000,0.999565234
2742000000,0.999431777
2743000000,0.998520388
2744000000,0.997612109
2745000000,0.999930826
2746000000,0.998462605
2747000000,0.998621978
2748000000,1.000244338
2749000000,0.999088402
2750000000,1.001172034
2751000000,0.999623476
2752000000,0.999978437
2753000000,0.998606669
2754000000,1.000141774
2755000000,0.999869639
2756000000,1.000581974
2757000000,0.997990762
2758000000,0.999818582
2759000000,0.999963707
2760000000,1.00032275
2761000000,0.997183882
2762000000,0.998792144
2763000000,0.998756375
2764000000,0.99773945
2765000000,0.997515447
2766000000,0.998306738
2767000000,0.998364588
2768000000,0.997605916
2769000000,0.996919572
2770000000,0.998563953
2771000000,0.996263932
2772000000,0.995648968
2773000000,0.993223488
2774000000,0.993445745
2775000000,0.99248877
2776000000,0.988109195
2777000000,0.990579156
2778000000,0.986319129
2779000000,0.987075094
2780000000,0.984720282
2781000000,0.987375257
2782000000,0.987407007
2783000000,0.988405675
2784000000,0.987263604
2785000000,0.986747713
2786000000,0.987009916
2787000000,0.98597235
2788000000,0.984364351
2789000000,0.983786466
2790000000,0.982041481
2791000000,0.978545752
2792000000,0.978841163
2793000000,0.978289725
2794000000,0.979523132
2795000000,0.983323705
2796000000,0.985378284
2797000000,0.987156608
2798000000,0.990238573
2799000000,0.992693498
2800000000,0.993021779
2801000000,0.991860071
2802000000,0.997230626
2803000000,0.994058727
2804000000,0.9948293
2805000000,0.995829641
2806000000,0.997186484
2807000000,0.996847569
2808000000,0.997655044
2809000000,0.999730389
2810000000,0.997215833
2811000000,0.999181837
2812000000,0.997774023
2813000000,0.998004169
2814000000,0.999518041
2815000000,0.999247714
2816000000,1.000738835
2817000000,0.997927609
2818000000,0.999086485
2819000000,0.998475245
2820000000,0.999301576
