x,y
2740000000,0.998603105
2742000000,1.000742011
2744000000,0.996706702
2746000000,0.998476406
2748000000,1.000244615
2750000000,1.000162294
2752000000,1.001433737
2754000000,1.002439186
2756000000,0.997943464
2758000000,0.998022095
2760000000,1.000057508
2762000000,0.99849289
2764000000,0.999611508
2766000000,0.997951569
2768000000,0.999507497
2770000000,0.99766424
2772000000,0.994657206
2774000000,0.994770599
2776000000,0.989728402
2778000000,0.984479491
2780000000,0.987954041
2782000000,0.985469841
2784000000,0.990119523
2786000000,0.988062558
2788000000,0.980523141
2790000000,0.9753503
2792000000,0.977334431
2794000000,0.982167978
2796000000,0.988030563
2798000000,0.989880566
2800000000,0.994391753
2802000000,0.994972792
2804000000,0.997551192
2806000000,1.001669173
2808000000,1.000601112
2810000000,0.999403382
2812000000,1.000760615
2814000000,0.998513597
2816000000,0.999354489
2818000000,0.999877671
2820000000,1.001809821
