x,y
2740000000,0.999203856
2742000000,0.996410641
2744000000,0.996822374
2746000000,0.999968714
2748000000,0.999322633
2750000000,0.998119901
2752000000,0.998247572
2754000000,0.999862942
2756000000,1.0009333
2758000000,1.002178527
2760000000,0.997402253
2762000000,0.997816671
2764000000,1.001353391
2766000000,0.99688507
2768000000,0.997699411
2770000000,0.999168042
2772000000,0.995615283
2774000000,0.996379108
2776000000,0.986725655
2778000000,0.978920048
2780000000,0.979012865
2782000000,0.982217589
2784000000,0.98963012
2786000000,0.989101758
2788000000,0.980468998
2790000000,0.972717356
2792000000,0.972057191
2794000000,0.976044222
2796000000,0.98892089
2798000000,0.99143563
2800000000,0.994699716
2802000000,0.998063166
2804000000,0.998823064
2806000000,0.996977369
2808000000,0.999581121
2810000000,0.999463403
2812000000,0.995822074
2814000000,0.99371362
2816000000,0.99694345
2818000000,0.999856473
2820000000,1.0012784
