DEPTH,Ga,Si,O,C
9.21E+00,0.00E+00,2.93E+07,3.19E+07,4.49E+04
1.84E+01,0.00E+00,3.76E+07,3.61E+07,4.32E+04
2.76E+01,0.00E+00,4.55E+07,4.45E+07,6.45E+04
3.68E+01,0.00E+00,5.23E+07,5.12E+07,1.26E+05
4.60E+01,1.09E+02,5.77E+07,5.65E+07,2.47E+05
5.52E+01,0.00E+00,6.17E+07,6.01E+07,6.83E+05
6.44E+01,7.61E+02,6.27E+07,6.03E+07,3.68E+06
7.36E+01,5.43E+02,4.30E+07,4.37E+07,6.21E+07
8.28E+01,2.72E+03,3.44E+06,6.46E+06,1.73E+08
9.20E+01,3.59E+03,5.99E+05,1.27E+06,1.78E+08
1.01E+02,6.63E+03,3.09E+05,6.56E+05,1.83E+08
1.10E+02,8.80E+03,1.98E+05,4.17E+05,1.88E+08
1.20E+02,1.27E+04,1.46E+05,3.07E+05,1.94E+08
1.29E+02,2.50E+04,1.09E+05,2.33E+05,2.00E+08
1.38E+02,2.93E+04,9.02E+04,1.77E+05,2.05E+08
1.47E+02,3.61E+04,6.35E+04,1.49E+05,2.11E+08
1.56E+02,5.12E+04,6.09E+04,1.28E+05,2.17E+08
1.66E+02,6.86E+04,4.98E+04,1.06E+05,2.22E+08
1.75E+02,7.27E+04,4.79E+04,9.43E+04,2.28E+08
1.84E+02,9.60E+04,3.82E+04,8.30E+04,2.32E+08
1.93E+02,1.16E+05,3.76E+04,7.57E+04,2.36E+08
2.02E+02,1.49E+05,3.45E+04,6.47E+04,2.39E+08
2.12E+02,1.78E+05,2.83E+04,5.76E+04,2.42E+08
2.21E+02,2.08E+05,2.71E+04,5.29E+04,2.42E+08
2.30E+02,2.55E+05,2.54E+04,4.82E+04,2.43E+08
2.39E+02,2.92E+05,1.82E+04,4.62E+04,2.41E+08
2.48E+02,3.22E+05,1.95E+04,3.90E+04,2.38E+08
2.58E+02,3.63E+05,1.75E+04,3.89E+04,2.34E+08
2.67E+02,3.94E+05,1.50E+04,3.46E+04,2.29E+08
2.76E+02,4.18E+05,1.54E+04,3.29E+04,2.22E+08
2.85E+02,4.56E+05,1.61E+04,3.12E+04,2.13E+08
2.94E+02,4.77E+05,1.32E+04,2.59E+04,2.05E+08
3.04E+02,4.97E+05,1.17E+04,2.68E+04,1.95E+08
3.13E+02,5.03E+05,1.24E+04,2.28E+04,1.83E+08
3.22E+02,5.14E+05,1.23E+04,2.42E+04,1.71E+08
