   DEPTH         Ga           Sn            C       
201000.E-05  2500.03E-06  2352.77E-04  0000.00E+00  
401000.E-05  1111.91E-04  5049.90E-04  0000.00E+00  
601000.E-05  8748.59E-05  5230.80E-04  0000.00E+00  
801000.E-05  2910.03E-05  4650.15E-04  0000.00E+00  
100100.E-04  1120.31E-04  5332.25E-04  0000.00E+00  
120100.E-04  3355.08E-04  0000.00E+00  1197.80E-03  
140100.E-04  2666.88E-04  0000.00E+00  1367.37E-03  
160100.E-04  2509.88E-04  0000.00E+00  1349.56E-03  
180100.E-04  2513.93E-04  0000.00E+00  1367.75E-03  
200100.E-04  2515.08E-04  0000.00E+00  1393.33E-03  
220100.E-04  2521.33E-04  0000.00E+00  1415.18E-03  
240100.E-04  2588.68E-04  0000.00E+00  1452.82E-03  
260100.E-04  2783.08E-04  0000.00E+00  1499.72E-03  
280100.E-04  3085.93E-04  0000.00E+00  1555.16E-03  
300100.E-04  2910.13E-04  0000.00E+00  1569.15E-03  
320100.E-04  2736.48E-04  0000.00E+00  1577.44E-03  
340100.E-04  2680.33E-04  0000.00E+00  1591.86E-03  
360100.E-04  2687.73E-04  0000.00E+00  1619.37E-03  
380100.E-04  2721.98E-04  0000.00E+00  1652.47E-03  
400100.E-04  2811.03E-04  0000.00E+00  1688.34E-03  
420100.E-04  2930.28E-04  0000.00E+00  1721.06E-03  
440100.E-04  3021.63E-04  0000.00E+00  1763.14E-03  
460100.E-04  2992.68E-04  0000.00E+00  1787.86E-03  
480100.E-04  2945.83E-04  0000.00E+00  1813.69E-03  
500100.E-04  2922.43E-04  0000.00E+00  1826.16E-03  
520100.E-04  2938.18E-04  0000.00E+00  1852.87E-03  
540100.E-04  2964.68E-04  0000.00E+00  1879.26E-03  
560100.E-04  3058.63E-04  0000.00E+00  1910.20E-03  
580100.E-04  3123.68E-04  0000.00E+00  1939.96E-03  
600100.E-04  3166.18E-04  0000.00E+00  1964.54E-03  
620100.E-04  3168.68E-04  0000.00E+00  1986.44E-03  
640100.E-04  3198.03E-04  0000.00E+00  2016.44E-03  
660100.E-04  3207.13E-04  0000.00E+00  2028.88E-03  
680100.E-04  3233.33E-04  0000.00E+00  2053.26E-03  
700100.E-04  3267.78E-04  0000.00E+00  2080.15E-03  
720100.E-04  3331.13E-04  0000.00E+00  2107.98E-03  
740100.E-04  3375.18E-04  0000.00E+00  2127.14E-03  
760100.E-04  3427.33E-04  0000.00E+00  2139.84E-03  
780100.E-04  3438.63E-04  0000.00E+00  2163.42E-03  
800100.E-04  3472.68E-04  0000.00E+00  2182.78E-03  
820100.E-04  3500.14E-04  0000.00E+00  2197.89E-03  
840100.E-04  3516.19E-04  0000.00E+00  2214.62E-03  
860100.E-04  3562.49E-04  0000.00E+00  2226.65E-03  
880100.E-04  3599.54E-04  0000.00E+00  2239.02E-03  
900100.E-04  3638.89E-04  0000.00E+00  2242.67E-03  
920100.E-04  3679.44E-04  0000.00E+00  2267.98E-03  
940100.E-04  3694.59E-04  0000.00E+00  2272.18E-03  
960100.E-04  3686.49E-04  0000.00E+00  2271.51E-03  
980100.E-04  3683.69E-04  0000.00E+00  2273.65E-03  
100010.E-03  3710.09E-04  0000.00E+00  2274.31E-03  
102010.E-03  3704.04E-04  0000.00E+00  2270.04E-03  
104010.E-03  3704.79E-04  0000.00E+00  2259.99E-03  
106010.E-03  3701.39E-04  0000.00E+00  2262.24E-03  
108010.E-03  3696.84E-04  0000.00E+00  2244.51E-03  
110010.E-03  3687.79E-04  0000.00E+00  2236.97E-03  
112010.E-03  3669.29E-04  0000.00E+00  2219.20E-03  
114010.E-03  3643.74E-04  0000.00E+00  2203.01E-03  
116010.E-03  3608.04E-04  0000.00E+00  2182.30E-03  
118010.E-03  3587.64E-04  0000.00E+00  2166.09E-03  
120010.E-03  3532.84E-04  0000.00E+00  2133.85E-03  
122010.E-03  3474.63E-04  0000.00E+00  2104.41E-03  
124010.E-03  3440.98E-04  0000.00E+00  2074.24E-03  
126010.E-03  3372.88E-04  0000.00E+00  2042.09E-03  
128010.E-03  3323.58E-04  0000.00E+00  1994.41E-03  
130010.E-03  3269.03E-04  0000.00E+00  1965.44E-03  
132010.E-03  3187.08E-04  0000.00E+00  1923.99E-03  
134010.E-03  3130.73E-04  0000.00E+00  1885.28E-03  
136010.E-03  3060.78E-04  0000.00E+00  1844.87E-03  
138010.E-03  2961.93E-04  0000.00E+00  1795.25E-03  
140010.E-03  2896.38E-04  0000.00E+00  1758.85E-03  
142010.E-03  2812.83E-04  0000.00E+00  1713.38E-03  
144010.E-03  2712.13E-04  0000.00E+00  1658.51E-03  
146010.E-03  2624.23E-04  0000.00E+00  1613.48E-03  
148010.E-03  2541.03E-04  0000.00E+00  1559.19E-03  
150010.E-03  2452.32E-04  0000.00E+00  1509.18E-03  
152010.E-03  2362.97E-04  0000.00E+00  1458.58E-03  
154010.E-03  2252.22E-04  0000.00E+00  1405.43E-03  
156010.E-03  2178.47E-04  0000.00E+00  1356.90E-03  
158010.E-03  2064.92E-04  0000.00E+00  1304.47E-03  
160010.E-03  1982.42E-04  0000.00E+00  1254.28E-03  
162010.E-03  1894.52E-04  0000.00E+00  1202.50E-03  
