W,I
550.046521001757,149
550.13451268730194,142
550.22250390041143,111
550.31049464090393,133
550.39848490859765,128
550.486474703311,137
550.57446402486255,135
550.66245287307038,134
550.750441247753,145
550.83842914872889,130
550.92641657581623,142
551.01440352883355,135
551.10239000759918,130
551.19037601193168,133
551.27836154164925,134
551.36634659657034,125
551.45433117651339,135
551.542315281297,147
551.63029891073927,122
551.71828206465887,129
551.80626474287419,142
551.89424694520358,148
551.98222867146558,129
552.07020992147864,140
552.15819069506108,140
552.24617099203147,123
552.33415081220824,124
552.42213015541,121
552.510109021455,134
552.598087410162,119
552.68606532134913,118
552.77404275483525,129
552.86201971043852,136
552.94999618797772,121
553.037972187271,113
553.12594770813735,130
553.21392275039477,142
553.30189731386224,120
553.389871398358,148
553.47784500370074,130
553.56581812970876,132
553.65379077620094,130
553.74176294299548,129
553.82973462991117,149
553.91770583676634,133
554.00567656337978,137
554.09364680956992,138
554.18161657515532,134
554.26958585995465,133
554.35755466378657,122
554.4455229864692,128
554.53349082782177,123
554.62145818766237,126
554.70942506580991,108
554.79739146208283,148
554.88535737629968,136
554.97332280827925,117
555.06128775784,128
555.14925222480065,123
555.23721620897993,139
555.32517971019615,126
555.41314272826833,128
555.50110526301478,114
555.58906731425418,122
555.67702888180554,119
555.76498996548719,114
555.85295056511791,126
555.94091068051625,126
556.0288703115009,110
556.11682945789073,111
556.20478811950431,130
556.2927462961602,124
556.38070398767729,112
556.46866119387414,105
556.55661791456942,109
556.6445741495819,120
556.73252989873038,128
556.8204851618334,116
556.90843993871,129
556.99639422917846,126
557.08434803305784,122
557.17230135016678,129
557.26025418032407,118
557.34820652334838,118
557.4361583790585,123
557.524109747273,138
557.61206062781093,118
557.70001102049093,124
557.78796092513176,117
557.8759103415523,120
557.96385926957112,108
558.05180770900722,133
558.13975565967928,106
558.22770312140619,129
558.31565009400663,119
558.40359657729948,101
558.49154257110342,129
558.57948807523746,113
558.6674330895205,125
558.75537761377086,129
558.843321647808,145
558.93126519145039,125
559.0192082445169,125
559.10715080682644,127
559.195092878198,104
559.28303445845029,120
559.37097554740194,124
559.45891614487221,127
559.54685625067987,117
559.63479586464359,140
559.7227349865824,121
559.8106736163154,138
559.898611753661,126
559.98654939843857,115
560.07448655046664,112
560.16242320956439,112
560.2503593755506,118
560.33829504824428,105
560.4262302274642,129
560.5141649130295,126
560.602099104759,117
560.69003280247125,120
560.777966005986,108
560.86589871512149,127
560.95383092969712,127
561.04176264953162,119
561.129693874444,122
561.21762460425327,123
561.30555483877833,122
561.39348457783808,99
561.48141382125175,126
561.56934256883824,125
561.65727082041644,116
561.74519857580538,92
561.83312583482416,108
561.9210525972918,121
562.008978863027,111
562.09690463184916,115
562.18482990357722,107
562.27275467803,116
562.36067895502674,124
562.44860273438644,110
562.53652601592808,129
562.62444879947088,109
562.71237108483365,100
562.8002928718355,137
562.88821416029566,99
562.976134950033,135
563.06405524086688,111
563.15197503261606,130
563.23989432509973,105
563.3278131181371,126
563.4157314115472,130
563.503649205149,122
563.59156649876172,114
563.67948329220462,124
563.76739958529652,103
563.85531537785675,138
563.94323066970435,108
564.03114546065842,107
564.1190597505381,115
564.20697353916262,109
564.2948868263511,127
564.38279961192279,111
564.47071189569647,111
564.55862367749171,107
564.64653495712753,118
