DEPTH,Ga,Sn,C
601000.E-05,6.5667E+04,1.0367E+08,0.0000E+00
120100.E-04,1.2283E+05,1.3515E+08,0.0000E+00
180100.E-04,1.5850E+05,1.7048E+08,0.0000E+00
240100.E-04,1.8750E+05,1.9991E+08,0.0000E+00
300100.E-04,2.2084E+05,2.2529E+08,0.0000E+00
360100.E-04,2.2667E+05,2.4673E+08,0.0000E+00
420100.E-04,2.4351E+05,2.6412E+08,0.0000E+00
480100.E-04,2.5817E+05,2.7765E+08,0.0000E+00
540100.E-04,2.7250E+05,2.8879E+08,3.3334E+02
600100.E-04,3.0084E+05,2.9754E+08,0.0000E+00
660100.E-04,3.0500E+05,3.0365E+08,1.6667E+02
720100.E-04,3.1367E+05,3.0812E+08,0.0000E+00
780100.E-04,3.2084E+05,3.1178E+08,0.0000E+00
840100.E-04,3.2834E+05,3.1344E+08,1.6667E+02
900100.E-04,3.6017E+05,3.1273E+08,1.6667E+02
960100.E-04,3.5967E+05,3.1111E+08,5.0001E+02
102010.E-03,3.6167E+05,3.0781E+08,8.3334E+02
108010.E-03,3.7133E+05,3.0297E+08,1.6667E+02
114010.E-03,3.7550E+05,2.9798E+08,1.0000E+03
120010.E-03,3.9417E+05,2.9193E+08,1.6667E+02
126010.E-03,3.7383E+05,2.8451E+08,8.3334E+02
132010.E-03,3.9017E+05,2.7760E+08,6.6667E+02
138010.E-03,3.7567E+05,2.6918E+08,1.3333E+03
144010.E-03,3.7667E+05,2.6009E+08,1.3333E+03
150010.E-03,3.7850E+05,2.4989E+08,2.3334E+03
156010.E-03,3.5717E+05,2.3993E+08,3.5000E+03
162010.E-03,3.6333E+05,2.2928E+08,4.6667E+03
168010.E-03,3.6767E+05,2.1883E+08,3.5000E+03
174010.E-03,3.5100E+05,2.0797E+08,6.0001E+03
180010.E-03,3.2084E+05,1.9737E+08,6.8334E+03
186010.E-03,3.2684E+05,1.8683E+08,1.1333E+04
192010.E-03,3.2267E+05,1.7674E+08,1.5834E+04
198010.E-03,3.1534E+05,1.6628E+08,2.2000E+04
204010.E-03,2.9284E+05,1.5581E+08,3.0334E+04
210010.E-03,2.9117E+05,1.4595E+08,3.9167E+04
216010.E-03,2.6484E+05,1.3572E+08,6.7167E+04
222010.E-03,2.5484E+05,1.2523E+08,9.5334E+04
228010.E-03,2.3650E+05,1.1495E+08,1.7750E+05
234010.E-03,2.0317E+05,1.0427E+08,3.2200E+05
240010.E-03,1.7984E+05,9.2366E+07,6.9702E+05
246010.E-03,1.4167E+05,7.6514E+07,1.6363E+06
252010.E-03,7.7167E+04,4.1437E+07,1.6400E+07
258010.E-03,1.1217E+05,2.0045E+07,7.2370E+07
264010.E-03,1.6967E+05,1.3549E+07,7.5704E+07
270010.E-03,2.0934E+05,5.2091E+06,6.4353E+07
276010.E-03,2.1334E+05,2.1058E+06,5.5673E+07
282010.E-03,2.2200E+05,1.0312E+06,4.8889E+07
288010.E-03,2.2267E+05,5.4883E+05,4.3935E+07
294010.E-03,2.3084E+05,2.9584E+05,3.9745E+07
300010.E-03,2.2767E+05,1.7217E+05,3.5805E+07
306010.E-03,2.1500E+05,8.8001E+04,3.2406E+07
312010.E-03,2.0934E+05,5.2334E+04,2.9085E+07
318010.E-03,2.0100E+05,2.7167E+04,2.5717E+07
324010.E-03,2.0217E+05,1.2667E+04,2.2530E+07
330010.E-03,1.8634E+05,6.6667E+03,1.9640E+07
336010.E-03,1.7350E+05,1.6667E+03,1.6633E+07
342010.E-03,1.5784E+05,8.3334E+02,1.3997E+07
348010.E-03,1.2600E+05,1.0000E+03,1.1771E+07
354010.E-03,1.1333E+05,5.0001E+02,9.7446E+06
360010.E-03,9.7667E+04,1.6667E+02,7.9651E+06
366010.E-03,8.4167E+04,0.0000E+00,6.3795E+06
372010.E-03,6.7001E+04,0.0000E+00,5.1037E+06
378010.E-03,5.9334E+04,0.0000E+00,4.0351E+06
384010.E-03,4.5501E+04,0.0000E+00,3.1539E+06
390010.E-03,3.6500E+04,0.0000E+00,2.4063E+06
396010.E-03,2.7334E+04,0.0000E+00,1.8489E+06
402010.E-03,2.0000E+04,0.0000E+00,1.4295E+06
408010.E-03,1.4667E+04,0.0000E+00,1.1137E+06
414010.E-03,1.0667E+04,0.0000E+00,8.7887E+05
420010.E-03,6.6667E+03,0.0000E+00,6.5701E+05
426010.E-03,4.6667E+03,0.0000E+00,4.7583E+05
432010.E-03,2.3334E+03,0.0000E+00,3.4817E+05
438010.E-03,1.8334E+03,0.0000E+00,2.6734E+05
444010.E-03,1.6667E+03,0.0000E+00,2.1917E+05
450010.E-03,5.0001E+02,0.0000E+00,1.7367E+05
456010.E-03,6.6667E+02,0.0000E+00,1.3350E+05
462010.E-03,3.3334E+02,0.0000E+00,9.4501E+04
468010.E-03,1.6667E+02,0.0000E+00,6.7667E+04
474010.E-03,0.0000E+00,0.0000E+00,5.4501E+04
480010.E-03,0.0000E+00,0.0000E+00,4.2500E+04
486010.E-03,0.0000E+00,0.0000E+00,3.0500E+04
492010.E-03,0.0000E+00,0.0000E+00,2.8667E+04
498010.E-03,0.0000E+00,0.0000E+00,2.5000E+04
504010.E-03,0.0000E+00,0.0000E+00,2.0334E+04
510010.E-03,0.0000E+00,0.0000E+00,1.5000E+04
516010.E-03,0.0000E+00,0.0000E+00,9.5001E+03
522010.E-03,0.0000E+00,0.0000E+00,1.0333E+04
528010.E-03,0.0000E+00,0.0000E+00,6.8334E+03
534010.E-03,0.0000E+00,0.0000E+00,7.5001E+03
540010.E-03,0.0000E+00,0.0000E+00,8.0001E+03
546010.E-03,0.0000E+00,0.0000E+00,2.3334E+03
552010.E-03,0.0000E+00,0.0000E+00,2.6667E+03
558010.E-03,0.0000E+00,0.0000E+00,1.1667E+03
564010.E-03,0.0000E+00,0.0000E+00,5.0001E+02
570010.E-03,0.0000E+00,0.0000E+00,1.1667E+03
576010.E-03,0.0000E+00,0.0000E+00,1.0000E+03
582010.E-03,0.0000E+00,0.0000E+00,6.6667E+02
588010.E-03,0.0000E+00,0.0000E+00,3.3334E+02
