DEPTH,Ga,Si,O,C
2.01E+00,0.00E+00,3.53E+07,3.18E+07,1.36E+05
4.01E+00,0.00E+00,2.97E+07,4.31E+07,2.06E+05
6.01E+00,0.00E+00,2.82E+07,3.37E+07,1.55E+05
8.01E+00,0.00E+00,2.95E+07,2.74E+07,1.10E+05
1.00E+01,0.00E+00,3.32E+07,3.01E+07,1.19E+05
1.20E+01,0.00E+00,3.48E+07,3.25E+07,1.32E+05
1.40E+01,0.00E+00,3.64E+07,3.44E+07,1.25E+05
1.60E+01,0.00E+00,3.78E+07,3.63E+07,1.61E+05
1.80E+01,0.00E+00,3.90E+07,3.75E+07,1.78E+05
2.00E+01,0.00E+00,4.04E+07,3.93E+07,2.03E+05
2.20E+01,0.00E+00,4.15E+07,4.06E+07,2.21E+05
2.40E+01,0.00E+00,4.27E+07,4.17E+07,2.69E+05
2.60E+01,0.00E+00,4.42E+07,4.30E+07,3.41E+05
2.80E+01,0.00E+00,4.53E+07,4.41E+07,4.21E+05
3.00E+01,0.00E+00,4.62E+07,4.53E+07,5.20E+05
3.20E+01,0.00E+00,4.73E+07,4.60E+07,6.34E+05
3.40E+01,0.00E+00,4.82E+07,4.65E+07,7.73E+05
3.60E+01,0.00E+00,4.90E+07,4.71E+07,1.09E+06
3.80E+01,0.00E+00,4.94E+07,4.78E+07,1.51E+06
4.00E+01,0.00E+00,5.00E+07,4.79E+07,2.23E+06
4.20E+01,0.00E+00,5.02E+07,4.77E+07,3.46E+06
4.40E+01,0.00E+00,4.92E+07,4.63E+07,5.71E+06
4.60E+01,0.00E+00,4.70E+07,4.32E+07,9.75E+06
4.80E+01,0.00E+00,4.28E+07,3.79E+07,1.65E+07
5.00E+01,0.00E+00,3.35E+07,2.91E+07,2.73E+07
5.20E+01,0.00E+00,3.17E+07,3.89E+07,9.26E+07
5.40E+01,0.00E+00,1.32E+07,2.09E+07,1.20E+08
5.60E+01,0.00E+00,5.06E+06,9.50E+06,1.36E+08
5.80E+01,0.00E+00,2.29E+06,4.57E+06,1.42E+08
6.00E+01,0.00E+00,1.36E+06,2.73E+06,1.44E+08
6.20E+01,0.00E+00,9.19E+05,1.87E+06,1.44E+08
6.40E+01,0.00E+00,6.91E+05,1.37E+06,1.46E+08
6.60E+01,5.00E+02,4.95E+05,1.06E+06,1.46E+08
6.80E+01,5.00E+02,3.81E+05,8.94E+05,1.47E+08
7.00E+01,0.00E+00,3.40E+05,7.19E+05,1.48E+08
7.20E+01,5.00E+02,2.91E+05,5.99E+05,1.50E+08
7.40E+01,5.00E+02,2.50E+05,5.33E+05,1.50E+08
7.60E+01,5.00E+02,2.09E+05,4.85E+05,1.52E+08
7.80E+01,0.00E+00,1.95E+05,4.15E+05,1.53E+08
8.00E+01,0.00E+00,1.89E+05,3.76E+05,1.53E+08
8.20E+01,5.00E+02,1.76E+05,3.37E+05,1.55E+08
8.40E+01,0.00E+00,1.57E+05,2.99E+05,1.56E+08
8.60E+01,0.00E+00,1.42E+05,2.67E+05,1.58E+08
8.80E+01,5.00E+02,1.21E+05,2.52E+05,1.59E+08
9.00E+01,2.00E+03,1.13E+05,2.54E+05,1.60E+08
9.20E+01,1.00E+03,1.05E+05,2.20E+05,1.61E+08
9.40E+01,3.00E+03,9.90E+04,2.11E+05,1.62E+08
9.60E+01,2.00E+03,8.95E+04,1.90E+05,1.64E+08
9.80E+01,2.00E+03,7.75E+04,1.73E+05,1.65E+08
1.00E+02,3.00E+03,8.70E+04,1.73E+05,1.66E+08
1.02E+02,3.50E+03,8.60E+04,1.56E+05,1.67E+08
1.04E+02,4.00E+03,7.20E+04,1.42E+05,1.68E+08
1.06E+02,2.50E+03,7.55E+04,1.26E+05,1.70E+08
1.08E+02,2.00E+03,6.70E+04,1.46E+05,1.70E+08
1.10E+02,4.00E+03,6.55E+04,1.26E+05,1.72E+08
1.12E+02,6.00E+03,5.25E+04,1.27E+05,1.73E+08
1.14E+02,8.00E+03,3.90E+04,1.19E+05,1.74E+08
1.16E+02,5.00E+03,4.65E+04,1.06E+05,1.75E+08
1.18E+02,4.00E+03,4.05E+04,1.18E+05,1.77E+08
1.20E+02,9.00E+03,4.55E+04,9.30E+04,1.78E+08
1.22E+02,4.00E+03,4.60E+04,9.35E+04,1.79E+08
1.24E+02,5.00E+03,5.15E+04,1.03E+05,1.80E+08
1.26E+02,9.50E+03,3.55E+04,9.15E+04,1.80E+08
1.28E+02,7.50E+03,4.15E+04,8.05E+04,1.82E+08
1.30E+02,9.50E+03,3.75E+04,7.25E+04,1.83E+08
1.32E+02,1.30E+04,4.15E+04,7.25E+04,1.85E+08
1.34E+02,8.50E+03,3.80E+04,6.95E+04,1.85E+08
1.36E+02,1.30E+04,3.20E+04,7.00E+04,1.86E+08
1.38E+02,1.15E+04,4.00E+04,7.30E+04,1.88E+08
1.40E+02,1.55E+04,2.80E+04,6.70E+04,1.89E+08
1.42E+02,1.40E+04,2.65E+04,7.40E+04,1.90E+08
1.44E+02,1.70E+04,3.40E+04,6.10E+04,1.91E+08
1.46E+02,8.50E+03,2.40E+04,6.60E+04,1.92E+08
1.48E+02,1.40E+04,2.80E+04,5.05E+04,1.93E+08
1.50E+02,1.75E+04,2.95E+04,5.95E+04,1.94E+08
1.52E+02,2.20E+04,2.60E+04,5.25E+04,1.95E+08
1.54E+02,2.40E+04,2.25E+04,4.90E+04,1.96E+08
1.56E+02,1.35E+04,2.55E+04,4.65E+04,1.97E+08
1.58E+02,2.40E+04,2.45E+04,5.25E+04,1.98E+08
1.60E+02,1.85E+04,2.50E+04,5.35E+04,1.99E+08
1.62E+02,2.25E+04,2.40E+04,4.90E+04,2.00E+08
1.64E+02,2.85E+04,2.70E+04,4.10E+04,2.01E+08
1.66E+02,3.05E+04,2.50E+04,4.60E+04,2.01E+08
1.68E+02,2.60E+04,2.20E+04,4.45E+04,2.02E+08
1.70E+02,2.85E+04,2.50E+04,5.05E+04,2.03E+08
1.72E+02,3.05E+04,1.75E+04,3.90E+04,2.03E+08
1.74E+02,3.15E+04,2.85E+04,3.60E+04,2.04E+08
