DEPTH,Ga,Si,O,C
6.01E-01,1.00E+03,2.25E+07,2.83E+07,1.46E+00
1.30E+00,1.71E+03,1.88E+06,3.70E+06,1.67E+00
2.00E+00,4.00E+03,6.27E+05,1.30E+06,1.71E+00
2.70E+00,7.86E+03,3.65E+05,7.37E+05,1.76E+00
3.40E+00,1.17E+04,2.40E+05,5.01E+05,1.81E+00
4.10E+00,2.01E+04,1.80E+05,3.63E+05,1.88E+00
4.80E+00,2.60E+04,1.36E+05,2.80E+05,1.94E+00
5.50E+00,3.83E+04,1.11E+05,2.29E+05,2.00E+00
6.20E+00,5.30E+04,9.21E+04,1.86E+05,2.05E+00
6.90E+00,6.56E+04,8.00E+04,1.57E+05,2.10E+00
7.60E+00,8.46E+04,7.09E+04,1.30E+05,2.15E+00
8.30E+00,1.01E+05,6.10E+04,1.22E+05,2.19E+00
9.00E+00,1.35E+05,5.14E+04,1.05E+05,2.23E+00
9.70E+00,1.62E+05,4.61E+04,8.66E+04,2.25E+00
1.04E+01,1.96E+05,3.90E+04,8.16E+04,2.27E+00
1.11E+01,2.34E+05,4.21E+04,7.09E+04,2.28E+00
1.18E+01,2.80E+05,3.06E+04,6.57E+04,2.29E+00
1.25E+01,3.42E+05,2.96E+04,6.86E+04,2.28E+00
1.32E+01,3.95E+05,2.53E+04,5.99E+04,2.25E+00
1.39E+01,4.46E+05,2.67E+04,5.34E+04,2.22E+00
1.46E+01,4.97E+05,2.54E+04,4.47E+04,2.16E+00
1.53E+01,5.23E+05,2.23E+04,4.20E+04,2.10E+00
1.60E+01,5.65E+05,1.67E+04,4.44E+04,2.02E+00
1.67E+01,6.01E+05,1.81E+04,4.46E+04,1.93E+00
1.74E+01,6.47E+05,1.86E+04,3.54E+04,1.84E+00
1.81E+01,6.45E+05,1.59E+04,3.63E+04,1.74E+00
1.88E+01,6.89E+05,1.29E+04,3.27E+04,1.62E+00
1.95E+01,6.68E+05,1.54E+04,3.06E+04,1.51E+00
2.02E+01,6.54E+05,1.17E+04,2.69E+04,1.39E+00
2.09E+01,6.30E+05,1.40E+04,2.69E+04,1.27E+00
2.16E+01,6.46E+05,1.06E+04,2.74E+04,1.16E+00
2.23E+01,5.87E+05,8.57E+03,2.33E+04,1.04E+00
2.30E+01,5.48E+05,8.00E+03,2.46E+04,9.39E-01
2.37E+01,5.26E+05,9.14E+03,2.00E+04,8.34E-01
2.44E+01,4.60E+05,7.00E+03,2.09E+04,7.33E-01
2.51E+01,4.22E+05,7.57E+03,1.76E+04,6.48E-01
