xdata,ydata
2640000000,0.99979612
2642000000,1.000211563
2644000000,1.000048816
2646000000,0.999781777
2648000000,0.99982702
2650000000,0.999568835
2652000000,0.999513446
2654000000,0.999792847
2656000000,1.000057926
2658000000,0.99992169
2660000000,1.000181775
2662000000,1.000079033
2664000000,0.99978148
2666000000,1.000287497
2668000000,1.000014458
2670000000,0.999988788
2672000000,1.00023339
2674000000,0.999940575
2676000000,0.999672
2678000000,0.999725942
2680000000,1.000074893
2682000000,0.999696975
2684000000,1.000159376
2686000000,1.00016222
2688000000,0.999828457
2690000000,0.999767512
2692000000,0.999974539
2694000000,0.999955326
2696000000,0.999848584
2698000000,0.999827702
2700000000,0.999937082
2702000000,1.000213012
2704000000,0.999684698
2706000000,1.000058793
2708000000,0.999873915
2710000000,1.000147984
2712000000,0.999924401
2714000000,0.999817301
2716000000,0.999753487
2718000000,0.999533506
2720000000,0.999775673
2722000000,1.0000207
2724000000,1.000025613
2726000000,1.00000472
2728000000,0.999540147
2730000000,0.999862833
2732000000,0.999585349
2734000000,1.000352006
2736000000,1.000108665
2738000000,0.999686007
2740000000,1.000014272
2742000000,0.999486499
2744000000,0.999540929
2746000000,0.999712789
2748000000,0.999910843
2750000000,0.999449892
2752000000,0.999594549
2754000000,0.999504329
2756000000,0.999100893
2758000000,0.999360565
2760000000,0.998808236
2762000000,0.998259796
2764000000,0.997938921
2766000000,0.997521128
2768000000,0.996630059
2770000000,0.997379406
2772000000,0.997619143
2774000000,0.998107972
2776000000,0.99809723
2778000000,0.998228984
2780000000,0.99719861
2782000000,0.997666385
2784000000,0.996386102
2786000000,0.995717175
2788000000,0.995221067
2790000000,0.995184742
2792000000,0.996121698
2794000000,0.996985745
2796000000,0.997757426
2798000000,0.99855904
2800000000,0.998836356
2802000000,0.998905981
2804000000,0.999246541
2806000000,0.999383785
2808000000,0.99960473
2810000000,0.999658352
2812000000,0.999405309
2814000000,0.999690399
2816000000,0.999634492
2818000000,0.999448242
2820000000,0.999355741
2822000000,0.999646381
2824000000,0.999406858
2826000000,0.999618272
2828000000,0.999122985
2830000000,0.999882242
2832000000,0.999792198
2834000000,0.99950985
2836000000,0.999238261
2838000000,0.999618212
2840000000,0.998727099
2842000000,0.999192317
2844000000,0.998769407
2846000000,0.998137502
2848000000,0.997770396
2850000000,0.997606031
2852000000,0.99838408
2854000000,0.998451205
2856000000,0.998928171
2858000000,0.999059881
2860000000,0.998643431
2862000000,0.998122581
2864000000,0.997554063
2866000000,0.997096732
2868000000,0.996965384
2870000000,0.996986127
2872000000,0.997387498
2874000000,0.998324751
2876000000,0.999410952
2878000000,0.998965624
2880000000,0.998792809
2882000000,0.997798159
2884000000,0.997940913
2886000000,0.996978002
2888000000,0.997232988
2890000000,0.997579409
2892000000,0.998391492
2894000000,0.998774565
2896000000,0.998665927
2898000000,0.998577
2900000000,0.998742218
2902000000,0.998419903
2904000000,0.998380481
2906000000,0.998450595
2908000000,0.998591106
2910000000,0.999335045
2912000000,0.999546459
2914000000,0.999751917
2916000000,0.9998424
2918000000,0.999436932
2920000000,0.999540538
2922000000,1.000380224
2924000000,0.999891169
2926000000,0.999394372
2928000000,1.000230444
2930000000,0.999817775
2932000000,0.999541832
2934000000,0.999563836
2936000000,0.999976673
2938000000,0.999809414
2940000000,0.999615065
2942000000,0.999708869
2944000000,0.999407511
2946000000,0.9994573
2948000000,0.998811758
2950000000,0.998007512
2952000000,0.997860528
2954000000,0.996843994
2956000000,0.995853571
2958000000,0.996613999
2960000000,0.997402248
2962000000,0.998585691
2964000000,0.998645231
2966000000,0.998707769
2968000000,0.9990498
2970000000,0.998810354
2972000000,0.998514034
2974000000,0.998768234
2976000000,0.999069955
2978000000,0.99898103
2980000000,0.999520155
2982000000,0.999954336
2984000000,0.999554528
2986000000,0.99968302
2988000000,1.000171939
2990000000,0.99934075
2992000000,1.000239076
2994000000,0.999947588
2996000000,1.000196094
2998000000,1.000415281
3000000000,0.999678239
3002000000,1.000204644
3004000000,0.999502447
3006000000,1.000062483
3008000000,0.999684726
3010000000,1.000119636
3012000000,0.999914411
3014000000,0.999697802
3016000000,0.999793348
3018000000,0.999624512
3020000000,1.000053199
3022000000,1.000421393
3024000000,1.000140239
3026000000,0.999738739
3028000000,1.000217834
3030000000,0.999688508
3032000000,0.999866162
3034000000,1.000330234
3036000000,0.999768815
3038000000,0.9996329
3040000000,0.999952215
3042000000,0.999776208
3044000000,1.000216196
3046000000,0.999690941
3048000000,1.000063323
3050000000,0.999922787
3052000000,1.000018478
3054000000,1.000091938
3056000000,1.000517325
3058000000,0.999777023
3060000000,0.999968639
3062000000,1.000297738
3064000000,1.000142951
3066000000,0.999861508
3068000000,1.000279732
3070000000,1.000159991
3072000000,0.999758635
3074000000,1.000401937
3076000000,1.000711155
3078000000,0.999937897
3080000000,0.999447033
3082000000,0.999820055
3084000000,0.999706809
3086000000,1.000104165
3088000000,0.999788122
3090000000,1.000027663
3092000000,0.999641638
3094000000,1.000147206
3096000000,1.00029076
3098000000,0.999523408
3100000000,0.999313045
