xdata,ydata
2640000000,1.00001835
2642000000,0.999906404
2644000000,0.999871465
2646000000,0.999636938
2648000000,1.000009393
2650000000,0.999278661
2652000000,1.000152559
2654000000,1.000252029
2656000000,0.999452408
2658000000,0.999603324
2660000000,1.000155217
2662000000,1.000242323
2664000000,0.999366769
2666000000,1.00010263
2668000000,1.00029003
2670000000,1.00057086
2672000000,1.000793973
2674000000,0.99980409
2676000000,1.000424053
2678000000,0.998950723
2680000000,1.000061225
2682000000,0.999069873
2684000000,1.000367562
2686000000,1.000159474
2688000000,1.00057041
2690000000,0.999877289
2692000000,0.999757391
2694000000,1.000618165
2696000000,1.000364377
2698000000,0.99912317
2700000000,0.999241814
2702000000,1.000279314
2704000000,1.001054147
2706000000,0.998265797
2708000000,0.999755852
2710000000,0.999420789
2712000000,0.999562792
2714000000,0.999640334
2716000000,0.99943518
2718000000,0.999754405
2720000000,0.999057521
2722000000,0.999832984
2724000000,0.999601462
2726000000,0.999793056
2728000000,0.999906384
2730000000,0.999531829
2732000000,0.999302399
2734000000,0.999635852
2736000000,0.999720174
2738000000,0.99967434
2740000000,0.999691835
2742000000,0.998702979
2744000000,0.998671094
2746000000,0.998328546
2748000000,0.999772101
2750000000,0.998552401
2752000000,0.997739339
2754000000,0.997499403
2756000000,0.997030567
2758000000,0.996253822
2760000000,0.996468557
2762000000,0.993058234
2764000000,0.99069929
2766000000,0.984484449
2768000000,0.982183137
2770000000,0.983063588
2772000000,0.987983194
2774000000,0.994349138
2776000000,0.995129722
2778000000,0.995375359
2780000000,0.994305429
2782000000,0.991245312
2784000000,0.987027202
2786000000,0.980584288
2788000000,0.972724378
2790000000,0.97184915
2792000000,0.976117017
2794000000,0.984827559
2796000000,0.992030767
2798000000,0.994917008
2800000000,0.996642724
2802000000,0.996942141
2804000000,0.998594344
2806000000,0.998069504
2808000000,0.99852371
2810000000,0.998883062
2812000000,0.998767706
2814000000,0.998848226
2816000000,0.998959153
2818000000,0.997534605
2820000000,0.997772231
2822000000,0.998134157
2824000000,0.998191732
2826000000,0.999248218
2828000000,0.998134462
2830000000,0.998852362
2832000000,0.998617076
2834000000,0.998054096
2836000000,0.999013493
2838000000,0.998893478
2840000000,0.998425297
2842000000,0.996633299
2844000000,0.994347908
2846000000,0.990760913
2848000000,0.989845888
2850000000,0.991312042
2852000000,0.993655903
2854000000,0.997070524
2856000000,0.99490041
2858000000,0.995188614
2860000000,0.995014919
2862000000,0.995630474
2864000000,0.991142189
2866000000,0.987534666
2868000000,0.986818634
2870000000,0.989817598
2872000000,0.99517124
2874000000,0.995857975
2876000000,0.996483685
2878000000,0.996166454
2880000000,0.99633792
2882000000,0.995149136
2884000000,0.990816891
2886000000,0.988051854
2888000000,0.988640172
2890000000,0.990051841
2892000000,0.991968166
2894000000,0.993972845
2896000000,0.994444928
2898000000,0.995085173
2900000000,0.996075668
2902000000,0.994328131
2904000000,0.993729178
2906000000,0.992915837
2908000000,0.994279212
2910000000,0.996548178
2912000000,0.998081547
2914000000,0.996996812
2916000000,0.998047747
2918000000,0.998630724
2920000000,0.999496395
2922000000,0.998582277
2924000000,0.999783701
2926000000,0.999873476
2928000000,0.999937418
2930000000,1.000117834
2932000000,1.000218872
2934000000,0.99951453
2936000000,1.000570219
2938000000,0.998779809
2940000000,0.999473049
2942000000,0.999464021
2944000000,0.998720438
2946000000,0.998760138
2948000000,0.997036248
2950000000,0.997320931
2952000000,0.994743895
2954000000,0.99224057
2956000000,0.98997282
2958000000,0.991454956
2960000000,0.994024308
2962000000,0.995877944
2964000000,0.996758652
2966000000,0.997857487
2968000000,0.996676575
2970000000,0.998061843
2972000000,0.99633627
2974000000,0.995801402
2976000000,0.995851195
2978000000,0.997817001
2980000000,0.998154586
2982000000,0.998373546
2984000000,0.999295436
2986000000,0.999251415
2988000000,0.999812515
2990000000,1.000275294
2992000000,0.999858342
2994000000,1.000657217
2996000000,0.999981414
2998000000,1.000507533
3000000000,0.999611135
3002000000,0.999365491
3004000000,0.999679828
3006000000,0.99953944
3008000000,1.000199981
3010000000,1.000550859
3012000000,0.999881874
3014000000,1.000212743
3016000000,0.999412928
3018000000,0.999720167
3020000000,0.999918181
3022000000,0.999679932
3024000000,1.00055611
3026000000,0.999990822
3028000000,1.000530025
3030000000,0.999433546
3032000000,1.000664861
3034000000,1.000161626
3036000000,1.000269871
3038000000,1.000934019
3040000000,1.000078661
3042000000,0.999759152
3044000000,1.000252134
3046000000,0.999565885
3048000000,1.00039438
3050000000,0.999830337
3052000000,0.999556843
3054000000,0.999968053
3056000000,1.000567928
3058000000,0.998952972
3060000000,1.001103319
3062000000,1.000194554
3064000000,0.999559261
3066000000,1.000564372
3068000000,0.999509807
3070000000,1.00018947
3072000000,0.999424401
3074000000,0.999953717
3076000000,0.999163215
3078000000,0.999983834
3080000000,1.00017421
3082000000,0.999270413
3084000000,1.000353915
3086000000,0.99983795
3088000000,1.000163815
3090000000,1.000084726
3092000000,1.001074073
3094000000,0.999790692
3096000000,1.000072163
3098000000,0.999558303
3100000000,0.99960658
