DEPTH         Si          C    
100100.E-04  1.0000E+02  3.0217E+07
200100.E-04  0.0000E+00  4.0233E+07
300100.E-04  0.0000E+00  4.7464E+07
400100.E-04  5.0001E+02  5.2485E+07
500100.E-04  1.3000E+03  5.6471E+07
600100.E-04  2.8000E+03  6.0168E+07
700100.E-04  5.9001E+03  6.3484E+07
800100.E-04  7.0001E+03  6.6734E+07
900100.E-04  1.1600E+04  6.9560E+07
100010.E-03  1.7000E+04  7.2185E+07
110010.E-03  2.1900E+04  7.4784E+07
120010.E-03  2.8800E+04  7.7992E+07
130010.E-03  3.6800E+04  8.0316E+07
140010.E-03  4.5300E+04  8.3342E+07
150010.E-03  5.3200E+04  8.6227E+07
160010.E-03  6.4400E+04  8.8786E+07
170010.E-03  7.6800E+04  9.1584E+07
180010.E-03  8.9500E+04  9.3241E+07
190010.E-03  1.0900E+05  9.5164E+07
200010.E-03  1.1950E+05  9.7266E+07
210010.E-03  1.3060E+05  9.9197E+07
220010.E-03  1.5310E+05  1.0105E+08
230010.E-03  1.7100E+05  1.0238E+08
240010.E-03  1.9250E+05  1.0346E+08
250010.E-03  2.0871E+05  1.0452E+08
260010.E-03  2.2851E+05  1.0486E+08
270010.E-03  2.5161E+05  1.0485E+08
280010.E-03  2.6351E+05  1.0501E+08
290010.E-03  2.9931E+05  1.0454E+08
300010.E-03  3.0981E+05  1.0319E+08
310010.E-03  3.2191E+05  1.0111E+08
320010.E-03  3.4212E+05  9.9273E+07
330010.E-03  3.6702E+05  9.6854E+07
340010.E-03  3.8042E+05  9.3953E+07
350010.E-03  3.7142E+05  9.0288E+07
360010.E-03  3.7902E+05  8.6199E+07
370010.E-03  3.8342E+05  8.2516E+07
380010.E-03  3.8932E+05  7.8098E+07
390010.E-03  3.8432E+05  7.3136E+07
400010.E-03  3.5602E+05  6.7735E+07
410010.E-03  3.6712E+05  6.2596E+07
420010.E-03  3.4522E+05  5.7574E+07
430010.E-03  3.3651E+05  5.2318E+07
440010.E-03  3.0241E+05  4.7074E+07
450010.E-03  2.9051E+05  4.1885E+07
460010.E-03  2.6581E+05  3.7025E+07
470010.E-03  2.4051E+05  3.2708E+07
480010.E-03  2.0921E+05  2.8269E+07
490010.E-03  1.9710E+05  2.4344E+07
500010.E-03  1.6010E+05  2.0663E+07
510010.E-03  1.4300E+05  1.7506E+07
520010.E-03  1.1920E+05  1.4735E+07
530010.E-03  9.9800E+04  1.2194E+07
540010.E-03  8.4600E+04  1.0147E+07
550010.E-03  6.6600E+04  8.3620E+06
560010.E-03  5.0900E+04  6.6747E+06
570010.E-03  4.1300E+04  5.3747E+06
580010.E-03  3.1100E+04  4.2020E+06
590010.E-03  2.4400E+04  3.3878E+06
600010.E-03  1.7300E+04  2.6931E+06
610010.E-03  1.0400E+04  2.1292E+06
620010.E-03  8.4001E+03  1.6239E+06
630010.E-03  4.2000E+03  1.3267E+06
640010.E-03  3.0000E+03  1.0558E+06
650010.E-03  2.5000E+03  8.2735E+05
660010.E-03  1.3000E+03  6.8929E+05
670010.E-03  7.0001E+02  5.8161E+05
680010.E-03  1.1000E+03  4.7832E+05
690010.E-03  5.0001E+02  3.7162E+05
700010.E-03  1.0000E+02  2.8511E+05
710010.E-03  1.0000E+02  2.4191E+05
720010.E-03  1.0000E+02  1.9740E+05
730010.E-03  0.0000E+00  1.6280E+05
740010.E-03  1.0000E+02  1.1920E+05
750010.E-03  0.0000E+00  1.0780E+05
760010.E-03  0.0000E+00  6.8800E+04
770010.E-03  0.0000E+00  5.5100E+04
780010.E-03  0.0000E+00  4.4300E+04
790010.E-03  0.0000E+00  3.7200E+04
800010.E-03  0.0000E+00  3.0400E+04
810010.E-03  0.0000E+00  2.4700E+04
820010.E-03  0.0000E+00  1.8700E+04
830010.E-03  0.0000E+00  1.1900E+04
840010.E-03  0.0000E+00  7.0001E+03
850010.E-03  0.0000E+00  8.4001E+03
860010.E-03  0.0000E+00  6.8001E+03
870010.E-03  0.0000E+00  6.3001E+03
880010.E-03  0.0000E+00  2.8000E+03
890010.E-03  0.0000E+00  3.5000E+03
900010.E-03  0.0000E+00  1.7000E+03
910010.E-03  0.0000E+00  3.0000E+02
920010.E-03  0.0000E+00  4.0000E+02
930010.E-03  0.0000E+00  7.0001E+02
940010.E-03  0.0000E+00  6.0001E+02
950010.E-03  0.0000E+00  4.0000E+02
960010.E-03  0.0000E+00  2.0000E+02
970010.E-03  0.0000E+00  0.0000E+00
980010.E-03  0.0000E+00  0.0000E+00
990010.E-03  0.0000E+00  0.0000E+00
100001.E-02  0.0000E+00  0.0000E+00
