DEPTH         Si            C       
100100.E-04  7135.98E-05  2923.24E-04  
200100.E-04  8841.48E-05  3956.73E-04  
300100.E-04  8945.18E-05  4581.36E-04  
400100.E-04  9116.71E-05  5027.45E-04  
500100.E-04  9302.08E-05  5380.98E-04  
600100.E-04  9568.64E-05  5716.09E-04  
700100.E-04  9807.01E-05  6026.39E-04  
800100.E-04  1003.88E-04  6337.36E-04  
900100.E-04  1034.14E-04  6595.87E-04  
100010.E-03  1051.48E-04  6824.57E-04  
110010.E-03  1085.14E-04  7083.73E-04  
120010.E-03  1115.06E-04  7395.78E-04  
130010.E-03  1143.19E-04  7602.24E-04  
140010.E-03  1180.12E-04  7886.81E-04  
150010.E-03  1205.68E-04  8169.56E-04  
160010.E-03  1238.60E-04  8399.44E-04  
170010.E-03  1276.52E-04  8651.91E-04  
180010.E-03  1304.00E-04  8811.15E-04  
190010.E-03  1331.62E-04  8977.80E-04  
200010.E-03  1361.29E-04  9191.81E-04  
210010.E-03  1388.11E-04  9375.00E-04  
220010.E-03  1413.90E-04  9542.50E-04  
230010.E-03  1432.08E-04  9652.63E-04  
240010.E-03  1454.00E-04  9760.23E-04  
250010.E-03  1471.55E-04  9863.47E-04  
260010.E-03  1479.81E-04  9876.20E-04  
270010.E-03  1487.21E-04  9871.60E-04  
280010.E-03  1483.79E-04  9868.60E-04  
290010.E-03  1487.07E-04  9850.10E-04  
300010.E-03  1462.29E-04  9688.28E-04  
310010.E-03  1429.94E-04  9479.34E-04  
320010.E-03  1421.57E-04  9315.36E-04  
330010.E-03  1377.77E-04  9075.40E-04  
340010.E-03  1333.63E-04  8799.04E-04  
350010.E-03  1279.49E-04  8437.54E-04  
360010.E-03  1225.26E-04  8021.92E-04  
370010.E-03  1168.68E-04  7695.31E-04  
380010.E-03  1101.33E-04  7271.60E-04  
390010.E-03  1019.33E-04  6774.13E-04  
400010.E-03  9433.97E-05  6264.73E-04  
410010.E-03  8764.88E-05  5790.63E-04  
420010.E-03  7920.86E-05  5315.85E-04  
430010.E-03  7152.80E-05  4804.59E-04  
440010.E-03  6362.92E-05  4317.97E-04  
450010.E-03  5633.70E-05  3832.34E-04  
460010.E-03  4866.14E-05  3376.89E-04  
470010.E-03  4237.83E-05  2978.35E-04  
480010.E-03  3593.79E-05  2569.61E-04  
490010.E-03  2992.10E-05  2206.33E-04  
500010.E-03  2458.77E-05  1858.27E-04  
510010.E-03  2037.07E-05  1575.12E-04  
520010.E-03  1646.96E-05  1320.05E-04  
530010.E-03  1315.24E-05  1086.07E-04  
540010.E-03  1026.71E-05  9071.88E-05  
550010.E-03  7911.62E-06  7369.61E-05  
560010.E-03  5896.09E-06  5921.89E-05  
570010.E-03  4387.22E-06  4742.82E-05  
580010.E-03  3114.13E-06  3671.17E-05  
590010.E-03  2174.06E-06  2983.79E-05  
600010.E-03  1435.01E-06  2348.76E-05  
610010.E-03  9380.01E-07  1840.82E-05  
620010.E-03  5940.03E-07  1394.92E-05  
630010.E-03  3930.04E-07  1163.27E-05  
640010.E-03  2410.03E-07  9221.31E-06  
650010.E-03  1650.02E-07  7123.80E-06  
660010.E-03  1100.01E-07  6085.05E-06  
670010.E-03  9800.10E-08  5052.27E-06  
680010.E-03  4300.04E-08  4311.21E-06  
690010.E-03  1300.01E-08  3184.13E-06  
700010.E-03  8000.08E-09  2456.08E-06  
710010.E-03  1300.01E-08  2133.06E-06  
720010.E-03  9000.09E-09  1685.03E-06  
730010.E-03  2000.02E-09  1396.01E-06  
740010.E-03  0000.00E+00  1030.00E-06  
750010.E-03  0000.00E+00  9500.01E-07  
760010.E-03  0000.00E+00  5730.03E-07  
770010.E-03  0000.00E+00  4940.03E-07  
780010.E-03  0000.00E+00  3980.04E-07  
790010.E-03  0000.00E+00  3390.04E-07  
800010.E-03  0000.00E+00  2480.03E-07  
810010.E-03  0000.00E+00  2220.03E-07  
820010.E-03  0000.00E+00  1680.02E-07  
830010.E-03  0000.00E+00  7900.07E-08  
840010.E-03  0000.00E+00  6500.06E-08  
850010.E-03  0000.00E+00  7200.07E-08  
860010.E-03  0000.00E+00  5900.06E-08  
870010.E-03  0000.00E+00  6100.06E-08  
880010.E-03  0000.00E+00  1800.02E-08  
890010.E-03  0000.00E+00  3300.03E-08  
900010.E-03  0000.00E+00  1200.01E-08  
910010.E-03  0000.00E+00  2000.02E-09  
920010.E-03  0000.00E+00  6000.06E-09  
930010.E-03  0000.00E+00  6000.06E-09  
940010.E-03  0000.00E+00  4000.04E-09  
950010.E-03  0000.00E+00  4000.04E-09  
960010.E-03  0000.00E+00  1000.01E-09  
970010.E-03  0000.00E+00  0000.00E+00  
980010.E-03  0000.00E+00  0000.00E+00  
990010.E-03  0000.00E+00  0000.00E+00  
100001.E-02  0000.00E+00  0000.00E+00  

 To convert to Energy Lost - multiply by Average Binding Energy =  3  eV/Vacancy
