====== Ga (30) into Diamond                     =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    = Si   Energy = 50 keV
============= TARGET MATERIAL ======================================
Layer 1 : Diamond
Layer Width = 10000.E-01 A ;
  Layer # 1- Density = 17.59E22 atoms/cm3 = 3.51 g/cm3
  Layer # 1-  C = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =099999.00
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
100100.E-04  6879.48E-02  9847.08E-03
200100.E-04  6794.25E-02  1395.67E-02
300100.E-04  6712.04E-02  1712.30E-02
400100.E-04  6624.03E-02  1994.51E-02
500100.E-04  6553.16E-02  2206.32E-02
600100.E-04  6430.53E-02  2412.97E-02
700100.E-04  6356.21E-02  2588.49E-02
800100.E-04  6256.40E-02  2768.22E-02
900100.E-04  6160.43E-02  2908.02E-02
100010.E-03  6039.13E-02  3046.20E-02
110010.E-03  5961.34E-02  3178.89E-02
120010.E-03  5838.38E-02  3314.90E-02
130010.E-03  5715.11E-02  3419.82E-02
140010.E-03  5600.34E-02  3549.68E-02
150010.E-03  5481.50E-02  3674.81E-02
160010.E-03  5336.92E-02  3769.91E-02
170010.E-03  5192.89E-02  3863.46E-02
180010.E-03  5052.78E-02  3915.07E-02
190010.E-03  4902.38E-02  3975.97E-02
200010.E-03  4745.72E-02  4048.23E-02
210010.E-03  4584.34E-02  4104.24E-02
220010.E-03  4424.11E-02  4149.60E-02
230010.E-03  4250.85E-02  4177.97E-02
240010.E-03  4067.21E-02  4186.58E-02
250010.E-03  3896.18E-02  4193.32E-02
260010.E-03  3698.64E-02  4164.90E-02
270010.E-03  3508.65E-02  4138.23E-02
280010.E-03  3311.63E-02  4095.54E-02
290010.E-03  3113.85E-02  4041.09E-02
300010.E-03  2917.70E-02  3954.73E-02
310010.E-03  2709.80E-02  3857.66E-02
320010.E-03  2508.61E-02  3749.05E-02
330010.E-03  2318.71E-02  3633.80E-02
340010.E-03  2125.64E-02  3484.53E-02
350010.E-03  1930.38E-02  3319.74E-02
360010.E-03  1748.49E-02  3141.04E-02
370010.E-03  1571.52E-02  2985.77E-02
380010.E-03  1404.73E-02  2798.75E-02
390010.E-03  1238.24E-02  2601.63E-02
400010.E-03  1091.02E-02  2398.60E-02
410010.E-03  9524.83E-03  2211.09E-02
420010.E-03  8184.73E-03  2020.30E-02
430010.E-03  6995.83E-03  1819.60E-02
440010.E-03  5933.86E-03  1630.83E-02
450010.E-03  4904.81E-03  1448.64E-02
460010.E-03  4099.84E-03  1283.30E-02
470010.E-03  3334.66E-03  1124.46E-02
480010.E-03  2717.04E-03  9731.77E-03
490010.E-03  2149.57E-03  8369.21E-03
500010.E-03  1692.09E-03  7128.99E-03
510010.E-03  1318.12E-03  6005.70E-03
520010.E-03  1016.13E-03  5106.15E-03
530010.E-03  7652.69E-04  4239.13E-03
540010.E-03  5748.45E-04  3556.33E-03
550010.E-03  4228.19E-04  2911.85E-03
560010.E-03  2996.33E-04  2387.99E-03
570010.E-03  2111.35E-04  1947.67E-03
580010.E-03  1382.51E-04  1572.67E-03
590010.E-03  9133.67E-05  1286.20E-03
600010.E-03  6245.67E-05  1030.88E-03
610010.E-03  3857.15E-05  8367.57E-04
620010.E-03  2632.82E-05  6460.00E-04
630010.E-03  1609.49E-05  5405.50E-04
640010.E-03  1005.38E-05  4322.52E-04
650010.E-03  7001.15E-06  3501.09E-04
660010.E-03  4447.63E-06  2881.76E-04
670010.E-03  3118.89E-06  2368.99E-04
680010.E-03  1060.31E-06  1975.06E-04
690010.E-03  5364.62E-07  1523.46E-04
700010.E-03  5391.06E-07  1175.52E-04
710010.E-03  3908.75E-07  9805.37E-05
720010.E-03  7433.35E-08  7917.60E-05
730010.E-03  1634.86E-08  6071.11E-05
740010.E-03  4738.61E-12  4762.58E-05
750010.E-03  0000.00E+00  3908.39E-05
760010.E-03  0000.00E+00  2672.27E-05
770010.E-03  0000.00E+00  2324.70E-05
780010.E-03  0000.00E+00  1845.84E-05
790010.E-03  0000.00E+00  1532.10E-05
800010.E-03  0000.00E+00  1190.21E-05
810010.E-03  0000.00E+00  8621.99E-06
820010.E-03  0000.00E+00  6887.63E-06
830010.E-03  0000.00E+00  3914.69E-06
840010.E-03  0000.00E+00  3178.06E-06
850010.E-03  0000.00E+00  3720.69E-06
860010.E-03  0000.00E+00  2904.85E-06
870010.E-03  0000.00E+00  1739.16E-06
880010.E-03  0000.00E+00  1327.72E-06
890010.E-03  0000.00E+00  1343.33E-06
900010.E-03  0000.00E+00  4958.25E-07
910010.E-03  0000.00E+00  1066.84E-07
920010.E-03  0000.00E+00  8391.25E-08
930010.E-03  0000.00E+00  2646.64E-07
940010.E-03  0000.00E+00  9027.54E-08
950010.E-03  0000.00E+00  6798.61E-08
960010.E-03  0000.00E+00  6912.11E-09
970010.E-03  0000.00E+00  0000.00E+00
980010.E-03  0000.00E+00  0000.00E+00
990010.E-03  0000.00E+00  0000.00E+00
100001.E-02  0000.00E+00  0000.00E+00
