DEPTH_0,Ga,Sn,C,DEPTH
2.52E+02,7.05E-02,4.19E-01,2.77E-01,2.00E-01
2.58E+02,1.22E-01,0.00E+00,8.50E-01,8.00E-01
2.64E+02,1.11E-01,0.00E+00,6.83E-01,1.40E+00
2.70E+02,1.03E-01,0.00E+00,5.76E-01,2.00E+00
2.76E+02,9.51E-02,0.00E+00,5.01E-01,2.60E+00
2.82E+02,8.73E-02,0.00E+00,4.44E-01,3.20E+00
2.88E+02,7.95E-02,0.00E+00,4.02E-01,3.80E+00
2.94E+02,7.17E-02,0.00E+00,3.63E-01,4.40E+00
3.00E+02,6.49E-02,0.00E+00,3.27E-01,5.00E+00
3.06E+02,5.77E-02,0.00E+00,2.96E-01,5.60E+00
3.12E+02,5.05E-02,0.00E+00,2.61E-01,6.20E+00
3.18E+02,4.40E-02,0.00E+00,2.32E-01,6.80E+00
3.24E+02,3.76E-02,0.00E+00,2.01E-01,7.40E+00
3.30E+02,3.15E-02,0.00E+00,1.71E-01,8.00E+00
3.36E+02,2.59E-02,0.00E+00,1.45E-01,8.60E+00
3.42E+02,2.14E-02,0.00E+00,1.22E-01,9.20E+00
3.48E+02,1.76E-02,0.00E+00,1.02E-01,9.80E+00
