DEPTH_0,Ga,Sn,C,DEPTH
5.40E+01,6.35E+04,6.11E+07,1.23E+08,4.00E-01
6.00E+01,1.09E+05,4.19E+07,2.55E+08,1.00E+00
6.60E+01,1.43E+05,2.14E+07,2.51E+08,1.60E+00
7.20E+01,1.69E+05,7.91E+06,2.37E+08,2.20E+00
7.80E+01,1.76E+05,3.57E+06,2.27E+08,2.80E+00
8.40E+01,2.00E+05,1.90E+06,2.21E+08,3.40E+00
9.00E+01,2.03E+05,1.13E+06,2.17E+08,4.00E+00
9.60E+01,2.28E+05,7.20E+05,2.15E+08,4.60E+00
1.02E+02,2.45E+05,4.87E+05,2.14E+08,5.20E+00
1.08E+02,2.74E+05,3.39E+05,2.13E+08,5.80E+00
1.14E+02,2.98E+05,2.41E+05,2.12E+08,6.40E+00
1.20E+02,3.45E+05,1.80E+05,2.10E+08,7.00E+00
1.26E+02,3.89E+05,1.27E+05,2.08E+08,7.60E+00
1.32E+02,4.57E+05,8.23E+04,2.05E+08,8.20E+00
1.38E+02,5.11E+05,5.85E+04,1.99E+08,8.80E+00
1.44E+02,5.97E+05,3.17E+04,1.92E+08,9.40E+00
1.50E+02,6.59E+05,1.62E+04,1.84E+08,1.00E+01
1.56E+02,7.18E+05,1.10E+04,1.74E+08,1.06E+01
1.62E+02,7.63E+05,4.67E+03,1.64E+08,1.12E+01
1.68E+02,7.97E+05,2.50E+03,1.51E+08,1.18E+01
1.74E+02,8.27E+05,1.17E+03,1.38E+08,1.24E+01
1.80E+02,8.03E+05,5.00E+02,1.26E+08,1.30E+01
1.86E+02,7.96E+05,3.33E+02,1.13E+08,1.36E+01
1.92E+02,7.60E+05,1.67E+02,1.01E+08,1.42E+01
1.98E+02,6.96E+05,0.00E+00,8.85E+07,1.48E+01
2.04E+02,6.93E+05,0.00E+00,7.66E+07,1.54E+01
2.10E+02,6.07E+05,0.00E+00,6.61E+07,1.60E+01
2.16E+02,5.45E+05,0.00E+00,5.59E+07,1.66E+01
2.22E+02,4.72E+05,0.00E+00,4.67E+07,1.72E+01
2.28E+02,4.09E+05,0.00E+00,3.87E+07,1.78E+01
