DEPTH_0,Ga,Sn,C,DEPTH
2.34E+02,3.26E+05,0.00E+00,3.21E+07,1.84E+01
2.40E+02,2.85E+05,0.00E+00,2.65E+07,1.90E+01
2.46E+02,2.21E+05,0.00E+00,2.16E+07,1.96E+01
2.52E+02,1.74E+05,0.00E+00,1.76E+07,2.02E+01
2.58E+02,1.34E+05,0.00E+00,1.42E+07,2.08E+01
2.64E+02,1.07E+05,0.00E+00,1.16E+07,2.14E+01
2.70E+02,8.37E+04,0.00E+00,9.35E+06,2.20E+01
2.76E+02,6.25E+04,0.00E+00,7.60E+06,2.26E+01
2.82E+02,4.18E+04,0.00E+00,6.07E+06,2.32E+01
2.88E+02,3.05E+04,0.00E+00,4.90E+06,2.38E+01
2.94E+02,2.23E+04,0.00E+00,4.00E+06,2.44E+01
3.00E+02,1.45E+04,0.00E+00,3.34E+06,2.50E+01
3.06E+02,9.83E+03,0.00E+00,2.71E+06,2.56E+01
3.12E+02,6.33E+03,0.00E+00,2.26E+06,2.62E+01
3.18E+02,4.33E+03,0.00E+00,1.79E+06,2.68E+01
3.24E+02,3.00E+03,0.00E+00,1.45E+06,2.74E+01
3.30E+02,1.50E+03,0.00E+00,1.23E+06,2.80E+01
3.36E+02,8.33E+02,0.00E+00,1.04E+06,2.86E+01
3.42E+02,1.00E+03,0.00E+00,8.65E+05,2.92E+01
3.48E+02,3.33E+02,0.00E+00,6.93E+05,2.98E+01
3.54E+02,0.00E+00,0.00E+00,5.68E+05,3.04E+01
3.60E+02,3.33E+02,0.00E+00,4.57E+05,3.10E+01
3.66E+02,0.00E+00,0.00E+00,3.54E+05,3.16E+01
3.72E+02,0.00E+00,0.00E+00,2.91E+05,3.22E+01
3.78E+02,0.00E+00,0.00E+00,2.24E+05,3.28E+01
3.84E+02,0.00E+00,0.00E+00,1.84E+05,3.34E+01
3.90E+02,0.00E+00,0.00E+00,1.49E+05,3.40E+01
3.96E+02,0.00E+00,0.00E+00,1.13E+05,3.46E+01
4.02E+02,0.00E+00,0.00E+00,8.70E+04,3.52E+01
4.08E+02,0.00E+00,0.00E+00,7.53E+04,3.58E+01
4.14E+02,0.00E+00,0.00E+00,5.35E+04,3.64E+01
4.20E+02,0.00E+00,0.00E+00,4.10E+04,3.70E+01
4.26E+02,0.00E+00,0.00E+00,2.63E+04,3.76E+01
4.32E+02,0.00E+00,0.00E+00,1.90E+04,3.82E+01
4.38E+02,0.00E+00,0.00E+00,1.77E+04,3.88E+01
4.44E+02,0.00E+00,0.00E+00,1.23E+04,3.94E+01
4.50E+02,0.00E+00,0.00E+00,8.50E+03,4.00E+01
4.56E+02,0.00E+00,0.00E+00,3.50E+03,4.06E+01
4.62E+02,0.00E+00,0.00E+00,3.83E+03,4.12E+01
4.68E+02,0.00E+00,0.00E+00,2.00E+03,4.18E+01
4.74E+02,0.00E+00,0.00E+00,1.00E+03,4.24E+01
4.80E+02,0.00E+00,0.00E+00,1.50E+03,4.30E+01
4.86E+02,0.00E+00,0.00E+00,6.67E+02,4.36E+01
4.92E+02,0.00E+00,0.00E+00,1.00E+03,4.42E+01
4.98E+02,0.00E+00,0.00E+00,1.00E+03,4.48E+01
5.04E+02,0.00E+00,0.00E+00,0.00E+00,4.54E+01
5.10E+02,0.00E+00,0.00E+00,0.00E+00,4.60E+01
5.16E+02,0.00E+00,0.00E+00,0.00E+00,4.66E+01
5.22E+02,0.00E+00,0.00E+00,0.00E+00,4.72E+01
5.28E+02,0.00E+00,0.00E+00,0.00E+00,4.78E+01
5.34E+02,0.00E+00,0.00E+00,0.00E+00,4.84E+01
5.40E+02,0.00E+00,0.00E+00,0.00E+00,4.90E+01
5.46E+02,0.00E+00,0.00E+00,0.00E+00,4.96E+01
5.52E+02,0.00E+00,0.00E+00,0.00E+00,5.02E+01
5.58E+02,0.00E+00,0.00E+00,0.00E+00,5.08E+01
5.64E+02,0.00E+00,0.00E+00,0.00E+00,5.14E+01
5.70E+02,0.00E+00,0.00E+00,0.00E+00,5.20E+01
5.76E+02,0.00E+00,0.00E+00,0.00E+00,5.26E+01
5.82E+02,0.00E+00,0.00E+00,0.00E+00,5.32E+01
5.88E+02,0.00E+00,0.00E+00,0.00E+00,5.38E+01
5.94E+02,0.00E+00,0.00E+00,0.00E+00,5.44E+01
6.00E+02,0.00E+00,0.00E+00,0.00E+00,5.50E+01
