DEPTH_0,Ga,Sn,C,DEPTH
1.02E+02,1.03E+05,1.15E+08,5.91E+07,2.00E-01
1.08E+02,1.59E+05,5.64E+07,2.49E+08,8.00E-01
1.14E+02,2.27E+05,3.75E+07,2.66E+08,1.40E+00
1.20E+02,2.78E+05,1.43E+07,2.38E+08,2.00E+00
1.26E+02,3.05E+05,5.99E+06,2.17E+08,2.60E+00
1.32E+02,3.33E+05,3.01E+06,2.01E+08,3.20E+00
1.38E+02,3.51E+05,1.70E+06,1.89E+08,3.80E+00
1.44E+02,3.69E+05,1.04E+06,1.81E+08,4.40E+00
1.50E+02,3.90E+05,6.63E+05,1.74E+08,5.00E+00
1.56E+02,4.13E+05,4.46E+05,1.68E+08,5.60E+00
1.62E+02,4.37E+05,2.82E+05,1.62E+08,6.20E+00
1.68E+02,4.63E+05,1.94E+05,1.56E+08,6.80E+00
1.74E+02,5.10E+05,1.15E+05,1.49E+08,7.40E+00
1.80E+02,5.31E+05,7.55E+04,1.41E+08,8.00E+00
1.86E+02,5.73E+05,4.03E+04,1.32E+08,8.60E+00
1.92E+02,5.98E+05,2.47E+04,1.24E+08,9.20E+00
1.98E+02,6.11E+05,1.25E+04,1.15E+08,9.80E+00
2.04E+02,6.16E+05,4.00E+03,1.05E+08,1.04E+01
2.10E+02,6.24E+05,2.67E+03,9.52E+07,1.10E+01
2.16E+02,5.97E+05,1.00E+03,8.54E+07,1.16E+01
2.22E+02,5.71E+05,8.33E+02,7.60E+07,1.22E+01
2.28E+02,5.49E+05,3.33E+02,6.69E+07,1.28E+01
2.34E+02,5.13E+05,0.00E+00,5.79E+07,1.34E+01
2.40E+02,4.68E+05,0.00E+00,4.94E+07,1.40E+01
2.46E+02,4.04E+05,0.00E+00,4.17E+07,1.46E+01
2.52E+02,3.65E+05,0.00E+00,3.49E+07,1.52E+01
2.58E+02,2.99E+05,0.00E+00,2.91E+07,1.58E+01
2.64E+02,2.72E+05,0.00E+00,2.41E+07,1.64E+01
2.70E+02,2.14E+05,0.00E+00,1.98E+07,1.70E+01
2.76E+02,1.64E+05,0.00E+00,1.61E+07,1.76E+01
2.82E+02,1.51E+05,0.00E+00,1.30E+07,1.82E+01
2.88E+02,1.12E+05,0.00E+00,1.05E+07,1.88E+01
2.94E+02,8.17E+04,0.00E+00,8.27E+06,1.94E+01
3.00E+02,6.78E+04,0.00E+00,6.64E+06,2.00E+01
3.06E+02,4.57E+04,0.00E+00,5.30E+06,2.06E+01
3.12E+02,3.07E+04,0.00E+00,4.25E+06,2.12E+01
3.18E+02,2.98E+04,0.00E+00,3.34E+06,2.18E+01
3.24E+02,1.75E+04,0.00E+00,2.69E+06,2.24E+01
3.30E+02,1.03E+04,0.00E+00,2.17E+06,2.30E+01
3.36E+02,9.00E+03,0.00E+00,1.76E+06,2.36E+01
3.42E+02,3.67E+03,0.00E+00,1.42E+06,2.42E+01
3.48E+02,2.33E+03,0.00E+00,1.17E+06,2.48E+01
3.54E+02,1.50E+03,0.00E+00,9.45E+05,2.54E+01
3.60E+02,8.33E+02,0.00E+00,7.37E+05,2.60E+01
3.66E+02,1.17E+03,0.00E+00,6.08E+05,2.66E+01
3.72E+02,3.33E+02,0.00E+00,5.03E+05,2.72E+01
3.78E+02,6.67E+02,0.00E+00,3.99E+05,2.78E+01
3.84E+02,1.67E+02,0.00E+00,2.98E+05,2.84E+01
3.90E+02,0.00E+00,0.00E+00,2.43E+05,2.90E+01
3.96E+02,0.00E+00,0.00E+00,1.84E+05,2.96E+01
4.02E+02,1.67E+02,0.00E+00,1.60E+05,3.02E+01
4.08E+02,1.67E+02,0.00E+00,1.27E+05,3.08E+01
4.14E+02,0.00E+00,0.00E+00,9.03E+04,3.14E+01
4.20E+02,0.00E+00,0.00E+00,6.97E+04,3.20E+01
4.26E+02,0.00E+00,0.00E+00,6.10E+04,3.26E+01
4.32E+02,0.00E+00,0.00E+00,5.22E+04,3.32E+01
4.38E+02,0.00E+00,0.00E+00,3.70E+04,3.38E+01
4.44E+02,0.00E+00,0.00E+00,2.68E+04,3.44E+01
4.50E+02,0.00E+00,0.00E+00,2.47E+04,3.50E+01
4.56E+02,0.00E+00,0.00E+00,1.80E+04,3.56E+01
4.62E+02,0.00E+00,0.00E+00,1.23E+04,3.62E+01
4.68E+02,0.00E+00,0.00E+00,1.03E+04,3.68E+01
4.74E+02,0.00E+00,0.00E+00,7.33E+03,3.74E+01
4.80E+02,0.00E+00,0.00E+00,6.17E+03,3.80E+01
4.86E+02,0.00E+00,0.00E+00,3.67E+03,3.86E+01
4.92E+02,0.00E+00,0.00E+00,2.50E+03,3.92E+01
4.98E+02,0.00E+00,0.00E+00,2.83E+03,3.98E+01
5.04E+02,0.00E+00,0.00E+00,2.33E+03,4.04E+01
5.10E+02,0.00E+00,0.00E+00,6.67E+02,4.10E+01
5.16E+02,0.00E+00,0.00E+00,6.67E+02,4.16E+01
5.22E+02,0.00E+00,0.00E+00,8.33E+02,4.22E+01
5.28E+02,0.00E+00,0.00E+00,1.67E+02,4.28E+01
5.34E+02,0.00E+00,0.00E+00,1.67E+02,4.34E+01
5.40E+02,0.00E+00,0.00E+00,3.33E+02,4.40E+01
5.46E+02,0.00E+00,0.00E+00,1.00E+03,4.46E+01
5.52E+02,0.00E+00,0.00E+00,8.33E+02,4.52E+01
5.58E+02,0.00E+00,0.00E+00,1.67E+02,4.58E+01
5.64E+02,0.00E+00,0.00E+00,0.00E+00,4.64E+01
5.70E+02,0.00E+00,0.00E+00,0.00E+00,4.70E+01
5.76E+02,0.00E+00,0.00E+00,0.00E+00,4.76E+01
5.82E+02,0.00E+00,0.00E+00,0.00E+00,4.82E+01
5.88E+02,0.00E+00,0.00E+00,0.00E+00,4.88E+01
5.94E+02,0.00E+00,0.00E+00,0.00E+00,4.94E+01
6.00E+02,0.00E+00,0.00E+00,0.00E+00,5.00E+01
