DEPTH_0,Ga,Sn,C,DEPTH
5.40E+01,2.75E-01,4.95E-01,1.77E+00,4.00E-01
6.00E+01,3.25E-01,0.00E+00,2.59E+00,1.00E+00
6.60E+01,3.22E-01,0.00E+00,2.33E+00,1.60E+00
7.20E+01,3.24E-01,0.00E+00,2.21E+00,2.20E+00
7.80E+01,3.24E-01,0.00E+00,2.13E+00,2.80E+00
8.40E+01,3.24E-01,0.00E+00,2.07E+00,3.40E+00
9.00E+01,3.27E-01,0.00E+00,2.05E+00,4.00E+00
9.60E+01,3.26E-01,0.00E+00,2.04E+00,4.60E+00
1.02E+02,3.28E-01,0.00E+00,2.03E+00,5.20E+00
1.08E+02,3.29E-01,0.00E+00,2.02E+00,5.80E+00
1.14E+02,3.29E-01,0.00E+00,2.01E+00,6.40E+00
1.20E+02,3.27E-01,0.00E+00,1.99E+00,7.00E+00
1.26E+02,3.25E-01,0.00E+00,1.97E+00,7.60E+00
1.32E+02,3.21E-01,0.00E+00,1.93E+00,8.20E+00
1.38E+02,3.13E-01,0.00E+00,1.87E+00,8.80E+00
1.44E+02,3.00E-01,0.00E+00,1.79E+00,9.40E+00
1.50E+02,2.86E-01,0.00E+00,1.71E+00,1.00E+01
1.56E+02,2.69E-01,0.00E+00,1.61E+00,1.06E+01
1.62E+02,2.51E-01,0.00E+00,1.50E+00,1.12E+01
1.68E+02,2.30E-01,0.00E+00,1.38E+00,1.18E+01
1.74E+02,2.08E-01,0.00E+00,1.25E+00,1.24E+01
1.80E+02,1.85E-01,0.00E+00,1.14E+00,1.30E+01
1.86E+02,1.63E-01,0.00E+00,1.01E+00,1.36E+01
1.92E+02,1.41E-01,0.00E+00,8.96E-01,1.42E+01
1.98E+02,1.21E-01,0.00E+00,7.81E-01,1.48E+01
2.04E+02,1.00E-01,0.00E+00,6.71E-01,1.54E+01
2.10E+02,8.28E-02,0.00E+00,5.75E-01,1.60E+01
2.16E+02,6.69E-02,0.00E+00,4.79E-01,1.66E+01
2.22E+02,5.29E-02,0.00E+00,3.98E-01,1.72E+01
2.28E+02,4.20E-02,0.00E+00,3.30E-01,1.78E+01
2.34E+02,3.22E-02,0.00E+00,2.72E-01,1.84E+01
2.40E+02,2.48E-02,0.00E+00,2.23E-01,1.90E+01
2.46E+02,1.85E-02,0.00E+00,1.81E-01,1.96E+01
2.52E+02,1.38E-02,0.00E+00,1.47E-01,2.02E+01
2.58E+02,1.02E-02,0.00E+00,1.18E-01,2.08E+01
2.64E+02,7.19E-03,0.00E+00,9.68E-02,2.14E+01
2.70E+02,4.88E-03,0.00E+00,7.80E-02,2.20E+01
2.76E+02,3.42E-03,0.00E+00,6.27E-02,2.26E+01
2.82E+02,2.31E-03,0.00E+00,5.07E-02,2.32E+01
2.88E+02,1.47E-03,0.00E+00,4.06E-02,2.38E+01
2.94E+02,9.65E-04,0.00E+00,3.32E-02,2.44E+01
3.00E+02,6.37E-04,0.00E+00,2.80E-02,2.50E+01
3.06E+02,4.02E-04,0.00E+00,2.26E-02,2.56E+01
3.12E+02,2.47E-04,0.00E+00,1.90E-02,2.62E+01
3.18E+02,1.18E-04,0.00E+00,1.46E-02,2.68E+01
3.24E+02,8.67E-05,0.00E+00,1.23E-02,2.74E+01
3.30E+02,5.00E-05,0.00E+00,1.03E-02,2.80E+01
3.36E+02,2.67E-05,0.00E+00,8.78E-03,2.86E+01
3.42E+02,1.17E-05,0.00E+00,7.03E-03,2.92E+01
3.48E+02,1.50E-05,0.00E+00,5.82E-03,2.98E+01
