DEPTH,Ga,Sn,C
201000.E-05,2.2000E+04,8.6865E+07,1.4150E+05
401000.E-05,3.5500E+04,7.9055E+07,1.9650E+05
601000.E-05,4.5500E+04,8.9947E+07,2.4000E+05
801000.E-05,6.9001E+04,1.0199E+08,2.2200E+05
100100.E-04,7.4001E+04,1.1280E+08,2.3450E+05
120100.E-04,7.1001E+04,1.2291E+08,2.5700E+05
140100.E-04,6.9501E+04,1.3173E+08,2.5000E+05
160100.E-04,7.9501E+04,1.3960E+08,2.9950E+05
180100.E-04,8.2501E+04,1.4728E+08,3.5600E+05
200100.E-04,8.6001E+04,1.5320E+08,4.1300E+05
220100.E-04,8.2001E+04,1.6003E+08,4.4500E+05
240100.E-04,8.5001E+04,1.6473E+08,5.1701E+05
260100.E-04,8.9501E+04,1.6875E+08,6.4151E+05
280100.E-04,9.0501E+04,1.7280E+08,7.9351E+05
300100.E-04,9.3501E+04,1.7511E+08,9.3651E+05
320100.E-04,8.7501E+04,1.7728E+08,1.1840E+06
340100.E-04,8.9001E+04,1.7824E+08,1.5340E+06
360100.E-04,8.6001E+04,1.7711E+08,1.9475E+06
380100.E-04,8.4001E+04,1.7565E+08,2.6600E+06
400100.E-04,8.2501E+04,1.7210E+08,3.3415E+06
420100.E-04,8.8501E+04,1.6677E+08,4.4975E+06
440100.E-04,6.3001E+04,1.5903E+08,5.9926E+06
460100.E-04,6.6501E+04,1.4747E+08,7.7941E+06
480100.E-04,5.6501E+04,1.2942E+08,9.7626E+06
500100.E-04,4.9000E+04,9.8790E+07,1.3682E+07
520100.E-04,7.2001E+04,3.9082E+07,1.5138E+08
540100.E-04,7.5501E+04,4.4041E+07,2.0438E+08
560100.E-04,8.3001E+04,4.5668E+07,2.3993E+08
580100.E-04,1.0800E+05,4.2911E+07,2.5565E+08
600100.E-04,1.2300E+05,3.6779E+07,2.5751E+08
620100.E-04,1.3750E+05,2.8931E+07,2.5338E+08
640100.E-04,1.3200E+05,2.0711E+07,2.4782E+08
660100.E-04,1.4100E+05,1.4670E+07,2.4316E+08
680100.E-04,1.4550E+05,1.0197E+07,2.3757E+08
700100.E-04,1.8200E+05,7.5826E+06,2.3368E+08
720100.E-04,1.5900E+05,5.7441E+06,2.2982E+08
740100.E-04,1.6650E+05,4.4130E+06,2.2682E+08
760100.E-04,1.6100E+05,3.5455E+06,2.2342E+08
780100.E-04,1.9300E+05,2.8125E+06,2.2236E+08
800100.E-04,1.9700E+05,2.2810E+06,2.1946E+08
820100.E-04,1.9400E+05,1.8140E+06,2.1794E+08
840100.E-04,1.8150E+05,1.5400E+06,2.1647E+08
860100.E-04,2.0650E+05,1.3195E+06,2.1549E+08
880100.E-04,2.0550E+05,1.0875E+06,2.1540E+08
900100.E-04,2.1650E+05,9.5401E+05,2.1496E+08
920100.E-04,2.3050E+05,8.2101E+05,2.1414E+08
940100.E-04,2.4100E+05,7.0251E+05,2.1316E+08
960100.E-04,2.3850E+05,6.0501E+05,2.1255E+08
980100.E-04,2.5400E+05,5.4701E+05,2.1244E+08
100010.E-03,2.4300E+05,4.9350E+05,2.1186E+08
102010.E-03,2.4950E+05,4.3000E+05,2.1125E+08
104010.E-03,2.8350E+05,3.6250E+05,2.1173E+08
106010.E-03,2.6400E+05,3.0850E+05,2.1170E+08
108010.E-03,2.7950E+05,2.8950E+05,2.1142E+08
110010.E-03,2.6900E+05,2.7700E+05,2.1061E+08
112010.E-03,3.0350E+05,2.5250E+05,2.1052E+08
114010.E-03,3.0600E+05,2.1200E+05,2.1003E+08
116010.E-03,3.0150E+05,1.7850E+05,2.1002E+08
118010.E-03,3.4850E+05,1.5850E+05,2.0980E+08
120010.E-03,3.3300E+05,1.4850E+05,2.0944E+08
122010.E-03,3.6750E+05,1.3200E+05,2.0852E+08
124010.E-03,3.8750E+05,1.1750E+05,2.0696E+08
126010.E-03,4.0600E+05,1.0500E+05,2.0593E+08
128010.E-03,4.2350E+05,1.0300E+05,2.0484E+08
130010.E-03,4.6100E+05,8.0501E+04,2.0347E+08
132010.E-03,4.4350E+05,7.4001E+04,2.0191E+08
134010.E-03,4.9600E+05,7.1001E+04,2.0007E+08
136010.E-03,5.0551E+05,5.6001E+04,1.9899E+08
138010.E-03,5.4701E+05,3.6000E+04,1.9760E+08
140010.E-03,5.6801E+05,3.6500E+04,1.9450E+08
142010.E-03,6.1501E+05,2.2500E+04,1.9185E+08
144010.E-03,6.3651E+05,2.6000E+04,1.9011E+08
146010.E-03,6.4451E+05,2.7000E+04,1.8790E+08
148010.E-03,6.5301E+05,1.5500E+04,1.8469E+08
150010.E-03,6.8651E+05,1.4500E+04,1.8092E+08
152010.E-03,7.0301E+05,1.1500E+04,1.7769E+08
154010.E-03,6.8301E+05,8.0001E+03,1.7459E+08
156010.E-03,7.2351E+05,1.0500E+04,1.7104E+08
158010.E-03,7.6351E+05,6.0001E+03,1.6707E+08
160010.E-03,7.5201E+05,2.0000E+03,1.6353E+08
162010.E-03,8.0001E+05,4.0000E+03,1.5948E+08
164010.E-03,8.3301E+05,4.5000E+03,1.5576E+08
166010.E-03,7.9101E+05,2.5000E+03,1.5127E+08
168010.E-03,8.5501E+05,5.0001E+02,1.4713E+08
170010.E-03,8.2601E+05,0.0000E+00,1.4322E+08
172010.E-03,8.0851E+05,0.0000E+00,1.3904E+08
174010.E-03,8.1051E+05,1.5000E+03,1.3455E+08
176010.E-03,8.1851E+05,5.0001E+02,1.3029E+08
178010.E-03,8.5201E+05,5.0001E+02,1.2595E+08
180010.E-03,8.1801E+05,0.0000E+00,1.2181E+08
182010.E-03,8.3301E+05,5.0001E+02,1.1710E+08
184010.E-03,8.0751E+05,5.0001E+02,1.1304E+08
186010.E-03,7.5451E+05,0.0000E+00,1.0823E+08
188010.E-03,7.9901E+05,5.0001E+02,1.0396E+08
190010.E-03,7.7451E+05,0.0000E+00,9.9586E+07
192010.E-03,7.3751E+05,0.0000E+00,9.4782E+07
194010.E-03,7.5001E+05,0.0000E+00,8.9444E+07
196010.E-03,7.6951E+05,0.0000E+00,8.4011E+07
198010.E-03,7.1001E+05,0.0000E+00,7.5245E+07
200010.E-03,6.7351E+05,0.0000E+00,5.8136E+07
