   DEPTH         Ga           Sn            C       
201000.E-05  1035.51E-05  6189.11E-04  0000.00E+00  
401000.E-05  1179.01E-04  9381.94E-04  0000.00E+00  
601000.E-05  5292.05E-05  9387.54E-04  0000.00E+00  
801000.E-05  5243.55E-05  1025.33E-03  0000.00E+00  
100100.E-04  9801.10E-05  1181.83E-03  0000.00E+00  
120100.E-04  9975.60E-05  1301.30E-03  0000.00E+00  
140100.E-04  9295.09E-05  1369.04E-03  0000.00E+00  
160100.E-04  9261.09E-05  1447.37E-03  0000.00E+00  
180100.E-04  9920.60E-05  1524.34E-03  0000.00E+00  
200100.E-04  9869.10E-05  1586.26E-03  0000.00E+00  
220100.E-04  9894.60E-05  1633.83E-03  0000.00E+00  
240100.E-04  9993.60E-05  1688.90E-03  0000.00E+00  
260100.E-04  1001.51E-04  1730.98E-03  0000.00E+00  
280100.E-04  1015.11E-04  1776.72E-03  0000.00E+00  
300100.E-04  1023.51E-04  1806.79E-03  0000.00E+00  
320100.E-04  1032.41E-04  1831.68E-03  0000.00E+00  
340100.E-04  1023.21E-04  1841.48E-03  0000.00E+00  
360100.E-04  1038.16E-04  1845.18E-03  0000.00E+00  
380100.E-04  1025.11E-04  1848.98E-03  0000.00E+00  
400100.E-04  1026.96E-04  1828.95E-03  0000.00E+00  
420100.E-04  1029.01E-04  1809.00E-03  0000.00E+00  
440100.E-04  1009.41E-04  1771.57E-03  0000.00E+00  
460100.E-04  1056.06E-04  1721.03E-03  0000.00E+00  
480100.E-04  1139.21E-04  1635.85E-03  0000.00E+00  
500100.E-04  1113.46E-04  1474.85E-03  0000.00E+00  
520100.E-04  3459.03E-04  0000.00E+00  2487.61E-03  
540100.E-04  3617.04E-04  0000.00E+00  2795.50E-03  
560100.E-04  3251.53E-04  0000.00E+00  2658.07E-03  
580100.E-04  3249.53E-04  0000.00E+00  2547.54E-03  
600100.E-04  3224.03E-04  0000.00E+00  2449.09E-03  
620100.E-04  3176.38E-04  0000.00E+00  2373.54E-03  
