   DEPTH         Ga         Sn          C    
501000.E-05  6.5001E+04  1.0251E+08  0.0000E+00
100100.E-04  1.0700E+05  1.2720E+08  0.0000E+00
150100.E-04  1.4220E+05  1.5811E+08  0.0000E+00
200100.E-04  1.7040E+05  1.8428E+08  0.0000E+00
250100.E-04  1.9660E+05  2.0725E+08  0.0000E+00
300100.E-04  2.2520E+05  2.2738E+08  0.0000E+00
350100.E-04  2.2340E+05  2.4519E+08  0.0000E+00
400100.E-04  2.3740E+05  2.5995E+08  0.0000E+00
450100.E-04  2.4640E+05  2.7176E+08  0.0000E+00
500100.E-04  2.8220E+05  2.8252E+08  4.0000E+02
550100.E-04  2.6740E+05  2.9089E+08  0.0000E+00
600100.E-04  3.0520E+05  2.9805E+08  0.0000E+00
650100.E-04  2.9680E+05  3.0287E+08  2.0000E+02
700100.E-04  3.1680E+05  3.0680E+08  0.0000E+00
750100.E-04  3.2420E+05  3.1017E+08  0.0000E+00
800100.E-04  3.2180E+05  3.1258E+08  0.0000E+00
850100.E-04  3.2961E+05  3.1314E+08  2.0000E+02
900100.E-04  3.6441E+05  3.1246E+08  2.0000E+02
950100.E-04  3.5961E+05  3.1100E+08  6.0001E+02
100010.E-03  3.6261E+05  3.0845E+08  4.0000E+02
105010.E-03  3.6761E+05  3.0493E+08  8.0001E+02
110010.E-03  3.7581E+05  3.0073E+08  8.0001E+02
115010.E-03  3.7941E+05  2.9619E+08  4.0000E+02
120010.E-03  3.8981E+05  2.9121E+08  2.0000E+02
125010.E-03  3.7061E+05  2.8473E+08  8.0001E+02
130010.E-03  3.9901E+05  2.7923E+08  6.0001E+02
135010.E-03  3.6761E+05  2.7250E+08  1.2000E+03
140010.E-03  3.8641E+05  2.6535E+08  1.6000E+03
145010.E-03  3.7241E+05  2.5760E+08  1.4000E+03
150010.E-03  3.7781E+05  2.4866E+08  2.2000E+03
155010.E-03  3.5761E+05  2.4083E+08  3.4000E+03
160010.E-03  3.6921E+05  2.3218E+08  4.6000E+03
165010.E-03  3.6101E+05  2.2346E+08  3.8000E+03
170010.E-03  3.6641E+05  2.1475E+08  4.4000E+03
175010.E-03  3.3681E+05  2.0605E+08  6.4001E+03
180010.E-03  3.2100E+05  1.9695E+08  6.8001E+03
185010.E-03  3.2360E+05  1.8846E+08  1.0600E+04
190010.E-03  3.3541E+05  1.8033E+08  1.5400E+04
195010.E-03  3.0820E+05  1.7173E+08  1.8400E+04
200010.E-03  3.0660E+05  1.6323E+08  2.4000E+04
205010.E-03  2.9740E+05  1.5463E+08  3.2400E+04
210010.E-03  2.8740E+05  1.4650E+08  4.1601E+04
215010.E-03  2.6700E+05  1.3817E+08  6.4001E+04
