   DEPTH         Ga         Sn          C    
601000.E-05  6.1834E+04  1.0332E+08  3.3334E+02
120100.E-04  1.2283E+05  1.3511E+08  3.3334E+02
180100.E-04  1.5784E+05  1.7015E+08  1.6667E+02
240100.E-04  1.8000E+05  2.0005E+08  6.6667E+02
300100.E-04  1.9934E+05  2.2477E+08  3.3334E+02
360100.E-04  2.2884E+05  2.4589E+08  5.0001E+02
420100.E-04  2.4434E+05  2.6351E+08  1.3333E+03
480100.E-04  2.5767E+05  2.7658E+08  6.6667E+02
540100.E-04  2.7184E+05  2.8744E+08  1.3333E+03
600100.E-04  2.8067E+05  2.9587E+08  1.0000E+03
660100.E-04  3.1900E+05  3.0216E+08  1.8334E+03
720100.E-04  3.2184E+05  3.0628E+08  2.0000E+03
780100.E-04  3.2000E+05  3.0965E+08  1.8334E+03
840100.E-04  3.3334E+05  3.1105E+08  3.0000E+03
900100.E-04  3.5350E+05  3.1025E+08  4.1667E+03
960100.E-04  3.5517E+05  3.0896E+08  4.6667E+03
102010.E-03  3.7067E+05  3.0596E+08  6.6667E+03
108010.E-03  3.8133E+05  3.0099E+08  6.0001E+03
114010.E-03  3.6850E+05  2.9623E+08  8.8334E+03
120010.E-03  3.6583E+05  2.8934E+08  1.3000E+04
126010.E-03  3.8417E+05  2.8245E+08  1.3333E+04
132010.E-03  3.8650E+05  2.7467E+08  1.7667E+04
138010.E-03  3.5867E+05  2.6584E+08  2.3167E+04
144010.E-03  3.8017E+05  2.5682E+08  3.4000E+04
150010.E-03  3.4983E+05  2.4582E+08  4.6667E+04
156010.E-03  3.3467E+05  2.3450E+08  6.1501E+04
162010.E-03  3.3683E+05  2.2217E+08  8.9334E+04
168010.E-03  3.3583E+05  2.1006E+08  1.3400E+05
174010.E-03  3.0234E+05  1.9655E+08  2.2684E+05
180010.E-03  2.7017E+05  1.8191E+08  3.7850E+05
186010.E-03  2.3800E+05  1.6509E+08  7.6236E+05
192010.E-03  2.0650E+05  1.4403E+08  1.7144E+06
198010.E-03  1.5250E+05  1.1391E+08  3.8677E+06
204010.E-03  1.0300E+05  4.6477E+07  6.4112E+07
210010.E-03  1.7450E+05  3.1754E+07  1.3668E+08
216010.E-03  2.4934E+05  1.6799E+07  1.2601E+08
222010.E-03  2.8034E+05  6.2531E+06  1.0896E+08
228010.E-03  3.0667E+05  2.7682E+06  9.6261E+07
234010.E-03  2.9650E+05  1.3943E+06  8.7227E+07
240010.E-03  3.3717E+05  7.9520E+05  7.9679E+07
246010.E-03  3.3350E+05  4.5983E+05  7.3206E+07
252010.E-03  3.3600E+05  2.6451E+05  6.7851E+07
258010.E-03  3.4300E+05  1.5450E+05  6.2381E+07
264010.E-03  3.2717E+05  9.2501E+04  5.6845E+07
270010.E-03  3.3117E+05  5.2501E+04  5.1716E+07
276010.E-03  3.2017E+05  2.5834E+04  4.6383E+07
282010.E-03  3.2034E+05  1.3000E+04  4.1165E+07
288010.E-03  3.0350E+05  6.5001E+03  3.6301E+07
294010.E-03  2.8067E+05  3.0000E+03  3.1560E+07
300010.E-03  2.5867E+05  5.0001E+02  2.7117E+07
306010.E-03  2.2950E+05  0.0000E+00  2.3237E+07
312010.E-03  2.0400E+05  1.6667E+02  1.9612E+07
318010.E-03  1.8384E+05  3.3334E+02  1.6376E+07
324010.E-03  1.4917E+05  0.0000E+00  1.3777E+07
330010.E-03  1.3517E+05  0.0000E+00  1.1282E+07
336010.E-03  1.0833E+05  0.0000E+00  9.0466E+06
342010.E-03  8.6834E+04  0.0000E+00  7.1181E+06
348010.E-03  6.8001E+04  0.0000E+00  5.7452E+06
354010.E-03  5.2167E+04  0.0000E+00  4.4911E+06
360010.E-03  4.3334E+04  0.0000E+00  3.6361E+06
366010.E-03  3.4500E+04  0.0000E+00  2.8144E+06
372010.E-03  2.4500E+04  0.0000E+00  2.2077E+06
378010.E-03  1.9667E+04  0.0000E+00  1.6964E+06
384010.E-03  1.3000E+04  0.0000E+00  1.3092E+06
390010.E-03  1.1333E+04  0.0000E+00  1.0161E+06
396010.E-03  4.8334E+03  0.0000E+00  7.8486E+05
402010.E-03  5.8334E+03  0.0000E+00  5.9684E+05
408010.E-03  2.6667E+03  0.0000E+00  4.7433E+05
414010.E-03  1.3333E+03  0.0000E+00  3.9350E+05
420010.E-03  2.0000E+03  0.0000E+00  3.0717E+05
426010.E-03  6.6667E+02  0.0000E+00  2.4817E+05
432010.E-03  5.0001E+02  0.0000E+00  1.8334E+05
438010.E-03  5.0001E+02  0.0000E+00  1.2883E+05
444010.E-03  0.0000E+00  0.0000E+00  1.1217E+05
450010.E-03  1.6667E+02  0.0000E+00  8.7167E+04
456010.E-03  0.0000E+00  0.0000E+00  6.1667E+04
462010.E-03  0.0000E+00  0.0000E+00  4.2334E+04
468010.E-03  0.0000E+00  0.0000E+00  3.2834E+04
474010.E-03  0.0000E+00  0.0000E+00  1.8334E+04
480010.E-03  0.0000E+00  0.0000E+00  1.8500E+04
486010.E-03  0.0000E+00  0.0000E+00  9.1668E+03
492010.E-03  0.0000E+00  0.0000E+00  1.0667E+04
498010.E-03  0.0000E+00  0.0000E+00  6.3334E+03
504010.E-03  0.0000E+00  0.0000E+00  4.6667E+03
510010.E-03  0.0000E+00  0.0000E+00  2.1667E+03
516010.E-03  0.0000E+00  0.0000E+00  1.1667E+03
522010.E-03  0.0000E+00  0.0000E+00  1.0000E+03
528010.E-03  0.0000E+00  0.0000E+00  6.6667E+02
534010.E-03  0.0000E+00  0.0000E+00  1.6667E+03
540010.E-03  0.0000E+00  0.0000E+00  1.0000E+03
546010.E-03  0.0000E+00  0.0000E+00  1.0000E+03
552010.E-03  0.0000E+00  0.0000E+00  1.6667E+02
558010.E-03  0.0000E+00  0.0000E+00  0.0000E+00
564010.E-03  0.0000E+00  0.0000E+00  0.0000E+00
570010.E-03  0.0000E+00  0.0000E+00  0.0000E+00
576010.E-03  0.0000E+00  0.0000E+00  0.0000E+00
582010.E-03  0.0000E+00  0.0000E+00  0.0000E+00
588010.E-03  0.0000E+00  0.0000E+00  0.0000E+00
594010.E-03  0.0000E+00  0.0000E+00  0.0000E+00
600010.E-03  0.0000E+00  0.0000E+00  0.0000E+00
